"","Country","Code","SDG","Year","Value","Value_norm_percent"
"2271","Mexico","MEX","14_1_1_2","2009",2.2,97.5109378187836
"2272","Mexico","MEX","14_1_1_2","2010",4,95.4707229161472
"2273","Mexico","MEX","14_1_1_2","2011",6.76,92.3423933987713
"2274","Mexico","MEX","14_1_1_2","2012",3.67,95.8447623149638
"2275","Mexico","MEX","14_1_1_2","2013",2.46,97.216240110625
"2276","Mexico","MEX","14_1_1_2","2014",2.32,97.3749234919412
"2277","Mexico","MEX","14_1_1_2","2015",1.67,98.1116677623376
"2278","Mexico","MEX","14_1_1_2","2016",0.82,99.0751025774715
"2279","Mexico","MEX","14_1_1_2","2017",0.97,98.9050846689185
"2280","Mexico","MEX","14_1_1_2","2018",1.47,98.338358307075
"2281","Mexico","MEX","14_1_1_2","2019",1.32,98.508376215628
"2282","Micronesia (country)","FSM","14_1_1_2","2000",6.17,93.0111305057466
"2283","Micronesia (country)","FSM","14_1_1_2","2001",2.35,97.3409199102305
"2284","Micronesia (country)","FSM","14_1_1_2","2002",3.32,96.2414707682543
"2285","Micronesia (country)","FSM","14_1_1_2","2003",2.16,97.5562759277311
"2286","Micronesia (country)","FSM","14_1_1_2","2004",1.61,98.1796749257588
"2287","Micronesia (country)","FSM","14_1_1_2","2005",0.52,99.4151383945776
"2288","Micronesia (country)","FSM","14_1_1_2","2006",0.78,99.120440686419
"2289","Micronesia (country)","FSM","14_1_1_2","2007",0.9,98.9844263595765
"2290","Micronesia (country)","FSM","14_1_1_2","2008",4.58,94.8133203364088
"2291","Micronesia (country)","FSM","14_1_1_2","2009",1.06,98.8030739237866
"2292","Micronesia (country)","FSM","14_1_1_2","2010",5,94.3372701924603
"2293","Micronesia (country)","FSM","14_1_1_2","2011",1.6,98.1910094529957
"2294","Micronesia (country)","FSM","14_1_1_2","2012",2.4,97.2842472740462
"2295","Micronesia (country)","FSM","14_1_1_2","2013",0.7,99.2111169043139
"2296","Micronesia (country)","FSM","14_1_1_2","2014",0.19,99.7891777933942
"2297","Micronesia (country)","FSM","14_1_1_2","2015",1.38,98.4403690522068
"2298","Micronesia (country)","FSM","14_1_1_2","2016",0.41,99.5398181941831
"2299","Micronesia (country)","FSM","14_1_1_2","2017",0.47,99.4718110307619
"2300","Micronesia (country)","FSM","14_1_1_2","2018",0.42,99.5284836669463
"2301","Micronesia (country)","FSM","14_1_1_2","2019",0.86,99.029764468524
"2322","Monaco","MCO","14_1_1_2","2000",7.69,91.2882823657425
"2323","Monaco","MCO","14_1_1_2","2001",15.38,82.5720309205903
"2324","Monaco","MCO","14_1_1_2","2002",23.08,73.8444449482012
"2325","Monaco","MCO","14_1_1_2","2003",15.38,82.5720309205903
"2326","Monaco","MCO","14_1_1_2","2004",53.85,38.9681046403554
"2327","Monaco","MCO","14_1_1_2","2005",57.69,34.6156461813978
"2328","Monaco","MCO","14_1_1_2","2006",69.23,21.535601750051
"2329","Monaco","MCO","14_1_1_2","2007",15.38,82.5720309205903
"2330","Monaco","MCO","14_1_1_2","2008",76.92,12.8193503048988
"2331","Monaco","MCO","14_1_1_2","2010",30.77,65.128193503049
"2332","Monaco","MCO","14_1_1_2","2013",11.54,86.924489379548
"2333","Monaco","MCO","14_1_1_2","2018",7.69,91.2882823657425
"2334","Montenegro","MNE","14_1_1_2","2000",0.39,99.5624872486569
"2335","Montenegro","MNE","14_1_1_2","2001",0.39,99.5624872486569
"2336","Montenegro","MNE","14_1_1_2","2002",4.72,94.6546369550926
"2337","Montenegro","MNE","14_1_1_2","2003",6.3,92.8637816516673
"2338","Montenegro","MNE","14_1_1_2","2004",22.44,74.5698546913608
"2339","Montenegro","MNE","14_1_1_2","2005",5.31,93.9858998481173
"2340","Montenegro","MNE","14_1_1_2","2006",10.89,87.6612336499445
"2341","Montenegro","MNE","14_1_1_2","2007",21.26,75.9073289053114
"2342","Montenegro","MNE","14_1_1_2","2008",20.67,76.5760660122866
"2343","Montenegro","MNE","14_1_1_2","2009",3.15,96.434157731281
"2344","Montenegro","MNE","14_1_1_2","2010",17.24,80.4638088545327
"2345","Montenegro","MNE","14_1_1_2","2011",31.1,64.7541541042323
"2346","Montenegro","MNE","14_1_1_2","2013",3.67,95.8447623149638
"2347","Montenegro","MNE","14_1_1_2","2014",0.39,99.5624872486569
"2348","Montenegro","MNE","14_1_1_2","2015",0.39,99.5624872486569
"2349","Montenegro","MNE","14_1_1_2","2018",4.72,94.6546369550926
"2350","Montserrat","MSR","14_1_1_2","2000",0.44,99.5058146124725
"2351","Montserrat","MSR","14_1_1_2","2001",6.89,92.195044544692
"2352","Montserrat","MSR","14_1_1_2","2002",0.44,99.5058146124725
"2353","Montserrat","MSR","14_1_1_2","2003",33,62.6005939292272
"2354","Montserrat","MSR","14_1_1_2","2004",1.78,97.9869879627321
"2355","Montserrat","MSR","14_1_1_2","2006",18.89,78.5936118604493
"2356","Montserrat","MSR","14_1_1_2","2007",0.44,99.5058146124725
"2357","Montserrat","MSR","14_1_1_2","2009",48.44,45.1000838755016
"2358","Montserrat","MSR","14_1_1_2","2010",37.56,57.432049509215
"2359","Montserrat","MSR","14_1_1_2","2014",29.78,66.250311699499
"2360","Montserrat","MSR","14_1_1_2","2015",11.56,86.9018203250742
"2361","Montserrat","MSR","14_1_1_2","2017",2.67,96.9782150386507
"2362","Morocco","MAR","14_1_1_2","2000",1.09,98.769070342076
"2363","Morocco","MAR","14_1_1_2","2001",2.96,96.6495137487815
"2364","Morocco","MAR","14_1_1_2","2002",2.34,97.3522544374674
"2365","Morocco","MAR","14_1_1_2","2003",2.01,97.7262938362841
"2366","Morocco","MAR","14_1_1_2","2004",2.13,97.5902795094417
"2367","Morocco","MAR","14_1_1_2","2005",4.01,95.4593883889103
"2368","Morocco","MAR","14_1_1_2","2006",2.38,97.3069163285199
"2369","Morocco","MAR","14_1_1_2","2007",3.1,96.4908303674654
"2370","Morocco","MAR","14_1_1_2","2008",2.35,97.3409199102305
"2371","Morocco","MAR","14_1_1_2","2009",5.95,93.2604901049577
"2372","Morocco","MAR","14_1_1_2","2010",0.43,99.5171491397094
"2373","Morocco","MAR","14_1_1_2","2011",1.53,98.2703511436538
"2374","Morocco","MAR","14_1_1_2","2012",10.57,88.0239385215243
"2375","Morocco","MAR","14_1_1_2","2013",2.82,96.8081971300977
"2376","Morocco","MAR","14_1_1_2","2014",4.83,94.529957155487
"2377","Morocco","MAR","14_1_1_2","2015",4.19,95.2553668986467
"2378","Morocco","MAR","14_1_1_2","2016",1.87,97.8849772176003
"2379","Morocco","MAR","14_1_1_2","2017",2.26,97.4429306553624
"2380","Morocco","MAR","14_1_1_2","2018",1.76,98.0096570172058
"2381","Morocco","MAR","14_1_1_2","2019",1.31,98.5197107428649
"2382","Mozambique","MOZ","14_1_1_2","2000",3.22,96.3548160406229
"2383","Mozambique","MOZ","14_1_1_2","2001",4.81,94.5526262099608
"2384","Mozambique","MOZ","14_1_1_2","2002",2.44,97.2389091650987
"2385","Mozambique","MOZ","14_1_1_2","2003",3.19,96.3888196223336
"2386","Mozambique","MOZ","14_1_1_2","2004",1.46,98.3496928343119
"2387","Mozambique","MOZ","14_1_1_2","2005",1.88,97.8736426903634
"2388","Mozambique","MOZ","14_1_1_2","2006",0.88,99.0070954140503
"2389","Mozambique","MOZ","14_1_1_2","2007",1.12,98.7350667603654
"2390","Mozambique","MOZ","14_1_1_2","2008",3.63,95.8901004239113
"2391","Mozambique","MOZ","14_1_1_2","2009",0.68,99.2337859587877
"2392","Mozambique","MOZ","14_1_1_2","2010",0.87,99.0184299412871
"2393","Mozambique","MOZ","14_1_1_2","2011",0.74,99.1657787953664
"2394","Mozambique","MOZ","14_1_1_2","2012",1.38,98.4403690522068
"2395","Mozambique","MOZ","14_1_1_2","2013",1.12,98.7350667603654
"2396","Mozambique","MOZ","14_1_1_2","2014",1.17,98.6783941241811
"2397","Mozambique","MOZ","14_1_1_2","2015",0.78,99.120440686419
"2398","Mozambique","MOZ","14_1_1_2","2016",0.39,99.5624872486569
"2399","Mozambique","MOZ","14_1_1_2","2017",0.99,98.8824156144447
"2400","Mozambique","MOZ","14_1_1_2","2018",0.6,99.3244621766826
"2401","Mozambique","MOZ","14_1_1_2","2019",2.51,97.1595674744406
"2402","Myanmar","MMR","14_1_1_2","2000",1.72,98.0549951261533
"2403","Myanmar","MMR","14_1_1_2","2001",2.42,97.2615782195725
"2404","Myanmar","MMR","14_1_1_2","2002",2.4,97.2842472740462
"2405","Myanmar","MMR","14_1_1_2","2003",2.25,97.4542651825992
"2406","Myanmar","MMR","14_1_1_2","2004",3.17,96.4114886768073
"2407","Myanmar","MMR","14_1_1_2","2005",2.68,96.9668805114139
"2408","Myanmar","MMR","14_1_1_2","2006",2.91,96.7061863849659
"2409","Myanmar","MMR","14_1_1_2","2007",5.02,94.3146011379865
"2410","Myanmar","MMR","14_1_1_2","2008",2.2,97.5109378187836
"2411","Myanmar","MMR","14_1_1_2","2009",2.34,97.3522544374674
"2412","Myanmar","MMR","14_1_1_2","2010",1.51,98.2930201981275
"2413","Myanmar","MMR","14_1_1_2","2011",1.86,97.8963117448371
"2414","Myanmar","MMR","14_1_1_2","2012",1.39,98.42903452497
"2415","Myanmar","MMR","14_1_1_2","2013",0.88,99.0070954140503
"2416","Myanmar","MMR","14_1_1_2","2014",0.67,99.2451204860245
"2417","Myanmar","MMR","14_1_1_2","2015",1.34,98.4857071611543
"2418","Myanmar","MMR","14_1_1_2","2016",1.27,98.5650488518124
"2419","Myanmar","MMR","14_1_1_2","2017",1.37,98.4517035794437
"2420","Myanmar","MMR","14_1_1_2","2018",0.89,98.9957608868134
"2421","Myanmar","MMR","14_1_1_2","2019",1.34,98.4857071611543
"2422","Namibia","NAM","14_1_1_2","2000",7.08,91.9796885271915
"2423","Namibia","NAM","14_1_1_2","2001",5.8,93.4305080135108
"2424","Namibia","NAM","14_1_1_2","2002",7.04,92.025026636139
"2425","Namibia","NAM","14_1_1_2","2003",11.22,87.2871942511278
"2426","Namibia","NAM","14_1_1_2","2004",13.98,84.158864733752
"2427","Namibia","NAM","14_1_1_2","2005",7.76,91.2089406750844
"2428","Namibia","NAM","14_1_1_2","2006",4.33,95.0966835173305
"2429","Namibia","NAM","14_1_1_2","2007",10.96,87.5818919592864
"2430","Namibia","NAM","14_1_1_2","2008",7.15,91.9003468365335
"2431","Namibia","NAM","14_1_1_2","2009",8.72,90.120826060345
"2432","Namibia","NAM","14_1_1_2","2010",6.45,92.6937637431143
"2433","Namibia","NAM","14_1_1_2","2011",5.58,93.6798676127219
"2434","Namibia","NAM","14_1_1_2","2012",13.34,84.8842744769116
"2435","Namibia","NAM","14_1_1_2","2013",5.88,93.3398317956158
"2436","Namibia","NAM","14_1_1_2","2014",6.26,92.9091197606148
"2437","Namibia","NAM","14_1_1_2","2015",4.46,94.9493346632512
"2438","Namibia","NAM","14_1_1_2","2016",5.23,94.0765760660123
"2439","Namibia","NAM","14_1_1_2","2017",8.8,90.0301498424501
"2440","Namibia","NAM","14_1_1_2","2018",5.97,93.237821050484
"2441","Namibia","NAM","14_1_1_2","2019",6.23,92.9431233423254
"2442","Nauru","NRU","14_1_1_2","2000",47.07,46.6529141069526
"2443","Nauru","NRU","14_1_1_2","2001",12.54,85.7910366558611
"2444","Nauru","NRU","14_1_1_2","2002",0.31,99.6531634665518
"2445","Nauru","NRU","14_1_1_2","2003",1.18,98.6670595969442
"2446","Nauru","NRU","14_1_1_2","2004",0.72,99.1884478498402
"2447","Nauru","NRU","14_1_1_2","2005",4.03,95.4367193344366
"2448","Nauru","NRU","14_1_1_2","2006",1.88,97.8736426903634
"2449","Nauru","NRU","14_1_1_2","2007",29.43,66.6470201527894
"2450","Nauru","NRU","14_1_1_2","2008",32.37,63.31466914515
"2451","Nauru","NRU","14_1_1_2","2009",7.06,92.0023575816653
"2452","Nauru","NRU","14_1_1_2","2010",53.6,39.2514678212772
"2453","Nauru","NRU","14_1_1_2","2011",23.84,72.9830208781992
"2454","Nauru","NRU","14_1_1_2","2012",2.43,97.2502436923356
"2455","Nauru","NRU","14_1_1_2","2013",19.85,77.5054972457099
"2456","Nauru","NRU","14_1_1_2","2014",1.56,98.2363475619432
"2457","Nauru","NRU","14_1_1_2","2015",0.27,99.6985015754993
"2458","Nauru","NRU","14_1_1_2","2016",5.52,93.7478747761431
"2459","Nauru","NRU","14_1_1_2","2017",15.18,82.7987214653277
"2460","Nauru","NRU","14_1_1_2","2018",1.75,98.0209915444427
"2461","Netherlands","NLD","14_1_1_2","2000",1.63,98.1570058712851
"2462","Netherlands","NLD","14_1_1_2","2001",7.94,91.0049191848208
"2463","Netherlands","NLD","14_1_1_2","2002",1.63,98.1570058712851
"2464","Netherlands","NLD","14_1_1_2","2003",3.87,95.6180717702265
"2465","Netherlands","NLD","14_1_1_2","2004",7.15,91.9003468365335
"2466","Netherlands","NLD","14_1_1_2","2005",4.67,94.7113095912769
"2467","Netherlands","NLD","14_1_1_2","2006",5.52,93.7478747761431
"2468","Netherlands","NLD","14_1_1_2","2007",6.19,92.9884614512729
"2469","Netherlands","NLD","14_1_1_2","2008",2.64,97.0122186203614
"2470","Netherlands","NLD","14_1_1_2","2009",0.85,99.0410989957609
"2471","Netherlands","NLD","14_1_1_2","2010",0.62,99.3017931222089
"2472","Netherlands","NLD","14_1_1_2","2011",1.97,97.7716319452316
"2473","Netherlands","NLD","14_1_1_2","2012",3.49,96.0487838052275
"2474","Netherlands","NLD","14_1_1_2","2013",7.3,91.7303289279804
"2475","Netherlands","NLD","14_1_1_2","2014",2.12,97.6016140366785
"2476","Netherlands","NLD","14_1_1_2","2015",3.34,96.2188017137805
"2477","Netherlands","NLD","14_1_1_2","2016",3.32,96.2414707682543
"2478","Netherlands","NLD","14_1_1_2","2017",2.91,96.7061863849659
"2479","Netherlands","NLD","14_1_1_2","2018",5.25,94.0539070115386
"2480","Netherlands","NLD","14_1_1_2","2019",1.26,98.5763833790493
"2481","New Caledonia","NCL","14_1_1_2","2000",0.4,99.55115272142
"2482","New Caledonia","NCL","14_1_1_2","2001",0.48,99.460476503525
"2483","New Caledonia","NCL","14_1_1_2","2002",0.98,98.8937501416816
"2484","New Caledonia","NCL","14_1_1_2","2003",4.94,94.4052773558815
"2485","New Caledonia","NCL","14_1_1_2","2004",4.58,94.8133203364088
"2486","New Caledonia","NCL","14_1_1_2","2005",2.95,96.6608482760184
"2487","New Caledonia","NCL","14_1_1_2","2006",1,98.8710810872079
"2488","New Caledonia","NCL","14_1_1_2","2007",1.92,97.8283045814159
"2489","New Caledonia","NCL","14_1_1_2","2008",1,98.8710810872079
"2490","New Caledonia","NCL","14_1_1_2","2009",0.69,99.2224514315508
"2491","New Caledonia","NCL","14_1_1_2","2010",8.76,90.0754879513975
"2492","New Caledonia","NCL","14_1_1_2","2011",0.56,99.3698002856301
"2493","New Caledonia","NCL","14_1_1_2","2012",0.25,99.721170629973
"2494","New Caledonia","NCL","14_1_1_2","2013",1.21,98.6330560152336
"2495","New Caledonia","NCL","14_1_1_2","2014",2.12,97.6016140366785
"2496","New Caledonia","NCL","14_1_1_2","2015",1.02,98.8484120327341
"2497","New Caledonia","NCL","14_1_1_2","2016",0.36,99.5964908303675
"2498","New Caledonia","NCL","14_1_1_2","2017",1.72,98.0549951261533
"2499","New Caledonia","NCL","14_1_1_2","2018",0.38,99.5738217758937
"2500","New Caledonia","NCL","14_1_1_2","2019",1.55,98.2476820891801
"2501","New Zealand","NZL","14_1_1_2","2000",1.1,98.7577358148392
"2502","New Zealand","NZL","14_1_1_2","2001",2.94,96.6721828032553
"2503","New Zealand","NZL","14_1_1_2","2002",2.63,97.0235531475982
"2504","New Zealand","NZL","14_1_1_2","2003",2.95,96.6608482760184
"2505","New Zealand","NZL","14_1_1_2","2004",7.58,91.4129621653481
"2506","New Zealand","NZL","14_1_1_2","2005",3.6,95.9241040056219
"2507","New Zealand","NZL","14_1_1_2","2006",3.17,96.4114886768073
"2508","New Zealand","NZL","14_1_1_2","2007",3.7,95.8107587332532
"2509","New Zealand","NZL","14_1_1_2","2008",3.37,96.1847981320699
"2510","New Zealand","NZL","14_1_1_2","2009",5.08,94.2465939745653
"2511","New Zealand","NZL","14_1_1_2","2010",2.71,96.9328769297033
"2512","New Zealand","NZL","14_1_1_2","2011",2.56,97.1028948382563
"2513","New Zealand","NZL","14_1_1_2","2012",1.98,97.7602974179947
"2514","New Zealand","NZL","14_1_1_2","2013",3.21,96.3661505678598
"2515","New Zealand","NZL","14_1_1_2","2014",1.96,97.7829664724684
"2516","New Zealand","NZL","14_1_1_2","2015",2.21,97.4996032915467
"2517","New Zealand","NZL","14_1_1_2","2016",2.4,97.2842472740462
"2518","New Zealand","NZL","14_1_1_2","2017",2.46,97.216240110625
"2519","New Zealand","NZL","14_1_1_2","2018",2.87,96.7515244939134
"2520","New Zealand","NZL","14_1_1_2","2019",4.96,94.3826083014077
"2521","Nicaragua","NIC","14_1_1_2","2000",6.31,92.8524471244304
"2522","Nicaragua","NIC","14_1_1_2","2001",8.58,90.2795094416612
"2523","Nicaragua","NIC","14_1_1_2","2002",4.54,94.8586584453562
"2524","Nicaragua","NIC","14_1_1_2","2003",0.73,99.1771133226033
"2525","Nicaragua","NIC","14_1_1_2","2004",2.93,96.6835173304921
"2526","Nicaragua","NIC","14_1_1_2","2005",2.64,97.0122186203614
"2527","Nicaragua","NIC","14_1_1_2","2006",0.86,99.029764468524
"2528","Nicaragua","NIC","14_1_1_2","2007",3.01,96.5928411125972
"2529","Nicaragua","NIC","14_1_1_2","2008",1.3,98.5310452701018
"2530","Nicaragua","NIC","14_1_1_2","2009",2.95,96.6608482760184
"2531","Nicaragua","NIC","14_1_1_2","2010",3.93,95.5500646068053
"2532","Nicaragua","NIC","14_1_1_2","2011",3.31,96.2528052954911
"2533","Nicaragua","NIC","14_1_1_2","2012",4.28,95.1533561535148
"2534","Nicaragua","NIC","14_1_1_2","2013",5.5,93.7705438306168
"2535","Nicaragua","NIC","14_1_1_2","2014",0.74,99.1657787953664
"2536","Nicaragua","NIC","14_1_1_2","2015",0.53,99.4038038673407
"2537","Nicaragua","NIC","14_1_1_2","2016",0.84,99.0524335229977
"2538","Nicaragua","NIC","14_1_1_2","2017",1.29,98.5423797973387
"2539","Nicaragua","NIC","14_1_1_2","2018",1.43,98.3836964160225
"2540","Nicaragua","NIC","14_1_1_2","2019",0.24,99.7325051572099
"2541","Nigeria","NGA","14_1_1_2","2000",0.78,99.120440686419
"2542","Nigeria","NGA","14_1_1_2","2001",0.58,99.3471312311564
"2543","Nigeria","NGA","14_1_1_2","2002",4.17,95.2780359531204
"2544","Nigeria","NGA","14_1_1_2","2003",1.6,98.1910094529957
"2545","Nigeria","NGA","14_1_1_2","2004",1.34,98.4857071611543
"2546","Nigeria","NGA","14_1_1_2","2005",1.17,98.6783941241811
"2547","Nigeria","NGA","14_1_1_2","2006",5.55,93.7138711944325
"2548","Nigeria","NGA","14_1_1_2","2007",2.38,97.3069163285199
"2549","Nigeria","NGA","14_1_1_2","2008",5.08,94.2465939745653
"2550","Nigeria","NGA","14_1_1_2","2009",2.64,97.0122186203614
"2551","Nigeria","NGA","14_1_1_2","2010",3.33,96.2301362410174
"2552","Nigeria","NGA","14_1_1_2","2011",2.48,97.1935710561513
"2553","Nigeria","NGA","14_1_1_2","2012",1.27,98.5650488518124
"2554","Nigeria","NGA","14_1_1_2","2013",0.89,98.9957608868134
"2555","Nigeria","NGA","14_1_1_2","2014",2.39,97.2955818012831
"2556","Nigeria","NGA","14_1_1_2","2015",1.36,98.4630381066806
"2557","Nigeria","NGA","14_1_1_2","2016",1.65,98.1343368168114
"2558","Nigeria","NGA","14_1_1_2","2017",1.64,98.1456713440482
"2559","Nigeria","NGA","14_1_1_2","2018",3.07,96.524833949176
"2560","Nigeria","NGA","14_1_1_2","2019",3.5,96.0374492779906
"2561","Niue","NIU","14_1_1_2","2000",2.17,97.5449414004942
"2562","Niue","NIU","14_1_1_2","2001",2.75,96.8875388207558
"2563","Niue","NIU","14_1_1_2","2002",4.75,94.620633373382
"2564","Niue","NIU","14_1_1_2","2003",3.84,95.6520753519371
"2565","Niue","NIU","14_1_1_2","2004",7.21,91.8323396731122
"2566","Niue","NIU","14_1_1_2","2005",6,93.2038174687734
"2567","Niue","NIU","14_1_1_2","2006",3.15,96.434157731281
"2568","Niue","NIU","14_1_1_2","2007",1.05,98.8144084510235
"2569","Niue","NIU","14_1_1_2","2008",1.28,98.5537143245755
"2570","Niue","NIU","14_1_1_2","2009",3.35,96.2074671865437
"2571","Niue","NIU","14_1_1_2","2010",0.07,99.9251921202367
"2572","Niue","NIU","14_1_1_2","2011",0.5,99.4378074490513
"2573","Niue","NIU","14_1_1_2","2012",0.22,99.7551742116836
"2574","Niue","NIU","14_1_1_2","2013",0.16,99.8231813751048
"2575","Niue","NIU","14_1_1_2","2014",2.06,97.6696212000997
"2576","Niue","NIU","14_1_1_2","2015",3.05,96.5475030036497
"2577","Niue","NIU","14_1_1_2","2016",0.69,99.2224514315508
"2578","Niue","NIU","14_1_1_2","2017",1.79,97.9756534354952
"2579","Niue","NIU","14_1_1_2","2018",2.07,97.6582866728629
"2580","Niue","NIU","14_1_1_2","2019",0.7,99.2111169043139
"2581","Norfolk Island","NFK","14_1_1_2","2000",0.17,99.811846847868
"2582","Norfolk Island","NFK","14_1_1_2","2001",0.08,99.9138575929998
"2583","Norfolk Island","NFK","14_1_1_2","2002",0.17,99.811846847868
"2584","Norfolk Island","NFK","14_1_1_2","2003",1.54,98.2590166164169
"2585","Norfolk Island","NFK","14_1_1_2","2004",0.77,99.1317752136558
"2586","Norfolk Island","NFK","14_1_1_2","2005",0.77,99.1317752136558
"2587","Norfolk Island","NFK","14_1_1_2","2006",0.19,99.7891777933942
"2588","Norfolk Island","NFK","14_1_1_2","2007",0.01,99.9931992836579
"2589","Norfolk Island","NFK","14_1_1_2","2008",0.25,99.721170629973
"2590","Norfolk Island","NFK","14_1_1_2","2009",1.38,98.4403690522068
"2591","Norfolk Island","NFK","14_1_1_2","2010",0.23,99.7438396844468
"2592","Norfolk Island","NFK","14_1_1_2","2011",0,100
"2593","Norfolk Island","NFK","14_1_1_2","2012",0.13,99.8571849568154
"2594","Norfolk Island","NFK","14_1_1_2","2013",0.06,99.9365266474735
"2595","Norfolk Island","NFK","14_1_1_2","2014",0.51,99.4264729218144
"2596","Norfolk Island","NFK","14_1_1_2","2015",0.28,99.6871670482624
"2597","Norfolk Island","NFK","14_1_1_2","2016",0,100
"2598","Norfolk Island","NFK","14_1_1_2","2017",0.7,99.2111169043139
"2599","Norfolk Island","NFK","14_1_1_2","2018",0.11,99.8798540112892
"2600","Norfolk Island","NFK","14_1_1_2","2019",0.49,99.4491419762882
"2601","North Korea","PRK","14_1_1_2","2000",1.39,98.42903452497
"2602","North Korea","PRK","14_1_1_2","2001",1.92,97.8283045814159
"2603","North Korea","PRK","14_1_1_2","2002",3.14,96.4454922585179
"2604","North Korea","PRK","14_1_1_2","2003",7.42,91.594314601138
"2605","North Korea","PRK","14_1_1_2","2004",2.73,96.9102078752295
"2606","North Korea","PRK","14_1_1_2","2005",1.97,97.7716319452316
