"","Country","Code","SDG","Year","Value","Value_norm_percent"
"1066","El Salvador","SLV","14_5_1","2013",27.33428,27.33428
"1067","El Salvador","SLV","14_5_1","2006",15.13269,15.13269
"1068","El Salvador","SLV","14_5_1","2003",0,0
"1069","El Salvador","SLV","14_5_1","2010",17.22125,17.22125
"1070","El Salvador","SLV","14_5_1","2018",27.33428,27.33428
"10711","El Salvador","SLV","14_5_1","2017",27.33428,27.33428
"1072","El Salvador","SLV","14_5_1","2000",0,0
"1073","El Salvador","SLV","14_5_1","2019",27.33428,27.33428
"1074","El Salvador","SLV","14_5_1","2002",0,0
"1075","El Salvador","SLV","14_5_1","2011",27.33428,27.33428
"1076","El Salvador","SLV","14_5_1","2008",15.56355,15.56355
"1077","El Salvador","SLV","14_5_1","2001",0,0
"1078","El Salvador","SLV","14_5_1","2004",0,0
"1079","El Salvador","SLV","14_5_1","2009",15.56355,15.56355
"1080","El Salvador","SLV","14_5_1","2012",27.33428,27.33428
"10811","El Salvador","SLV","14_5_1","2007",15.21238,15.21238
"1082","El Salvador","SLV","14_5_1","2005",15.13269,15.13269
"1083","El Salvador","SLV","14_5_1","2014",27.33428,27.33428
"1084","El Salvador","SLV","14_5_1","2015",27.33428,27.33428
"1085","El Salvador","SLV","14_5_1","2016",27.33428,27.33428
"1086","Equatorial Guinea","GNQ","14_5_1","2018",100,100
"10871","Equatorial Guinea","GNQ","14_5_1","2004",100,100
"10881","Equatorial Guinea","GNQ","14_5_1","2013",100,100
"10891","Equatorial Guinea","GNQ","14_5_1","2009",100,100
"10901","Equatorial Guinea","GNQ","14_5_1","2001",100,100
"10912","Equatorial Guinea","GNQ","14_5_1","2003",100,100
"10921","Equatorial Guinea","GNQ","14_5_1","2017",100,100
"10931","Equatorial Guinea","GNQ","14_5_1","2011",100,100
"10941","Equatorial Guinea","GNQ","14_5_1","2015",100,100
"10951","Equatorial Guinea","GNQ","14_5_1","2005",100,100
"10961","Equatorial Guinea","GNQ","14_5_1","2019",100,100
"10971","Equatorial Guinea","GNQ","14_5_1","2002",100,100
"10981","Equatorial Guinea","GNQ","14_5_1","2012",100,100
"10991","Equatorial Guinea","GNQ","14_5_1","2016",100,100
"11001","Equatorial Guinea","GNQ","14_5_1","2006",100,100
"11012","Equatorial Guinea","GNQ","14_5_1","2000",100,100
"11021","Equatorial Guinea","GNQ","14_5_1","2014",100,100
"11031","Equatorial Guinea","GNQ","14_5_1","2008",100,100
"11041","Equatorial Guinea","GNQ","14_5_1","2007",100,100
"11051","Equatorial Guinea","GNQ","14_5_1","2010",100,100
"11061","Eritrea","ERI","14_5_1","2018",0,0
"11071","Eritrea","ERI","14_5_1","2001",0,0
"11081","Eritrea","ERI","14_5_1","2004",0,0
"11091","Eritrea","ERI","14_5_1","2015",0,0
"11102","Eritrea","ERI","14_5_1","2014",0,0
"11112","Eritrea","ERI","14_5_1","2000",0,0
"11121","Eritrea","ERI","14_5_1","2003",0,0
"11131","Eritrea","ERI","14_5_1","2006",0,0
"11141","Eritrea","ERI","14_5_1","2005",0,0
"11151","Eritrea","ERI","14_5_1","2017",0,0
"11161","Eritrea","ERI","14_5_1","2002",0,0
"11171","Eritrea","ERI","14_5_1","2012",0,0
"11181","Eritrea","ERI","14_5_1","2011",0,0
"11191","Eritrea","ERI","14_5_1","2010",0,0
"11201","Eritrea","ERI","14_5_1","2013",0,0
"11212","Eritrea","ERI","14_5_1","2008",0,0
"11221","Eritrea","ERI","14_5_1","2019",0,0
"11231","Eritrea","ERI","14_5_1","2009",0,0
"11241","Eritrea","ERI","14_5_1","2016",0,0
"11251","Eritrea","ERI","14_5_1","2007",0,0
"11261","Estonia","EST","14_5_1","2017",97.05796,97.05796
"11271","Estonia","EST","14_5_1","2018",97.07623,97.07623
"11281","Estonia","EST","14_5_1","2004",97.0271,97.0271
"11291","Estonia","EST","14_5_1","2011",97.05584,97.05584
"11301","Estonia","EST","14_5_1","2015",97.05598,97.05598
"11312","Estonia","EST","14_5_1","2002",7.38296,7.38296
"11321","Estonia","EST","14_5_1","2005",97.0271,97.0271
"11331","Estonia","EST","14_5_1","2006",97.02813,97.02813
"11341","Estonia","EST","14_5_1","2019",97.07623,97.07623
"11351","Estonia","EST","14_5_1","2009",97.05423,97.05423
"11361","Estonia","EST","14_5_1","2001",7.38296,7.38296
"11371","Estonia","EST","14_5_1","2014",97.05591,97.05591
"11381","Estonia","EST","14_5_1","2012",97.05591,97.05591
"11391","Estonia","EST","14_5_1","2000",7.25717,7.25717
"11401","Estonia","EST","14_5_1","2003",7.65114,7.65114
"11412","Estonia","EST","14_5_1","2013",97.05591,97.05591
"11421","Estonia","EST","14_5_1","2007",97.02817,97.02817
"11431","Estonia","EST","14_5_1","2010",97.05483,97.05483
"11441","Estonia","EST","14_5_1","2016",97.05598,97.05598
"11451","Estonia","EST","14_5_1","2008",97.02871,97.02871
"11881","Falkland Islands (Malvinas)","FLK","14_5_1","2002",10.42409,10.42409
"11891","Falkland Islands (Malvinas)","FLK","14_5_1","2001",10.42409,10.42409
"11901","Falkland Islands (Malvinas)","FLK","14_5_1","2014",10.42409,10.42409
"11912","Falkland Islands (Malvinas)","FLK","14_5_1","2015",10.42409,10.42409
"11921","Falkland Islands (Malvinas)","FLK","14_5_1","2012",10.42409,10.42409
"11931","Falkland Islands (Malvinas)","FLK","14_5_1","2006",10.42409,10.42409
"11941","Falkland Islands (Malvinas)","FLK","14_5_1","2003",10.42409,10.42409
"11951","Falkland Islands (Malvinas)","FLK","14_5_1","2018",10.42409,10.42409
"11961","Falkland Islands (Malvinas)","FLK","14_5_1","2005",10.42409,10.42409
"11971","Falkland Islands (Malvinas)","FLK","14_5_1","2004",10.42409,10.42409
"11981","Falkland Islands (Malvinas)","FLK","14_5_1","2000",9.36069,9.36069
"11991","Falkland Islands (Malvinas)","FLK","14_5_1","2010",10.42409,10.42409
"12001","Falkland Islands (Malvinas)","FLK","14_5_1","2017",10.42409,10.42409
"12011","Falkland Islands (Malvinas)","FLK","14_5_1","2016",10.42409,10.42409
"12021","Falkland Islands (Malvinas)","FLK","14_5_1","2011",10.42409,10.42409
"12031","Falkland Islands (Malvinas)","FLK","14_5_1","2019",10.42409,10.42409
"12041","Falkland Islands (Malvinas)","FLK","14_5_1","2009",10.42409,10.42409
"12051","Falkland Islands (Malvinas)","FLK","14_5_1","2013",10.42409,10.42409
"12061","Falkland Islands (Malvinas)","FLK","14_5_1","2007",10.42409,10.42409
"1207","Falkland Islands (Malvinas)","FLK","14_5_1","2008",10.42409,10.42409
"1208","Faroe Islands","FRO","14_5_1","2011",0,0
"1209","Faroe Islands","FRO","14_5_1","2009",0,0
"1210","Faroe Islands","FRO","14_5_1","2014",16.66667,16.66667
"12111","Faroe Islands","FRO","14_5_1","2008",0,0
"1212","Faroe Islands","FRO","14_5_1","2002",0,0
"1213","Faroe Islands","FRO","14_5_1","2007",0,0
"1214","Faroe Islands","FRO","14_5_1","2018",16.66667,16.66667
"1215","Faroe Islands","FRO","14_5_1","2016",16.66667,16.66667
"1216","Faroe Islands","FRO","14_5_1","2001",0,0
"1217","Faroe Islands","FRO","14_5_1","2000",0,0
"1218","Faroe Islands","FRO","14_5_1","2004",0,0
"1219","Faroe Islands","FRO","14_5_1","2006",0,0
"1220","Faroe Islands","FRO","14_5_1","2019",16.66667,16.66667
"12211","Faroe Islands","FRO","14_5_1","2003",0,0
"1222","Faroe Islands","FRO","14_5_1","2013",16.66667,16.66667
"1223","Faroe Islands","FRO","14_5_1","2012",16.66667,16.66667
"1224","Faroe Islands","FRO","14_5_1","2010",0,0
"1225","Faroe Islands","FRO","14_5_1","2017",16.66667,16.66667
"1226","Faroe Islands","FRO","14_5_1","2015",16.66667,16.66667
"1227","Faroe Islands","FRO","14_5_1","2005",0,0
"1228","Fiji","FJI","14_5_1","2003",4.32455,4.32455
"1229","Fiji","FJI","14_5_1","2012",14.56775,14.56775
"1230","Fiji","FJI","14_5_1","2015",14.56775,14.56775
"12311","Fiji","FJI","14_5_1","2007",14.56775,14.56775
"1232","Fiji","FJI","14_5_1","2005",10.14862,10.14862
"1233","Fiji","FJI","14_5_1","2017",14.56775,14.56775
"1234","Fiji","FJI","14_5_1","2008",14.56775,14.56775
"1235","Fiji","FJI","14_5_1","2006",14.26593,14.26593
"1236","Fiji","FJI","14_5_1","2004",10.09742,10.09742
"1237","Fiji","FJI","14_5_1","2014",14.56775,14.56775
"1238","Fiji","FJI","14_5_1","2013",14.56775,14.56775
"1239","Fiji","FJI","14_5_1","2016",14.56775,14.56775
"1240","Fiji","FJI","14_5_1","2000",3.31292,3.31292
"12411","Fiji","FJI","14_5_1","2002",3.57778,3.57778
"1242","Fiji","FJI","14_5_1","2018",14.56775,14.56775
"1243","Fiji","FJI","14_5_1","2011",14.56775,14.56775
"1244","Fiji","FJI","14_5_1","2019",14.56775,14.56775
"1245","Fiji","FJI","14_5_1","2010",14.56775,14.56775
"12461","Fiji","FJI","14_5_1","2009",14.56775,14.56775
"12471","Fiji","FJI","14_5_1","2001",3.33481,3.33481
"12481","Finland","FIN","14_5_1","2019",60.97488,60.97488
"12491","Finland","FIN","14_5_1","2002",54.08016,54.08016
"12501","Finland","FIN","14_5_1","2008",59.47899,59.47899
"12512","Finland","FIN","14_5_1","2018",60.97488,60.97488
"12521","Finland","FIN","14_5_1","2005",59.24504,59.24504
"12531","Finland","FIN","14_5_1","2007",59.45659,59.45659
"12541","Finland","FIN","14_5_1","2004",55.60329,55.60329
"12551","Finland","FIN","14_5_1","2009",59.64182,59.64182
"12561","Finland","FIN","14_5_1","2001",54.07965,54.07965
"12571","Finland","FIN","14_5_1","2016",60.97463,60.97463
"12581","Finland","FIN","14_5_1","2006",59.40616,59.40616
"12591","Finland","FIN","14_5_1","2000",53.97575,53.97575
"12601","Finland","FIN","14_5_1","2015",60.89995,60.89995
"12612","Finland","FIN","14_5_1","2012",60.87466,60.87466
"12621","Finland","FIN","14_5_1","2003",54.08327,54.08327
"12631","Finland","FIN","14_5_1","2013",60.88684,60.88684
"12641","Finland","FIN","14_5_1","2017",60.97463,60.97463
"12651","Finland","FIN","14_5_1","2011",60.68657,60.68657
"12661","Finland","FIN","14_5_1","2014",60.89797,60.89797
"12671","Finland","FIN","14_5_1","2010",59.72502,59.72502
"12681","France","FRA","14_5_1","2008",73.68663,73.68663
"12691","France","FRA","14_5_1","2006",70.87897,70.87897
"12701","France","FRA","14_5_1","2002",42.43826,42.43826
"12712","France","FRA","14_5_1","2009",73.7209,73.7209
"12721","France","FRA","14_5_1","2005",53.03054,53.03054
"12731","France","FRA","14_5_1","2003",46.88153,46.88153
"12741","France","FRA","14_5_1","2004",48.80714,48.80714
"12751","France","FRA","14_5_1","2007",71.71829,71.71829
"12761","France","FRA","14_5_1","2018",81.1292,81.1292
"12771","France","FRA","14_5_1","2013",79.73171,79.73171
"12781","France","FRA","14_5_1","2000",22.50677,22.50677
"12791","France","FRA","14_5_1","2011",77.37555,77.37555
"12801","France","FRA","14_5_1","2017",80.43714,80.43714
"12812","France","FRA","14_5_1","2016",80.24675,80.24675
"12821","France","FRA","14_5_1","2015",80.23972,80.23972
"12831","France","FRA","14_5_1","2019",81.1292,81.1292
"12841","France","FRA","14_5_1","2001",28.86947,28.86947
"12851","France","FRA","14_5_1","2014",80.14953,80.14953
"12861","France","FRA","14_5_1","2012",79.15988,79.15988
"12871","France","FRA","14_5_1","2010",75.79844,75.79844
"12881","French Guiana","GUF","14_5_1","2015",54.30102,54.30102
"12891","French Guiana","GUF","14_5_1","2006",53.48471,53.48471
"12901","French Guiana","GUF","14_5_1","2019",54.30114,54.30114
"12912","French Guiana","GUF","14_5_1","2009",53.73818,53.73818
"12921","French Guiana","GUF","14_5_1","2003",53.48471,53.48471
"12931","French Guiana","GUF","14_5_1","2004",53.48471,53.48471
"12941","French Guiana","GUF","14_5_1","2008",53.73818,53.73818
"12951","French Guiana","GUF","14_5_1","2017",54.30114,54.30114
"12961","French Guiana","GUF","14_5_1","2001",53.48471,53.48471
"12971","French Guiana","GUF","14_5_1","2013",54.29252,54.29252
"12981","French Guiana","GUF","14_5_1","2002",53.48471,53.48471
"12991","French Guiana","GUF","14_5_1","2010",53.73818,53.73818
"13001","French Guiana","GUF","14_5_1","2005",53.48471,53.48471
"13012","French Guiana","GUF","14_5_1","2007",53.48471,53.48471
"13021","French Guiana","GUF","14_5_1","2018",54.30114,54.30114
"13031","French Guiana","GUF","14_5_1","2014",54.29252,54.29252
"13041","French Guiana","GUF","14_5_1","2016",54.30102,54.30102
"13051","French Guiana","GUF","14_5_1","2000",50.35428,50.35428
"13061","French Guiana","GUF","14_5_1","2011",53.73818,53.73818
"13071","French Guiana","GUF","14_5_1","2012",53.73818,53.73818
"13081","French Polynesia","PYF","14_5_1","2017",0,0
"13091","French Polynesia","PYF","14_5_1","2009",0,0
"13102","French Polynesia","PYF","14_5_1","2002",0,0
"13112","French Polynesia","PYF","14_5_1","2008",0,0
"13121","French Polynesia","PYF","14_5_1","2013",0,0
"13131","French Polynesia","PYF","14_5_1","2006",0,0
"13141","French Polynesia","PYF","14_5_1","2005",0,0
"13151","French Polynesia","PYF","14_5_1","2004",0,0
"13161","French Polynesia","PYF","14_5_1","2000",0,0
"13171","French Polynesia","PYF","14_5_1","2007",0,0
"13181","French Polynesia","PYF","14_5_1","2001",0,0
"13191","French Polynesia","PYF","14_5_1","2016",0,0
"13201","French Polynesia","PYF","14_5_1","2019",0,0
"13212","French Polynesia","PYF","14_5_1","2015",0,0
"13221","French Polynesia","PYF","14_5_1","2003",0,0
"13231","French Polynesia","PYF","14_5_1","2011",0,0
"13241","French Polynesia","PYF","14_5_1","2010",0,0
"13251","French Polynesia","PYF","14_5_1","2014",0,0
"13261","French Polynesia","PYF","14_5_1","2018",0,0
"13271","French Polynesia","PYF","14_5_1","2012",0,0
"13291","Gabon","GAB","14_5_1","2018",67.02699,67.02699
"13301","Gabon","GAB","14_5_1","2006",65.69864,65.69864
"13311","Gabon","GAB","14_5_1","2013",65.69864,65.69864
"13321","Gabon","GAB","14_5_1","2002",65.69864,65.69864
"13331","Gabon","GAB","14_5_1","2005",65.69864,65.69864
"13341","Gabon","GAB","14_5_1","2004",65.69864,65.69864
"13351","Gabon","GAB","14_5_1","2003",65.69864,65.69864
"13361","Gabon","GAB","14_5_1","2019",67.02699,67.02699
"13371","Gabon","GAB","14_5_1","2007",65.69864,65.69864
"13381","Gabon","GAB","14_5_1","2001",30.38588,30.38588
"13391","Gabon","GAB","14_5_1","2000",30.38588,30.38588
"13401","Gabon","GAB","14_5_1","2008",65.69864,65.69864
"13411","Gabon","GAB","14_5_1","2014",65.69864,65.69864
"13421","Gabon","GAB","14_5_1","2011",65.69864,65.69864
"13431","Gabon","GAB","14_5_1","2017",67.02699,67.02699
"13441","Gabon","GAB","14_5_1","2012",65.69864,65.69864
"13451","Gabon","GAB","14_5_1","2009",65.69864,65.69864
"13461","Gabon","GAB","14_5_1","2016",65.69864,65.69864
"13471","Gabon","GAB","14_5_1","2010",65.69864,65.69864
"13481","Gabon","GAB","14_5_1","2015",65.69864,65.69864
"13491","Gambia","GMB","14_5_1","2001",27.0385,27.0385
"13501","Gambia","GMB","14_5_1","2004",33.74275,33.74275
"13511","Gambia","GMB","14_5_1","2005",33.74275,33.74275
"13521","Gambia","GMB","14_5_1","2016",33.74275,33.74275
"13531","Gambia","GMB","14_5_1","2006",33.74275,33.74275
"13541","Gambia","GMB","14_5_1","2018",33.74275,33.74275
"13551","Gambia","GMB","14_5_1","2015",33.74275,33.74275
"13561","Gambia","GMB","14_5_1","2003",33.74275,33.74275
"13571","Gambia","GMB","14_5_1","2000",27.0385,27.0385
"13581","Gambia","GMB","14_5_1","2010",33.74275,33.74275
"13591","Gambia","GMB","14_5_1","2019",33.74275,33.74275
"13601","Gambia","GMB","14_5_1","2002",27.0385,27.0385
"13611","Gambia","GMB","14_5_1","2017",33.74275,33.74275
"13621","Gambia","GMB","14_5_1","2007",33.74275,33.74275
"13631","Gambia","GMB","14_5_1","2012",33.74275,33.74275
"13641","Gambia","GMB","14_5_1","2009",33.74275,33.74275
"13651","Gambia","GMB","14_5_1","2011",33.74275,33.74275
"13661","Gambia","GMB","14_5_1","2013",33.74275,33.74275
"13671","Gambia","GMB","14_5_1","2008",33.74275,33.74275
"13681","Gambia","GMB","14_5_1","2014",33.74275,33.74275
"13691","Georgia","GEO","14_5_1","2011",35.63748,35.63748
"13701","Georgia","GEO","14_5_1","2005",35.63748,35.63748
"13711","Georgia","GEO","14_5_1","2004",35.63748,35.63748
"13721","Georgia","GEO","14_5_1","2017",35.63748,35.63748
"13731","Georgia","GEO","14_5_1","2002",35.63748,35.63748
"13741","Georgia","GEO","14_5_1","2006",35.63748,35.63748
"13751","Georgia","GEO","14_5_1","2013",35.63748,35.63748
"13761","Georgia","GEO","14_5_1","2010",35.63748,35.63748
"13771","Georgia","GEO","14_5_1","2003",35.63748,35.63748
"13781","Georgia","GEO","14_5_1","2019",35.63748,35.63748
"13791","Georgia","GEO","14_5_1","2014",35.63748,35.63748
"13801","Georgia","GEO","14_5_1","2012",35.63748,35.63748
"13811","Georgia","GEO","14_5_1","2018",35.63748,35.63748
"13821","Georgia","GEO","14_5_1","2015",35.63748,35.63748
"13831","Georgia","GEO","14_5_1","2001",35.63748,35.63748
"13841","Georgia","GEO","14_5_1","2000",35.63748,35.63748
"13851","Georgia","GEO","14_5_1","2007",35.63748,35.63748
"13861","Georgia","GEO","14_5_1","2016",35.63748,35.63748
"13871","Georgia","GEO","14_5_1","2008",35.63748,35.63748
"13881","Georgia","GEO","14_5_1","2009",35.63748,35.63748
"13891","Germany","DEU","14_5_1","2002",44.78105,44.78105
"13901","Germany","DEU","14_5_1","2003",44.87682,44.87682
"13911","Germany","DEU","14_5_1","2019",69.44827,69.44827
"13921","Germany","DEU","14_5_1","2015",69.43513,69.43513
"13931","Germany","DEU","14_5_1","2000",38.10811,38.10811
"13941","Germany","DEU","14_5_1","2017",69.44827,69.44827
"13951","Germany","DEU","14_5_1","2012",69.31506,69.31506
"13961","Germany","DEU","14_5_1","2001",44.75861,44.75861
"13971","Germany","DEU","14_5_1","2016",69.43725,69.43725
"13981","Germany","DEU","14_5_1","2004",60.66733,60.66733
"13991","Germany","DEU","14_5_1","2005",61.06231,61.06231
"14001","Germany","DEU","14_5_1","2018",69.44827,69.44827
"14011","Germany","DEU","14_5_1","2014",69.33112,69.33112
"14021","Germany","DEU","14_5_1","2009",68.5174,68.5174
"14031","Germany","DEU","14_5_1","2011",69.31167,69.31167
"14041","Germany","DEU","14_5_1","2010",68.58299,68.58299
"14051","Germany","DEU","14_5_1","2007",65.71386,65.71386
"14061","Germany","DEU","14_5_1","2006",63.59527,63.59527
"14071","Germany","DEU","14_5_1","2013",69.33112,69.33112
"14081","Germany","DEU","14_5_1","2008",68.43515,68.43515
"14091","Ghana","GHA","14_5_1","2018",15.94816,15.94816
"14102","Ghana","GHA","14_5_1","2017",15.94816,15.94816
"14111","Ghana","GHA","14_5_1","2000",15.94816,15.94816
"14121","Ghana","GHA","14_5_1","2006",15.94816,15.94816
"14131","Ghana","GHA","14_5_1","2016",15.94816,15.94816
"14141","Ghana","GHA","14_5_1","2002",15.94816,15.94816
"14151","Ghana","GHA","14_5_1","2001",15.94816,15.94816
"14161","Ghana","GHA","14_5_1","2012",15.94816,15.94816
"14171","Ghana","GHA","14_5_1","2003",15.94816,15.94816
"14181","Ghana","GHA","14_5_1","2015",15.94816,15.94816
"14191","Ghana","GHA","14_5_1","2004",15.94816,15.94816
"14201","Ghana","GHA","14_5_1","2019",15.94816,15.94816
"14211","Ghana","GHA","14_5_1","2008",15.94816,15.94816
"14221","Ghana","GHA","14_5_1","2005",15.94816,15.94816
"14231","Ghana","GHA","14_5_1","2014",15.94816,15.94816
"14241","Ghana","GHA","14_5_1","2013",15.94816,15.94816
"14251","Ghana","GHA","14_5_1","2011",15.94816,15.94816
"14261","Ghana","GHA","14_5_1","2009",15.94816,15.94816
"14271","Ghana","GHA","14_5_1","2010",15.94816,15.94816
"14281","Ghana","GHA","14_5_1","2007",15.94816,15.94816
"14301","Greece","GRC","14_5_1","2017",86.08701,86.08701
"14311","Greece","GRC","14_5_1","2018",86.08701,86.08701
"14321","Greece","GRC","14_5_1","2016",86.08701,86.08701
"14331","Greece","GRC","14_5_1","2000",57.51615,57.51615
"14341","Greece","GRC","14_5_1","2013",86.08701,86.08701
"14351","Greece","GRC","14_5_1","2001",72.00547,72.00547
"14361","Greece","GRC","14_5_1","2012",86.08701,86.08701
"14371","Greece","GRC","14_5_1","2002",76.91274,76.91274
"14381","Greece","GRC","14_5_1","2015",86.08701,86.08701
"14391","Greece","GRC","14_5_1","2006",78.17042,78.17042
"14401","Greece","GRC","14_5_1","2019",86.08701,86.08701
"14411","Greece","GRC","14_5_1","2005",77.76556,77.76556
"14421","Greece","GRC","14_5_1","2004",76.95087,76.95087
"14431","Greece","GRC","14_5_1","2011",86.08701,86.08701
"14441","Greece","GRC","14_5_1","2008",79.89344,79.89344
"14451","Greece","GRC","14_5_1","2014",86.08701,86.08701
"14461","Greece","GRC","14_5_1","2003",76.95087,76.95087
"14471","Greece","GRC","14_5_1","2009",81.19164,81.19164
"14481","Greece","GRC","14_5_1","2010",86.08701,86.08701
"14491","Greece","GRC","14_5_1","2007",78.17042,78.17042
"14501","Greenland","GRL","14_5_1","2005",26.0812,26.0812
"14511","Greenland","GRL","14_5_1","2011",26.30665,26.30665
"14521","Greenland","GRL","14_5_1","2002",26.0812,26.0812
"14531","Greenland","GRL","14_5_1","2016",26.30665,26.30665
"14541","Greenland","GRL","14_5_1","2001",26.0812,26.0812
"14551","Greenland","GRL","14_5_1","2017",26.30665,26.30665
"14561","Greenland","GRL","14_5_1","2010",26.30665,26.30665
"14571","Greenland","GRL","14_5_1","2019",26.30665,26.30665
"14581","Greenland","GRL","14_5_1","2000",26.0812,26.0812
"14591","Greenland","GRL","14_5_1","2003",26.0812,26.0812
"14601","Greenland","GRL","14_5_1","2018",26.30665,26.30665
"14611","Greenland","GRL","14_5_1","2012",26.30665,26.30665
"14621","Greenland","GRL","14_5_1","2008",26.30665,26.30665
"14631","Greenland","GRL","14_5_1","2013",26.30665,26.30665
"14641","Greenland","GRL","14_5_1","2009",26.30665,26.30665
"14651","Greenland","GRL","14_5_1","2004",26.0812,26.0812
"14661","Greenland","GRL","14_5_1","2014",26.30665,26.30665
"14671","Greenland","GRL","14_5_1","2006",26.0812,26.0812
"14681","Greenland","GRL","14_5_1","2015",26.30665,26.30665
"14691","Greenland","GRL","14_5_1","2007",26.0812,26.0812
"14701","Grenada","GRD","14_5_1","2000",0.11729,0.11729
"14711","Grenada","GRD","14_5_1","2008",0.11729,0.11729
"14721","Grenada","GRD","14_5_1","2003",0.11729,0.11729
"14731","Grenada","GRD","14_5_1","2012",0.11729,0.11729
"14741","Grenada","GRD","14_5_1","2019",0.11729,0.11729
"14751","Grenada","GRD","14_5_1","2007",0.11729,0.11729
"14761","Grenada","GRD","14_5_1","2015",0.11729,0.11729
"14771","Grenada","GRD","14_5_1","2011",0.11729,0.11729
"14781","Grenada","GRD","14_5_1","2002",0.11729,0.11729
"14791","Grenada","GRD","14_5_1","2013",0.11729,0.11729
"14801","Grenada","GRD","14_5_1","2006",0.11729,0.11729
"14811","Grenada","GRD","14_5_1","2017",0.11729,0.11729
"14821","Grenada","GRD","14_5_1","2005",0.11729,0.11729
"14831","Grenada","GRD","14_5_1","2004",0.11729,0.11729
"14841","Grenada","GRD","14_5_1","2010",0.11729,0.11729
"14851","Grenada","GRD","14_5_1","2014",0.11729,0.11729
"14861","Grenada","GRD","14_5_1","2016",0.11729,0.11729
"14871","Grenada","GRD","14_5_1","2018",0.11729,0.11729
"14881","Grenada","GRD","14_5_1","2001",0.11729,0.11729
"14891","Grenada","GRD","14_5_1","2009",0.11729,0.11729
"14901","Guadeloupe","GLP","14_5_1","2013",85.88873,85.88873
"14912","Guadeloupe","GLP","14_5_1","2019",85.88873,85.88873
"14921","Guadeloupe","GLP","14_5_1","2015",85.88873,85.88873
"14931","Guadeloupe","GLP","14_5_1","2007",52.69443,52.69443
"14941","Guadeloupe","GLP","14_5_1","2009",52.72156,52.72156
"14951","Guadeloupe","GLP","14_5_1","2004",52.69443,52.69443
"14961","Guadeloupe","GLP","14_5_1","2002",52.62309,52.62309
"14971","Guadeloupe","GLP","14_5_1","2005",52.69443,52.69443
"14981","Guadeloupe","GLP","14_5_1","2008",52.69443,52.69443
"14991","Guadeloupe","GLP","14_5_1","2003",52.69443,52.69443
"15001","Guadeloupe","GLP","14_5_1","2012",85.88873,85.88873
"15012","Guadeloupe","GLP","14_5_1","2001",52.62309,52.62309
"15021","Guadeloupe","GLP","14_5_1","2016",85.88873,85.88873
"15031","Guadeloupe","GLP","14_5_1","2011",85.88873,85.88873
"15041","Guadeloupe","GLP","14_5_1","2000",52.62309,52.62309
"15051","Guadeloupe","GLP","14_5_1","2014",85.88873,85.88873
"15061","Guadeloupe","GLP","14_5_1","2006",52.69443,52.69443
"15071","Guadeloupe","GLP","14_5_1","2018",85.88873,85.88873
"15081","Guadeloupe","GLP","14_5_1","2017",85.88873,85.88873
"15091","Guadeloupe","GLP","14_5_1","2010",85.7532,85.7532
"15101","Guam","GUM","14_5_1","2012",47.38756,47.38756
"15112","Guam","GUM","14_5_1","2005",47.38756,47.38756
"15121","Guam","GUM","14_5_1","2019",47.38756,47.38756
"15131","Guam","GUM","14_5_1","2004",47.38756,47.38756
"15141","Guam","GUM","14_5_1","2014",47.38756,47.38756
"15151","Guam","GUM","14_5_1","2007",47.38756,47.38756
"15161","Guam","GUM","14_5_1","2009",47.38756,47.38756
"15171","Guam","GUM","14_5_1","2016",47.38756,47.38756
"15181","Guam","GUM","14_5_1","2000",47.38756,47.38756
"15191","Guam","GUM","14_5_1","2013",47.38756,47.38756
"15201","Guam","GUM","14_5_1","2011",47.38756,47.38756
"15212","Guam","GUM","14_5_1","2018",47.38756,47.38756
"15221","Guam","GUM","14_5_1","2003",47.38756,47.38756
"15231","Guam","GUM","14_5_1","2001",47.38756,47.38756
"15241","Guam","GUM","14_5_1","2015",47.38756,47.38756
"15251","Guam","GUM","14_5_1","2010",47.38756,47.38756
"15261","Guam","GUM","14_5_1","2017",47.38756,47.38756
"15271","Guam","GUM","14_5_1","2008",47.38756,47.38756
"15281","Guam","GUM","14_5_1","2006",47.38756,47.38756
"15291","Guam","GUM","14_5_1","2002",47.38756,47.38756
"15301","Guatemala","GTM","14_5_1","2018",48.69,48.69
"15312","Guatemala","GTM","14_5_1","2009",38.62532,38.62532
"15321","Guatemala","GTM","14_5_1","2008",38.61048,38.61048
"15331","Guatemala","GTM","14_5_1","2002",35.42318,35.42318
"15341","Guatemala","GTM","14_5_1","2012",38.62532,38.62532
"15351","Guatemala","GTM","14_5_1","2006",38.61048,38.61048
"15361","Guatemala","GTM","14_5_1","2005",38.46904,38.46904
"15371","Guatemala","GTM","14_5_1","2017",48.69,48.69
"15381","Guatemala","GTM","14_5_1","2007",38.61048,38.61048
"15391","Guatemala","GTM","14_5_1","2011",38.62532,38.62532
"15401","Guatemala","GTM","14_5_1","2014",39.98769,39.98769
"15412","Guatemala","GTM","14_5_1","2003",35.51644,35.51644
"15421","Guatemala","GTM","14_5_1","2001",35.20132,35.20132
"15431","Guatemala","GTM","14_5_1","2000",35.14668,35.14668
"15441","Guatemala","GTM","14_5_1","2019",48.69,48.69
"15451","Guatemala","GTM","14_5_1","2016",48.69,48.69
"15461","Guatemala","GTM","14_5_1","2004",35.51644,35.51644
"15471","Guatemala","GTM","14_5_1","2013",38.77855,38.77855
