"","Country","Code","SDG","Year","Value"
"3895","United Kingdom","GBR","14_1_1_2","2007",95.87
"3896","United Kingdom","GBR","14_1_1_2","2008",97.7
"3897","United Kingdom","GBR","14_1_1_2","2009",96.54
"3898","United Kingdom","GBR","14_1_1_2","2010",96.61
"3899","United Kingdom","GBR","14_1_1_2","2011",96.03
"3900","United Kingdom","GBR","14_1_1_2","2012",97.01
"3901","United Kingdom","GBR","14_1_1_2","2013",97.71
"3902","United Kingdom","GBR","14_1_1_2","2014",96.51
"3903","United Kingdom","GBR","14_1_1_2","2015",97.99
"3904","United Kingdom","GBR","14_1_1_2","2016",97.95
"3905","United Kingdom","GBR","14_1_1_2","2017",98.84
"3906","United Kingdom","GBR","14_1_1_2","2018",98.36
"3907","United Kingdom","GBR","14_1_1_2","2019",98.58
"3908","United States","USA","14_1_1_2","2000",96.74
"3909","United States","USA","14_1_1_2","2001",96.02
"3910","United States","USA","14_1_1_2","2002",92.57
"3911","United States","USA","14_1_1_2","2003",92.03
"3912","United States","USA","14_1_1_2","2004",93.98
"3913","United States","USA","14_1_1_2","2005",93.99
"3914","United States","USA","14_1_1_2","2006",95.1
"3915","United States","USA","14_1_1_2","2007",94.16
"3916","United States","USA","14_1_1_2","2008",91.52
"3917","United States","USA","14_1_1_2","2009",93.86
"3918","United States","USA","14_1_1_2","2010",93.19
"3919","United States","USA","14_1_1_2","2011",94.23
"3920","United States","USA","14_1_1_2","2012",96.67
"3921","United States","USA","14_1_1_2","2013",93.89
"3922","United States","USA","14_1_1_2","2014",95.16
"3923","United States","USA","14_1_1_2","2015",96.64
"3924","United States","USA","14_1_1_2","2016",96.77
"3925","United States","USA","14_1_1_2","2017",96.47
"3926","United States","USA","14_1_1_2","2018",96.57
"3927","United States","USA","14_1_1_2","2019",95.08
"3928","United States Virgin Islands","VIR","14_1_1_2","2000",94.95
"3929","United States Virgin Islands","VIR","14_1_1_2","2001",99.06
"3930","United States Virgin Islands","VIR","14_1_1_2","2002",97.53
"3931","United States Virgin Islands","VIR","14_1_1_2","2003",94.75
"3932","United States Virgin Islands","VIR","14_1_1_2","2004",96.97
"3933","United States Virgin Islands","VIR","14_1_1_2","2005",97.69
"3934","United States Virgin Islands","VIR","14_1_1_2","2006",91.64
"3935","United States Virgin Islands","VIR","14_1_1_2","2007",98.72
"3936","United States Virgin Islands","VIR","14_1_1_2","2008",99.56
"3937","United States Virgin Islands","VIR","14_1_1_2","2009",75.29
"3938","United States Virgin Islands","VIR","14_1_1_2","2010",75.59
"3939","United States Virgin Islands","VIR","14_1_1_2","2012",99.08
"3940","United States Virgin Islands","VIR","14_1_1_2","2013",98.61
"3941","United States Virgin Islands","VIR","14_1_1_2","2014",97.28
"3942","United States Virgin Islands","VIR","14_1_1_2","2015",99.24
"3943","United States Virgin Islands","VIR","14_1_1_2","2016",96.97
"3944","United States Virgin Islands","VIR","14_1_1_2","2017",96.99
"3945","United States Virgin Islands","VIR","14_1_1_2","2018",91.91
"3946","United States Virgin Islands","VIR","14_1_1_2","2019",98.78
"3947","Uruguay","URY","14_1_1_2","2000",97.31
"3948","Uruguay","URY","14_1_1_2","2001",89.72
"3949","Uruguay","URY","14_1_1_2","2002",91.79
"3950","Uruguay","URY","14_1_1_2","2003",79.74
"3951","Uruguay","URY","14_1_1_2","2004",89.89
"3952","Uruguay","URY","14_1_1_2","2005",95.84
"3953","Uruguay","URY","14_1_1_2","2006",93.61
"3954","Uruguay","URY","14_1_1_2","2007",95.94
"3955","Uruguay","URY","14_1_1_2","2008",95.67
"3956","Uruguay","URY","14_1_1_2","2009",97.13
"3957","Uruguay","URY","14_1_1_2","2010",78.62
"3958","Uruguay","URY","14_1_1_2","2011",94.34
"3959","Uruguay","URY","14_1_1_2","2012",95.64
"3960","Uruguay","URY","14_1_1_2","2013",95.74
"3961","Uruguay","URY","14_1_1_2","2014",78.86
"3962","Uruguay","URY","14_1_1_2","2015",87.43
"3963","Uruguay","URY","14_1_1_2","2016",83.06
"3964","Uruguay","URY","14_1_1_2","2017",85.31
"3965","Uruguay","URY","14_1_1_2","2018",96.87
"3966","Uruguay","URY","14_1_1_2","2019",90.1
"3967","Vanuatu","VUT","14_1_1_2","2000",95.93
"3968","Vanuatu","VUT","14_1_1_2","2001",91.88
"3969","Vanuatu","VUT","14_1_1_2","2002",97.06
"3970","Vanuatu","VUT","14_1_1_2","2003",93.65
"3971","Vanuatu","VUT","14_1_1_2","2004",94.52
"3972","Vanuatu","VUT","14_1_1_2","2005",89.82
"3973","Vanuatu","VUT","14_1_1_2","2006",91.44
"3974","Vanuatu","VUT","14_1_1_2","2007",92.82
"3975","Vanuatu","VUT","14_1_1_2","2008",93.86
"3976","Vanuatu","VUT","14_1_1_2","2009",92.03
"3977","Vanuatu","VUT","14_1_1_2","2010",93.39
"3978","Vanuatu","VUT","14_1_1_2","2011",95.44
"3979","Vanuatu","VUT","14_1_1_2","2012",97.3
"3980","Vanuatu","VUT","14_1_1_2","2013",98.51
"3981","Vanuatu","VUT","14_1_1_2","2014",96.62
"3982","Vanuatu","VUT","14_1_1_2","2015",96.07
"3983","Vanuatu","VUT","14_1_1_2","2016",94.12
"3984","Vanuatu","VUT","14_1_1_2","2017",94.68
"3985","Vanuatu","VUT","14_1_1_2","2018",94.18
"3986","Vanuatu","VUT","14_1_1_2","2019",94.01
"3987","Venezuela","VEN","14_1_1_2","2000",93.9
"3988","Venezuela","VEN","14_1_1_2","2001",96.65
"3989","Venezuela","VEN","14_1_1_2","2002",95.38
"3990","Venezuela","VEN","14_1_1_2","2003",94.26
"3991","Venezuela","VEN","14_1_1_2","2004",97.71
"3992","Venezuela","VEN","14_1_1_2","2005",97.58
"3993","Venezuela","VEN","14_1_1_2","2006",94.53
"3994","Venezuela","VEN","14_1_1_2","2007",96.88
"3995","Venezuela","VEN","14_1_1_2","2008",97.54
"3996","Venezuela","VEN","14_1_1_2","2009",89.62
"3997","Venezuela","VEN","14_1_1_2","2010",92.21
"3998","Venezuela","VEN","14_1_1_2","2011",98.11
"3999","Venezuela","VEN","14_1_1_2","2012",95.68
"4000","Venezuela","VEN","14_1_1_2","2013",97.62
"4001","Venezuela","VEN","14_1_1_2","2014",95.28
"4002","Venezuela","VEN","14_1_1_2","2015",95.88
"4003","Venezuela","VEN","14_1_1_2","2016",97.39
"4004","Venezuela","VEN","14_1_1_2","2017",94.58
"4005","Venezuela","VEN","14_1_1_2","2018",94.57
"4006","Venezuela","VEN","14_1_1_2","2019",97.56
"4007","Vietnam","VNM","14_1_1_2","2000",97.01
"4008","Vietnam","VNM","14_1_1_2","2001",97.25
"4009","Vietnam","VNM","14_1_1_2","2002",96.97
"4010","Vietnam","VNM","14_1_1_2","2003",97.26
"4011","Vietnam","VNM","14_1_1_2","2004",97.09
"4012","Vietnam","VNM","14_1_1_2","2005",93.69
"4013","Vietnam","VNM","14_1_1_2","2006",97.21
"4014","Vietnam","VNM","14_1_1_2","2007",94.62
"4015","Vietnam","VNM","14_1_1_2","2008",96.77
"4016","Vietnam","VNM","14_1_1_2","2009",95.11
"4017","Vietnam","VNM","14_1_1_2","2010",98.64
"4018","Vietnam","VNM","14_1_1_2","2011",96.16
"4019","Vietnam","VNM","14_1_1_2","2012",96.37
"4020","Vietnam","VNM","14_1_1_2","2013",97.02
"4021","Vietnam","VNM","14_1_1_2","2014",97.82
"4022","Vietnam","VNM","14_1_1_2","2015",97.8
"4023","Vietnam","VNM","14_1_1_2","2016",97.97
"4024","Vietnam","VNM","14_1_1_2","2017",96.13
"4025","Vietnam","VNM","14_1_1_2","2018",97.28
"4026","Vietnam","VNM","14_1_1_2","2019",97.73
"4027","Wallis and Futuna","WLF","14_1_1_2","2000",99.81
"4028","Wallis and Futuna","WLF","14_1_1_2","2001",99.6
"4029","Wallis and Futuna","WLF","14_1_1_2","2002",99.44
"4030","Wallis and Futuna","WLF","14_1_1_2","2003",84.21
"4031","Wallis and Futuna","WLF","14_1_1_2","2004",96.74
"4032","Wallis and Futuna","WLF","14_1_1_2","2005",95.19
"4033","Wallis and Futuna","WLF","14_1_1_2","2006",98.47
"4034","Wallis and Futuna","WLF","14_1_1_2","2007",99.5
"4035","Wallis and Futuna","WLF","14_1_1_2","2008",99.19
"4036","Wallis and Futuna","WLF","14_1_1_2","2009",98.85
"4037","Wallis and Futuna","WLF","14_1_1_2","2010",92.55
"4038","Wallis and Futuna","WLF","14_1_1_2","2011",99.64
"4039","Wallis and Futuna","WLF","14_1_1_2","2012",99.57
"4040","Wallis and Futuna","WLF","14_1_1_2","2013",99.91
"4041","Wallis and Futuna","WLF","14_1_1_2","2014",99.93
"4042","Wallis and Futuna","WLF","14_1_1_2","2015",95.7
"4043","Wallis and Futuna","WLF","14_1_1_2","2016",96.13
"4044","Wallis and Futuna","WLF","14_1_1_2","2017",98.21
"4045","Wallis and Futuna","WLF","14_1_1_2","2018",99.4
"4046","Wallis and Futuna","WLF","14_1_1_2","2019",99.87
"4107","Yemen","YEM","14_1_1_2","2000",96.1
"4108","Yemen","YEM","14_1_1_2","2001",96.53
"4109","Yemen","YEM","14_1_1_2","2002",92.57
"4110","Yemen","YEM","14_1_1_2","2003",92.88
"4111","Yemen","YEM","14_1_1_2","2004",88.09
"4112","Yemen","YEM","14_1_1_2","2005",93.88
"4113","Yemen","YEM","14_1_1_2","2006",96.23
"4114","Yemen","YEM","14_1_1_2","2007",96.64
"4115","Yemen","YEM","14_1_1_2","2008",97.38
"4116","Yemen","YEM","14_1_1_2","2009",98.75
"4117","Yemen","YEM","14_1_1_2","2010",98.03
"4118","Yemen","YEM","14_1_1_2","2011",97.54
"4119","Yemen","YEM","14_1_1_2","2012",98.34
"4120","Yemen","YEM","14_1_1_2","2013",98.74
"4121","Yemen","YEM","14_1_1_2","2014",98.64
"4122","Yemen","YEM","14_1_1_2","2015",99.02
"4123","Yemen","YEM","14_1_1_2","2016",98.85
"4124","Yemen","YEM","14_1_1_2","2017",98.14
"4125","Yemen","YEM","14_1_1_2","2018",98.41
"4126","Yemen","YEM","14_1_1_2","2019",98.17
"1963","Belize","BLZ","14_2_1","2016",100
"2622","Bulgaria","BGR","14_2_1","2020",100
"3317","Cambodia","KHM","14_2_1","2020",100
"4100","Cayman Islands","CYM","14_2_1","2020",100
"5","China","CHN","14_2_1","2020",100
"6","Colombia","COL","14_2_1","2020",100
"7","Denmark","DNK","14_2_1","2020",100
"8","Finland","FIN","14_2_1","2020",100
"9","Germany","DEU","14_2_1","2020",100
"10","Indonesia","IDN","14_2_1","2020",100
"11100","Jamaica","JAM","14_2_1","2020",100
"12100","Lithuania","LTU","14_2_1","2020",100
"13100","Malaysia","MYS","14_2_1","2020",100
"14100","Philippines","PHL","14_2_1","2020",100
"15","Singapore","SGP","14_2_1","2020",100
"16","South Korea","KOR","14_2_1","2020",100
"17","Thailand","THA","14_2_1","2020",100
"18","Vietnam","VNM","14_2_1","2020",100
"3318","Albania","ALB","14_5_1","2009",38.68951
"4101","Albania","ALB","14_5_1","2002",9.23875
"5100","Albania","ALB","14_5_1","2013",70.65466
"6100","Albania","ALB","14_5_1","2012",63.3863
"7100","Albania","ALB","14_5_1","2006",33.34536
"8100","Albania","ALB","14_5_1","2001",9.23875
"9100","Albania","ALB","14_5_1","2008",38.68951
"1020","Albania","ALB","14_5_1","2016",70.69782
"11101","Albania","ALB","14_5_1","2017",70.69782
"12101","Albania","ALB","14_5_1","2000",9.23875
"13101","Albania","ALB","14_5_1","2007",38.68951
"14101","Albania","ALB","14_5_1","2010",63.3863
"15100","Albania","ALB","14_5_1","2014",70.65466
"16100","Albania","ALB","14_5_1","2005",33.34536
"17100","Albania","ALB","14_5_1","2015",70.65466
"18100","Albania","ALB","14_5_1","2018",70.69782
"19","Albania","ALB","14_5_1","2004",21.51751
"20100","Albania","ALB","14_5_1","2011",63.3863
"21101","Albania","ALB","14_5_1","2003",9.23875
"22100","Albania","ALB","14_5_1","2019",70.69782
"23100","Algeria","DZA","14_5_1","2009",48.92912
"24100","Algeria","DZA","14_5_1","2017",48.92912
"25100","Algeria","DZA","14_5_1","2000",39.83821
"2623","Algeria","DZA","14_5_1","2002",39.83821
"27100","Algeria","DZA","14_5_1","2018",48.92912
"28100","Algeria","DZA","14_5_1","2003",39.83821
"2962","Algeria","DZA","14_5_1","2016",48.92912
"30100","Algeria","DZA","14_5_1","2013",48.92912
"31101","Algeria","DZA","14_5_1","2019",48.92912
"32101","Algeria","DZA","14_5_1","2004",39.83821
"3319","Algeria","DZA","14_5_1","2011",48.92912
"3453","Algeria","DZA","14_5_1","2010",48.92912
"35100","Algeria","DZA","14_5_1","2001",39.83821
"36101","Algeria","DZA","14_5_1","2005",48.92912
"37101","Algeria","DZA","14_5_1","2006",48.92912
"38101","Algeria","DZA","14_5_1","2012",48.92912
"39101","Algeria","DZA","14_5_1","2008",48.92912
"4049","Algeria","DZA","14_5_1","2007",48.92912
"4128","Algeria","DZA","14_5_1","2014",48.92912
"4211","Algeria","DZA","14_5_1","2015",48.92912
"4311","American Samoa","ASM","14_5_1","2019",69.17732
"4412","American Samoa","ASM","14_5_1","2012",69.17732
"4512","American Samoa","ASM","14_5_1","2010",69.17732
"4612","American Samoa","ASM","14_5_1","2009",69.17732
"4712","American Samoa","ASM","14_5_1","2008",69.17732
"4812","American Samoa","ASM","14_5_1","2016",69.17732
"4912","American Samoa","ASM","14_5_1","2003",69.17732
"5012","American Samoa","ASM","14_5_1","2001",69.17145
"5111","American Samoa","ASM","14_5_1","2000",69.17145
"5211","American Samoa","ASM","14_5_1","2011",69.17732
"5311","American Samoa","ASM","14_5_1","2018",69.17732
"5411","American Samoa","ASM","14_5_1","2013",69.17732
"5511","American Samoa","ASM","14_5_1","2014",69.17732
"5611","American Samoa","ASM","14_5_1","2007",69.17732
"5711","American Samoa","ASM","14_5_1","2004",69.17732
"5811","American Samoa","ASM","14_5_1","2017",69.17732
"5910","American Samoa","ASM","14_5_1","2015",69.17732
"6010","American Samoa","ASM","14_5_1","2002",69.17145
"6110","American Samoa","ASM","14_5_1","2006",69.17732
"6211","American Samoa","ASM","14_5_1","2005",69.17732
"6410","Angola","AGO","14_5_1","2010",66.58023
"6510","Angola","AGO","14_5_1","2009",66.58023
"6611","Angola","AGO","14_5_1","2012",66.58023
"6711","Angola","AGO","14_5_1","2011",66.58023
"6811","Angola","AGO","14_5_1","2014",66.58023
"6911","Angola","AGO","14_5_1","2008",66.58023
"7011","Angola","AGO","14_5_1","2016",66.58023
"7111","Angola","AGO","14_5_1","2017",66.58023
"7211","Angola","AGO","14_5_1","2007",66.58023
"7311","Angola","AGO","14_5_1","2013",66.58023
"7411","Angola","AGO","14_5_1","2000",66.58023
"7511","Angola","AGO","14_5_1","2004",66.58023
"7611","Angola","AGO","14_5_1","2018",66.58023
"7710","Angola","AGO","14_5_1","2005",66.58023
"7810","Angola","AGO","14_5_1","2006",66.58023
"7910","Angola","AGO","14_5_1","2015",66.58023
"80","Angola","AGO","14_5_1","2001",66.58023
"81","Angola","AGO","14_5_1","2019",66.58023
"82","Angola","AGO","14_5_1","2003",66.58023
"8310","Angola","AGO","14_5_1","2002",66.58023
"8410","Anguilla","AIA","14_5_1","2009",13.31575
"8510","Anguilla","AIA","14_5_1","2008",13.31575
"86","Anguilla","AIA","14_5_1","2019",13.43641
"87","Anguilla","AIA","14_5_1","2006",13.31575
"88","Anguilla","AIA","14_5_1","2002",13.31575
"89","Anguilla","AIA","14_5_1","2010",13.31575
"90","Anguilla","AIA","14_5_1","2013",13.31575
"91","Anguilla","AIA","14_5_1","2004",13.31575
"92","Anguilla","AIA","14_5_1","2003",13.31575
"93","Anguilla","AIA","14_5_1","2001",13.31575
"9410","Anguilla","AIA","14_5_1","2000",13.31575
"9510","Anguilla","AIA","14_5_1","2016",13.31575
"9610","Anguilla","AIA","14_5_1","2005",13.31575
"9711","Anguilla","AIA","14_5_1","2017",13.31575
"9811","Anguilla","AIA","14_5_1","2007",13.31575
"9911","Anguilla","AIA","14_5_1","2015",13.31575
"10011","Anguilla","AIA","14_5_1","2012",13.31575
"10111","Anguilla","AIA","14_5_1","2011",13.31575
"1022","Anguilla","AIA","14_5_1","2018",13.43641
"10310","Anguilla","AIA","14_5_1","2014",13.31575
"10510","Antigua and Barbuda","ATG","14_5_1","2019",19.07045
"10610","Antigua and Barbuda","ATG","14_5_1","2008",19.07045
"10710","Antigua and Barbuda","ATG","14_5_1","2000",0
"10810","Antigua and Barbuda","ATG","14_5_1","2006",19.07045
"10911","Antigua and Barbuda","ATG","14_5_1","2010",19.07045
"11011","Antigua and Barbuda","ATG","14_5_1","2005",19.07045
"11111","Antigua and Barbuda","ATG","14_5_1","2009",19.07045
"11211","Antigua and Barbuda","ATG","14_5_1","2017",19.07045
"11311","Antigua and Barbuda","ATG","14_5_1","2002",0
"11411","Antigua and Barbuda","ATG","14_5_1","2012",19.07045
"11511","Antigua and Barbuda","ATG","14_5_1","2004",0
"11611","Antigua and Barbuda","ATG","14_5_1","2001",0
"11711","Antigua and Barbuda","ATG","14_5_1","2014",19.07045
"11811","Antigua and Barbuda","ATG","14_5_1","2018",19.07045
"11911","Antigua and Barbuda","ATG","14_5_1","2007",19.07045
"12010","Antigua and Barbuda","ATG","14_5_1","2013",19.07045
"12110","Antigua and Barbuda","ATG","14_5_1","2011",19.07045
"12210","Antigua and Barbuda","ATG","14_5_1","2015",19.07045
"12310","Antigua and Barbuda","ATG","14_5_1","2016",19.07045
"12410","Antigua and Barbuda","ATG","14_5_1","2003",0
"12511","Argentina","ARG","14_5_1","2019",40.52593
"12611","Argentina","ARG","14_5_1","2008",36.31643
"12711","Argentina","ARG","14_5_1","2014",38.37897
"12811","Argentina","ARG","14_5_1","2007",36.31643
"12911","Argentina","ARG","14_5_1","2005",36.31643
"13011","Argentina","ARG","14_5_1","2004",33.89184
"13111","Argentina","ARG","14_5_1","2000",28.20771
"13211","Argentina","ARG","14_5_1","2010",38.09875
"13310","Argentina","ARG","14_5_1","2003",31.23497
"13410","Argentina","ARG","14_5_1","2017",40.52593
"13510","Argentina","ARG","14_5_1","2006",36.31643
"13610","Argentina","ARG","14_5_1","2016",40.52593
"13710","Argentina","ARG","14_5_1","2018",40.52593
"13810","Argentina","ARG","14_5_1","2009",38.09875
"13910","Argentina","ARG","14_5_1","2001",31.22474
"14010","Argentina","ARG","14_5_1","2015",38.37897
"14110","Argentina","ARG","14_5_1","2002",31.23497
"14210","Argentina","ARG","14_5_1","2011",38.09875
"14310","Argentina","ARG","14_5_1","2012",38.37897
"14410","Argentina","ARG","14_5_1","2013",38.37897
"14610","Aruba","ABW","14_5_1","2005",23.92445
"14710","Aruba","ABW","14_5_1","2014",23.92445
"14810","Aruba","ABW","14_5_1","2019",23.92445
"14911","Aruba","ABW","14_5_1","2018",23.92445
"15011","Aruba","ABW","14_5_1","2003",23.92445
"15111","Aruba","ABW","14_5_1","2008",23.92445
"15211","Aruba","ABW","14_5_1","2006",23.92445
"15311","Aruba","ABW","14_5_1","2001",23.92445
"15411","Aruba","ABW","14_5_1","2016",23.92445
"15511","Aruba","ABW","14_5_1","2000",23.92445
"15611","Aruba","ABW","14_5_1","2002",23.92445
"15710","Aruba","ABW","14_5_1","2004",23.92445
"15810","Aruba","ABW","14_5_1","2017",23.92445
"15910","Aruba","ABW","14_5_1","2011",23.92445
"16010","Aruba","ABW","14_5_1","2007",23.92445
"16110","Aruba","ABW","14_5_1","2010",23.92445
"16210","Aruba","ABW","14_5_1","2015",23.92445
"16310","Aruba","ABW","14_5_1","2009",23.92445
"16410","Aruba","ABW","14_5_1","2012",23.92445
"16510","Aruba","ABW","14_5_1","2013",23.92445
"16610","Australia","AUS","14_5_1","2005",45.6799
"16710","Australia","AUS","14_5_1","2014",61.65595
"16811","Australia","AUS","14_5_1","2017",63.16105
"16911","Australia","AUS","14_5_1","2018",63.16195
"17011","Australia","AUS","14_5_1","2010",53.78497
"17111","Australia","AUS","14_5_1","2015",61.95553
"17211","Australia","AUS","14_5_1","2006",46.70083
"17311","Australia","AUS","14_5_1","2002",44.75936
"17411","Australia","AUS","14_5_1","2011",56.04374
"17511","Australia","AUS","14_5_1","2019",63.16195
"17611","Australia","AUS","14_5_1","2003",45.06939
"17711","Australia","AUS","14_5_1","2008",48.85727
"17811","Australia","AUS","14_5_1","2000",42.91707
"17911","Australia","AUS","14_5_1","2001",43.10002
"18011","Australia","AUS","14_5_1","2016",63.16105
"18111","Australia","AUS","14_5_1","2004",45.19366
"18211","Australia","AUS","14_5_1","2013",61.54753
"18311","Australia","AUS","14_5_1","2009",53.22838
"18411","Australia","AUS","14_5_1","2007",48.0066
"18511","Australia","AUS","14_5_1","2012",58.78327
"20810","Bahamas","BHS","14_5_1","2015",28.6542
"20910","Bahamas","BHS","14_5_1","2006",9.61514
"21010","Bahamas","BHS","14_5_1","2003",9.61514
"21110","Bahamas","BHS","14_5_1","2014",9.68964
"21210","Bahamas","BHS","14_5_1","2007",9.61514
"21310","Bahamas","BHS","14_5_1","2018",28.6542
"21410","Bahamas","BHS","14_5_1","2011",9.68879
"21510","Bahamas","BHS","14_5_1","2005",9.61514
"21611","Bahamas","BHS","14_5_1","2004",9.61514
"21711","Bahamas","BHS","14_5_1","2008",9.61514
"21811","Bahamas","BHS","14_5_1","2016",28.6542
"21911","Bahamas","BHS","14_5_1","2002",9.61514
"22011","Bahamas","BHS","14_5_1","2017",28.6542
"22111","Bahamas","BHS","14_5_1","2001",7.0998
"22211","Bahamas","BHS","14_5_1","2013",9.68964
"22311","Bahamas","BHS","14_5_1","2019",28.6542
"22410","Bahamas","BHS","14_5_1","2009",9.64357
"22510","Bahamas","BHS","14_5_1","2012",9.68964
"22610","Bahamas","BHS","14_5_1","2010",9.68879
"22711","Bahamas","BHS","14_5_1","2000",7.0998
"22811","Bahrain","BHR","14_5_1","2005",0
"22911","Bahrain","BHR","14_5_1","2016",0
"23010","Bahrain","BHR","14_5_1","2002",0
"23110","Bahrain","BHR","14_5_1","2010",0
"23210","Bahrain","BHR","14_5_1","2014",0
"23311","Bahrain","BHR","14_5_1","2006",0
"23411","Bahrain","BHR","14_5_1","2004",0
"23511","Bahrain","BHR","14_5_1","2008",0
"23610","Bahrain","BHR","14_5_1","2003",0
"23710","Bahrain","BHR","14_5_1","2018",0
"23810","Bahrain","BHR","14_5_1","2017",0
"23910","Bahrain","BHR","14_5_1","2001",0
"24010","Bahrain","BHR","14_5_1","2000",0
"24110","Bahrain","BHR","14_5_1","2012",0
"24210","Bahrain","BHR","14_5_1","2007",0
"24310","Bahrain","BHR","14_5_1","2015",0
"24410","Bahrain","BHR","14_5_1","2009",0
"24510","Bahrain","BHR","14_5_1","2019",0
"24610","Bahrain","BHR","14_5_1","2013",0
"24710","Bahrain","BHR","14_5_1","2011",0
"24810","Bangladesh","BGD","14_5_1","2010",25.78079
"24910","Bangladesh","BGD","14_5_1","2015",25.85321
"250","Bangladesh","BGD","14_5_1","2002",25.78079
"251","Bangladesh","BGD","14_5_1","2016",25.85321
"252","Bangladesh","BGD","14_5_1","2006",25.78079
"253","Bangladesh","BGD","14_5_1","2018",25.85321
"25410","Bangladesh","BGD","14_5_1","2012",25.85321
"25510","Bangladesh","BGD","14_5_1","2000",25.18675
"25611","Bangladesh","BGD","14_5_1","2005",25.78079
"25711","Bangladesh","BGD","14_5_1","2014",25.85321
"25811","Bangladesh","BGD","14_5_1","2013",25.85321
"25911","Bangladesh","BGD","14_5_1","2007",25.78079
"26011","Bangladesh","BGD","14_5_1","2004",25.78079
"26111","Bangladesh","BGD","14_5_1","2003",25.78079
"2624","Bangladesh","BGD","14_5_1","2017",25.85321
"2632","Bangladesh","BGD","14_5_1","2019",25.85321
"2642","Bangladesh","BGD","14_5_1","2009",25.78079
"2652","Bangladesh","BGD","14_5_1","2008",25.78079
"26610","Bangladesh","BGD","14_5_1","2011",25.85321
"26710","Bangladesh","BGD","14_5_1","2001",25.78079
"26810","Barbados","BRB","14_5_1","2009",0
"26910","Barbados","BRB","14_5_1","2013",0
"27011","Barbados","BRB","14_5_1","2005",0
"27110","Barbados","BRB","14_5_1","2002",0
"27210","Barbados","BRB","14_5_1","2001",0
"27310","Barbados","BRB","14_5_1","2006",0
"27410","Barbados","BRB","14_5_1","2012",0
"27510","Barbados","BRB","14_5_1","2010",0
"27611","Barbados","BRB","14_5_1","2017",0
"27711","Barbados","BRB","14_5_1","2000",0
"27811","Barbados","BRB","14_5_1","2004",0
"27911","Barbados","BRB","14_5_1","2007",0
"28011","Barbados","BRB","14_5_1","2015",0
"28111","Barbados","BRB","14_5_1","2008",0
"28211","Barbados","BRB","14_5_1","2016",0
"28311","Barbados","BRB","14_5_1","2003",0
"28411","Barbados","BRB","14_5_1","2014",0
"28511","Barbados","BRB","14_5_1","2011",0
"28611","Barbados","BRB","14_5_1","2019",0
"28711","Barbados","BRB","14_5_1","2018",0
"28911","Belgium","BEL","14_5_1","2000",80.79487
"29011","Belgium","BEL","14_5_1","2013",91.66425
"29111","Belgium","BEL","14_5_1","2009",91.66264
"29211","Belgium","BEL","14_5_1","2012",91.66425
"29311","Belgium","BEL","14_5_1","2014",91.66425
"29411","Belgium","BEL","14_5_1","2011",91.66264
"29510","Belgium","BEL","14_5_1","2003",82.65622
"2963","Belgium","BEL","14_5_1","2018",91.66425
"29711","Belgium","BEL","14_5_1","2016",91.66425
"29811","Belgium","BEL","14_5_1","2002",82.00182
"29911","Belgium","BEL","14_5_1","2008",91.66264
"30011","Belgium","BEL","14_5_1","2010",91.66264
"30111","Belgium","BEL","14_5_1","2007",91.66264
"30211","Belgium","BEL","14_5_1","2015",91.66425
"30311","Belgium","BEL","14_5_1","2001",80.79487
"30411","Belgium","BEL","14_5_1","2019",91.66425
"30511","Belgium","BEL","14_5_1","2006",91.6602
"30611","Belgium","BEL","14_5_1","2017",91.66425
"30710","Belgium","BEL","14_5_1","2005",91.6602
"30810","Belgium","BEL","14_5_1","2004",82.65622
"30910","Belize","BLZ","14_5_1","2012",27.73486
"31010","Belize","BLZ","14_5_1","2009",23.66879
"31110","Belize","BLZ","14_5_1","2013",27.73595
"31210","Belize","BLZ","14_5_1","2010",23.69927
"31310","Belize","BLZ","14_5_1","2002",23.53229
"31410","Belize","BLZ","14_5_1","2000",22.7198
"31510","Belize","BLZ","14_5_1","2018",27.73595
"31610","Belize","BLZ","14_5_1","2006",23.66479
"31710","Belize","BLZ","14_5_1","2017",27.73595
"31810","Belize","BLZ","14_5_1","2005",23.66474
"31910","Belize","BLZ","14_5_1","2008",23.66626
"32010","Belize","BLZ","14_5_1","2015",27.73595
"32110","Belize","BLZ","14_5_1","2014",27.73595
"32210","Belize","BLZ","14_5_1","2001",23.33296
"32311","Belize","BLZ","14_5_1","2007",23.66626
"32411","Belize","BLZ","14_5_1","2004",23.65291
"32511","Belize","BLZ","14_5_1","2016",27.73595
"32611","Belize","BLZ","14_5_1","2011",23.70086
"32711","Belize","BLZ","14_5_1","2003",23.65291
"32811","Belize","BLZ","14_5_1","2019",27.73595
"32911","Benin","BEN","14_5_1","2005",0.00034
"33011","Benin","BEN","14_5_1","2018",0.00034
"33110","Benin","BEN","14_5_1","2019",0.00034
"3321","Benin","BEN","14_5_1","2013",0.00034
"3331","Benin","BEN","14_5_1","2010",0.00034
"33410","Benin","BEN","14_5_1","2009",0.00034
"33511","Benin","BEN","14_5_1","2016",0.00034
"33611","Benin","BEN","14_5_1","2012",0.00034
"33711","Benin","BEN","14_5_1","2011",0.00034
"33811","Benin","BEN","14_5_1","2006",0.00034
"33910","Benin","BEN","14_5_1","2007",0.00034
"34010","Benin","BEN","14_5_1","2002",0.00034
"34110","Benin","BEN","14_5_1","2000",0.00034
"34211","Benin","BEN","14_5_1","2014",0.00034
