Country,CountryCode,SDG,Year,Value_2_cal
Afghanistan,AFG,15_1_1,2000,2.067824648
Afghanistan,AFG,15_1_1,2001,2.067824648
Afghanistan,AFG,15_1_1,2002,2.067824648
Afghanistan,AFG,15_1_1,2003,2.067824648
Afghanistan,AFG,15_1_1,2004,2.067824648
Afghanistan,AFG,15_1_1,2005,2.067824648
Afghanistan,AFG,15_1_1,2006,2.067824648
Afghanistan,AFG,15_1_1,2007,2.067824648
Afghanistan,AFG,15_1_1,2008,2.067824648
Afghanistan,AFG,15_1_1,2009,2.067824648
Afghanistan,AFG,15_1_1,2010,2.067824648
Afghanistan,AFG,15_1_1,2011,2.067824648
Afghanistan,AFG,15_1_1,2012,2.067824648
Afghanistan,AFG,15_1_1,2013,2.067824648
Afghanistan,AFG,15_1_1,2014,2.067824648
Afghanistan,AFG,15_1_1,2015,2.067824648
Afghanistan,AFG,15_1_1,2016,2.067824648
Afghanistan,AFG,15_1_1,2017,2.067824648
Afghanistan,AFG,15_1_1,2018,2.067824648
Afghanistan,AFG,15_1_2_1,2000,0.11304
Afghanistan,AFG,15_1_2_1,2001,0.11304
Afghanistan,AFG,15_1_2_1,2002,0.11304
Afghanistan,AFG,15_1_2_1,2003,0.11304
Afghanistan,AFG,15_1_2_1,2004,0.11304
Afghanistan,AFG,15_1_2_1,2005,0.11304
Afghanistan,AFG,15_1_2_1,2006,0.11304
Afghanistan,AFG,15_1_2_1,2007,0.11304
Afghanistan,AFG,15_1_2_1,2008,0.11304
Afghanistan,AFG,15_1_2_1,2009,0.11304
Afghanistan,AFG,15_1_2_1,2010,0.11304
Afghanistan,AFG,15_1_2_1,2011,0.11304
Afghanistan,AFG,15_1_2_1,2012,0.11304
Afghanistan,AFG,15_1_2_1,2013,0.11304
Afghanistan,AFG,15_1_2_1,2014,0.11304
Afghanistan,AFG,15_1_2_1,2015,0.11304
Afghanistan,AFG,15_1_2_1,2016,0.11304
Afghanistan,AFG,15_1_2_1,2017,0.11304
Afghanistan,AFG,15_1_2_1,2018,0.11304
Afghanistan,AFG,15_1_2_2,2000,0.04239
Afghanistan,AFG,15_1_2_2,2001,0.04239
Afghanistan,AFG,15_1_2_2,2002,0.04239
Afghanistan,AFG,15_1_2_2,2003,0.04239
Afghanistan,AFG,15_1_2_2,2004,0.04239
Afghanistan,AFG,15_1_2_2,2005,0.04239
Afghanistan,AFG,15_1_2_2,2006,0.04239
Afghanistan,AFG,15_1_2_2,2007,0.04239
Afghanistan,AFG,15_1_2_2,2008,0.04239
Afghanistan,AFG,15_1_2_2,2009,6.14129
Afghanistan,AFG,15_1_2_2,2010,6.14129
Afghanistan,AFG,15_1_2_2,2011,6.14129
Afghanistan,AFG,15_1_2_2,2012,6.14129
Afghanistan,AFG,15_1_2_2,2013,6.14129
Afghanistan,AFG,15_1_2_2,2014,6.14129
Afghanistan,AFG,15_1_2_2,2015,6.14129
Afghanistan,AFG,15_1_2_2,2016,6.14129
Afghanistan,AFG,15_1_2_2,2017,6.14129
Afghanistan,AFG,15_1_2_2,2018,6.14129
Afghanistan,AFG,15_2_1_1,2000,0
Afghanistan,AFG,15_2_1_1,2001,0
Afghanistan,AFG,15_2_1_1,2002,0
Afghanistan,AFG,15_2_1_1,2003,0
Afghanistan,AFG,15_2_1_1,2004,0
Afghanistan,AFG,15_2_1_1,2005,0
Afghanistan,AFG,15_2_1_1,2006,0
Afghanistan,AFG,15_2_1_1,2007,0
Afghanistan,AFG,15_2_1_1,2008,0
Afghanistan,AFG,15_2_1_1,2009,0
Afghanistan,AFG,15_2_1_1,2010,0
Afghanistan,AFG,15_2_1_1,2011,0
Afghanistan,AFG,15_2_1_1,2012,0
Afghanistan,AFG,15_2_1_1,2013,0
Afghanistan,AFG,15_2_1_1,2014,0
Afghanistan,AFG,15_2_1_1,2015,0
Afghanistan,AFG,15_2_1_1,2016,0
Afghanistan,AFG,15_2_1_1,2017,0
Afghanistan,AFG,15_2_1_1,2018,0
Afghanistan,AFG,15_2_1_2,2000,0
Afghanistan,AFG,15_2_1_2,2001,0
Afghanistan,AFG,15_2_1_2,2002,0
Afghanistan,AFG,15_2_1_2,2003,0
Afghanistan,AFG,15_2_1_2,2004,0
Afghanistan,AFG,15_2_1_2,2005,0
Afghanistan,AFG,15_2_1_2,2006,0
Afghanistan,AFG,15_2_1_2,2007,0
Afghanistan,AFG,15_2_1_2,2008,0
Afghanistan,AFG,15_2_1_2,2009,0
Afghanistan,AFG,15_2_1_2,2010,0
Afghanistan,AFG,15_2_1_2,2011,0
Afghanistan,AFG,15_2_1_2,2012,0
Afghanistan,AFG,15_2_1_2,2013,0
Afghanistan,AFG,15_2_1_2,2014,0
Afghanistan,AFG,15_2_1_2,2015,0
Afghanistan,AFG,15_2_1_2,2016,0
Afghanistan,AFG,15_2_1_2,2017,0
Afghanistan,AFG,15_2_1_2,2018,0
Afghanistan,AFG,15_4_1,2000,0
Afghanistan,AFG,15_4_1,2001,0
Afghanistan,AFG,15_4_1,2002,0
Afghanistan,AFG,15_4_1,2003,0
Afghanistan,AFG,15_4_1,2004,0
Afghanistan,AFG,15_4_1,2005,0
Afghanistan,AFG,15_4_1,2006,0
Afghanistan,AFG,15_4_1,2007,0
Afghanistan,AFG,15_4_1,2008,0
Afghanistan,AFG,15_4_1,2009,7.50651
Afghanistan,AFG,15_4_1,2010,7.50651
Afghanistan,AFG,15_4_1,2011,7.50651
Afghanistan,AFG,15_4_1,2012,7.50651
Afghanistan,AFG,15_4_1,2013,7.50651
Afghanistan,AFG,15_4_1,2014,7.50651
Afghanistan,AFG,15_4_1,2015,7.50651
Afghanistan,AFG,15_4_1,2016,7.50651
Afghanistan,AFG,15_4_1,2017,7.50651
Afghanistan,AFG,15_4_1,2018,7.50651
Afghanistan,AFG,15_4_1,2019,7.50651
Afghanistan,AFG,15_5_1,2000,83.905
Afghanistan,AFG,15_5_1,2001,83.878
Afghanistan,AFG,15_5_1,2002,83.848
Afghanistan,AFG,15_5_1,2003,83.822
Afghanistan,AFG,15_5_1,2004,83.811
Afghanistan,AFG,15_5_1,2005,83.799
Afghanistan,AFG,15_5_1,2006,83.791
Afghanistan,AFG,15_5_1,2007,83.8
Afghanistan,AFG,15_5_1,2008,83.795
Afghanistan,AFG,15_5_1,2009,83.791
Afghanistan,AFG,15_5_1,2010,83.786
Afghanistan,AFG,15_5_1,2011,83.779
Afghanistan,AFG,15_5_1,2012,83.772
Afghanistan,AFG,15_5_1,2013,83.766
Afghanistan,AFG,15_5_1,2014,83.759
Afghanistan,AFG,15_5_1,2015,83.751
Afghanistan,AFG,15_5_1,2016,83.744
Afghanistan,AFG,15_5_1,2017,83.734
Afghanistan,AFG,15_5_1,2018,83.731
Afghanistan,AFG,15_5_1,2019,83.724
Afghanistan,AFG,15_6_1_1,2000,0
Afghanistan,AFG,15_6_1_1,2001,0
Afghanistan,AFG,15_6_1_1,2002,0
Afghanistan,AFG,15_6_1_1,2003,0
Afghanistan,AFG,15_6_1_1,2004,0
Afghanistan,AFG,15_6_1_1,2005,0
Afghanistan,AFG,15_6_1_1,2006,0
Afghanistan,AFG,15_6_1_1,2007,0
Afghanistan,AFG,15_6_1_1,2008,0
Afghanistan,AFG,15_6_1_1,2009,0
Afghanistan,AFG,15_6_1_1,2010,0
Afghanistan,AFG,15_6_1_1,2011,0
Afghanistan,AFG,15_6_1_1,2012,100
Afghanistan,AFG,15_6_1_1,2013,100
Afghanistan,AFG,15_6_1_1,2014,100
Afghanistan,AFG,15_6_1_1,2015,100
Afghanistan,AFG,15_6_1_1,2016,100
Afghanistan,AFG,15_6_1_1,2017,100
Afghanistan,AFG,15_6_1_1,2018,100
Afghanistan,AFG,15_6_1_1,2019,100
Afghanistan,AFG,15_6_1_2,2000,0
Afghanistan,AFG,15_6_1_2,2001,0
Afghanistan,AFG,15_6_1_2,2002,0
Afghanistan,AFG,15_6_1_2,2003,0
Afghanistan,AFG,15_6_1_2,2004,0
Afghanistan,AFG,15_6_1_2,2005,0
Afghanistan,AFG,15_6_1_2,2006,0
Afghanistan,AFG,15_6_1_2,2007,0
Afghanistan,AFG,15_6_1_2,2008,0
Afghanistan,AFG,15_6_1_2,2009,0
Afghanistan,AFG,15_6_1_2,2010,0
Afghanistan,AFG,15_6_1_2,2011,0
Afghanistan,AFG,15_6_1_2,2012,0
Afghanistan,AFG,15_6_1_2,2013,0
Afghanistan,AFG,15_6_1_2,2014,0
Afghanistan,AFG,15_6_1_2,2015,0
Afghanistan,AFG,15_6_1_2,2016,0
Afghanistan,AFG,15_6_1_2,2017,0
Afghanistan,AFG,15_6_1_2,2018,0
Afghanistan,AFG,15_6_1_2,2019,0
Afghanistan,AFG,15_6_1_3,2000,0
Afghanistan,AFG,15_6_1_3,2001,0
Afghanistan,AFG,15_6_1_3,2002,0
Afghanistan,AFG,15_6_1_3,2003,0
Afghanistan,AFG,15_6_1_3,2004,0
Afghanistan,AFG,15_6_1_3,2005,0
Afghanistan,AFG,15_6_1_3,2006,0
Afghanistan,AFG,15_6_1_3,2007,0
Afghanistan,AFG,15_6_1_3,2008,0
Afghanistan,AFG,15_6_1_3,2009,0
Afghanistan,AFG,15_6_1_3,2010,0
Afghanistan,AFG,15_6_1_3,2011,0
Afghanistan,AFG,15_6_1_3,2012,0
Afghanistan,AFG,15_6_1_3,2013,0
Afghanistan,AFG,15_6_1_3,2014,0
Afghanistan,AFG,15_6_1_3,2015,0
Afghanistan,AFG,15_6_1_3,2016,0
Afghanistan,AFG,15_6_1_3,2017,0
Afghanistan,AFG,15_6_1_3,2018,0
Afghanistan,AFG,15_6_1_3,2019,0
Afghanistan,AFG,15_6_1_4,2000,0
Afghanistan,AFG,15_6_1_4,2001,0
Afghanistan,AFG,15_6_1_4,2002,0
Afghanistan,AFG,15_6_1_4,2003,0
Afghanistan,AFG,15_6_1_4,2004,0
Afghanistan,AFG,15_6_1_4,2005,0
Afghanistan,AFG,15_6_1_4,2006,0
Afghanistan,AFG,15_6_1_4,2007,0
Afghanistan,AFG,15_6_1_4,2008,0
Afghanistan,AFG,15_6_1_4,2009,0
Afghanistan,AFG,15_6_1_4,2010,0
Afghanistan,AFG,15_6_1_4,2011,0
Afghanistan,AFG,15_6_1_4,2012,0
Afghanistan,AFG,15_6_1_4,2013,0
Afghanistan,AFG,15_6_1_4,2014,0
Afghanistan,AFG,15_6_1_4,2015,0
Afghanistan,AFG,15_6_1_4,2016,0
Afghanistan,AFG,15_6_1_4,2017,0
Afghanistan,AFG,15_6_1_4,2018,0
Afghanistan,AFG,15_6_1_4,2019,0
Afghanistan,AFG,15_6_1_5,2000,0
Afghanistan,AFG,15_6_1_5,2001,0
Afghanistan,AFG,15_6_1_5,2002,0
Afghanistan,AFG,15_6_1_5,2003,0
Afghanistan,AFG,15_6_1_5,2004,0
Afghanistan,AFG,15_6_1_5,2005,0
Afghanistan,AFG,15_6_1_5,2006,0
Afghanistan,AFG,15_6_1_5,2007,0
Afghanistan,AFG,15_6_1_5,2008,0
Afghanistan,AFG,15_6_1_5,2009,0
Afghanistan,AFG,15_6_1_5,2010,0
Afghanistan,AFG,15_6_1_5,2011,0
Afghanistan,AFG,15_6_1_5,2012,0
Afghanistan,AFG,15_6_1_5,2013,0
Afghanistan,AFG,15_6_1_5,2014,0
Afghanistan,AFG,15_6_1_5,2015,0
Afghanistan,AFG,15_6_1_5,2016,0
Afghanistan,AFG,15_6_1_5,2017,0
Afghanistan,AFG,15_6_1_5,2018,0
Afghanistan,AFG,15_6_1_5,2019,0
Afghanistan,AFG,15_8_1,2000,0
Afghanistan,AFG,15_8_1,2001,0
Afghanistan,AFG,15_8_1,2002,0
Afghanistan,AFG,15_8_1,2003,0
Afghanistan,AFG,15_8_1,2004,0
Afghanistan,AFG,15_8_1,2005,0
Afghanistan,AFG,15_8_1,2006,0
Afghanistan,AFG,15_8_1,2007,0
Afghanistan,AFG,15_8_1,2008,0
Afghanistan,AFG,15_8_1,2009,0
Afghanistan,AFG,15_8_1,2010,0
Afghanistan,AFG,15_8_1,2011,0
Afghanistan,AFG,15_8_1,2012,0
Afghanistan,AFG,15_8_1,2013,0
Afghanistan,AFG,15_8_1,2014,0
Afghanistan,AFG,15_8_1,2015,0
Afghanistan,AFG,15_8_1,2016,100
Afghanistan,AFG,15_8_1,2017,100
Afghanistan,AFG,15_8_1,2018,100
Afghanistan,AFG,15_8_1,2019,100
Afghanistan,AFG,15_9_1,2000,0
Afghanistan,AFG,15_9_1,2001,0
Afghanistan,AFG,15_9_1,2002,0
Afghanistan,AFG,15_9_1,2003,0
Afghanistan,AFG,15_9_1,2004,0
Afghanistan,AFG,15_9_1,2005,0
Afghanistan,AFG,15_9_1,2006,0
Afghanistan,AFG,15_9_1,2007,0
Afghanistan,AFG,15_9_1,2008,0
Afghanistan,AFG,15_9_1,2009,0
Afghanistan,AFG,15_9_1,2010,0
Afghanistan,AFG,15_9_1,2011,0
Afghanistan,AFG,15_9_1,2012,0
Afghanistan,AFG,15_9_1,2013,0
Afghanistan,AFG,15_9_1,2014,100
Afghanistan,AFG,15_9_1,2015,100
Afghanistan,AFG,15_9_1,2016,100
Afghanistan,AFG,15_9_1,2017,100
Afghanistan,AFG,15_9_1,2018,100
Afghanistan,AFG,15_9_1,2019,100
Armenia,ARM,15_1_1,2000,11.69652266
Armenia,ARM,15_1_1,2001,11.68949729
Armenia,ARM,15_1_1,2002,11.68247299
Armenia,ARM,15_1_1,2003,11.67544763
Armenia,ARM,15_1_1,2004,11.66842333
Armenia,ARM,15_1_1,2005,11.66139796
Armenia,ARM,15_1_1,2006,11.6543726
Armenia,ARM,15_1_1,2007,11.6473483
Armenia,ARM,15_1_1,2008,11.64032293
Armenia,ARM,15_1_1,2009,11.63329864
Armenia,ARM,15_1_1,2010,11.62627327
Armenia,ARM,15_1_1,2011,11.63329864
Armenia,ARM,15_1_1,2012,11.64032293
Armenia,ARM,15_1_1,2013,11.6473483
Armenia,ARM,15_1_1,2014,11.6543726
Armenia,ARM,15_1_1,2015,11.66139796
Armenia,ARM,15_1_1,2016,11.66842333
Armenia,ARM,15_1_1,2017,11.66842333
Armenia,ARM,15_1_1,2018,11.66842333
Armenia,ARM,15_1_2_1,2000,24.97328
Armenia,ARM,15_1_2_1,2001,24.97328
Armenia,ARM,15_1_2_1,2002,24.97328
Armenia,ARM,15_1_2_1,2003,24.97328
Armenia,ARM,15_1_2_1,2004,24.97328
Armenia,ARM,15_1_2_1,2005,24.97328
Armenia,ARM,15_1_2_1,2006,24.97328
Armenia,ARM,15_1_2_1,2007,24.97328
Armenia,ARM,15_1_2_1,2008,24.97328
Armenia,ARM,15_1_2_1,2009,26.79469
Armenia,ARM,15_1_2_1,2010,26.79469
Armenia,ARM,15_1_2_1,2011,26.79469
Armenia,ARM,15_1_2_1,2012,26.79469
Armenia,ARM,15_1_2_1,2013,26.79469
Armenia,ARM,15_1_2_1,2014,26.79469
Armenia,ARM,15_1_2_1,2015,26.79469
Armenia,ARM,15_1_2_1,2016,26.79469
Armenia,ARM,15_1_2_1,2017,26.79469
Armenia,ARM,15_1_2_1,2018,26.79469
Armenia,ARM,15_1_2_2,2000,12.53671
Armenia,ARM,15_1_2_2,2001,12.53671
Armenia,ARM,15_1_2_2,2002,15.01628
Armenia,ARM,15_1_2_2,2003,15.01628
Armenia,ARM,15_1_2_2,2004,15.01628
Armenia,ARM,15_1_2_2,2005,15.01628
Armenia,ARM,15_1_2_2,2006,15.01628
Armenia,ARM,15_1_2_2,2007,15.05002
Armenia,ARM,15_1_2_2,2008,15.05002
Armenia,ARM,15_1_2_2,2009,21.54746
Armenia,ARM,15_1_2_2,2010,21.54746
Armenia,ARM,15_1_2_2,2011,21.54746
Armenia,ARM,15_1_2_2,2012,21.54746
Armenia,ARM,15_1_2_2,2013,21.54746
Armenia,ARM,15_1_2_2,2014,21.54746
Armenia,ARM,15_1_2_2,2015,21.54746
Armenia,ARM,15_1_2_2,2016,21.54746
Armenia,ARM,15_1_2_2,2017,21.54746
Armenia,ARM,15_1_2_2,2018,21.54746
Armenia,ARM,15_2_1_1,2000,-0.06
Armenia,ARM,15_2_1_1,2001,-0.06
Armenia,ARM,15_2_1_1,2002,-0.06
Armenia,ARM,15_2_1_1,2003,-0.06
Armenia,ARM,15_2_1_1,2004,-0.06
Armenia,ARM,15_2_1_1,2005,-0.06
Armenia,ARM,15_2_1_1,2006,-0.0632
Armenia,ARM,15_2_1_1,2007,-0.0648
Armenia,ARM,15_2_1_1,2008,-0.0648
Armenia,ARM,15_2_1_1,2009,-0.0632
Armenia,ARM,15_2_1_1,2010,-0.06
Armenia,ARM,15_2_1_1,2011,-0.052
Armenia,ARM,15_2_1_1,2012,-0.036
Armenia,ARM,15_2_1_1,2013,-0.012
Armenia,ARM,15_2_1_1,2014,0.02
Armenia,ARM,15_2_1_1,2015,0.06
Armenia,ARM,15_2_1_1,2016,0.06
Armenia,ARM,15_2_1_1,2017,0.06
Armenia,ARM,15_2_1_1,2018,0.06
Armenia,ARM,15_2_1_2,2000,0
Armenia,ARM,15_2_1_2,2001,0
Armenia,ARM,15_2_1_2,2002,0
Armenia,ARM,15_2_1_2,2003,0
Armenia,ARM,15_2_1_2,2004,0
Armenia,ARM,15_2_1_2,2005,0
Armenia,ARM,15_2_1_2,2006,0
Armenia,ARM,15_2_1_2,2007,0
Armenia,ARM,15_2_1_2,2008,0
Armenia,ARM,15_2_1_2,2009,0
Armenia,ARM,15_2_1_2,2010,0
Armenia,ARM,15_2_1_2,2011,0
Armenia,ARM,15_2_1_2,2012,0
Armenia,ARM,15_2_1_2,2013,0
Armenia,ARM,15_2_1_2,2014,0
Armenia,ARM,15_2_1_2,2015,0
Armenia,ARM,15_2_1_2,2016,0
Armenia,ARM,15_2_1_2,2017,0
Armenia,ARM,15_2_1_2,2018,0
Armenia,ARM,15_4_1,2000,12.99464
Armenia,ARM,15_4_1,2001,12.99464
Armenia,ARM,15_4_1,2002,15.5663
Armenia,ARM,15_4_1,2003,15.5663
Armenia,ARM,15_4_1,2004,15.5663
Armenia,ARM,15_4_1,2005,15.5663
Armenia,ARM,15_4_1,2006,15.5663
Armenia,ARM,15_4_1,2007,15.60126
Armenia,ARM,15_4_1,2008,15.60126
Armenia,ARM,15_4_1,2009,22.34077
Armenia,ARM,15_4_1,2010,22.34077
Armenia,ARM,15_4_1,2011,22.34077
Armenia,ARM,15_4_1,2012,22.34077
Armenia,ARM,15_4_1,2013,22.34077
Armenia,ARM,15_4_1,2014,22.34077
Armenia,ARM,15_4_1,2015,22.34077
Armenia,ARM,15_4_1,2016,22.34077
Armenia,ARM,15_4_1,2017,22.34077
Armenia,ARM,15_4_1,2018,22.34077
Armenia,ARM,15_4_1,2019,22.34077
Armenia,ARM,15_5_1,2000,85.431
Armenia,ARM,15_5_1,2001,85.419
Armenia,ARM,15_5_1,2002,85.413
Armenia,ARM,15_5_1,2003,85.356
Armenia,ARM,15_5_1,2004,85.219
Armenia,ARM,15_5_1,2005,85.014
Armenia,ARM,15_5_1,2006,84.838
Armenia,ARM,15_5_1,2007,84.663
Armenia,ARM,15_5_1,2008,84.604
Armenia,ARM,15_5_1,2009,84.602
Armenia,ARM,15_5_1,2010,84.601
Armenia,ARM,15_5_1,2011,84.6
Armenia,ARM,15_5_1,2012,84.6
Armenia,ARM,15_5_1,2013,84.599
Armenia,ARM,15_5_1,2014,84.599
Armenia,ARM,15_5_1,2015,84.599
Armenia,ARM,15_5_1,2016,84.599
Armenia,ARM,15_5_1,2017,84.598
Armenia,ARM,15_5_1,2018,84.598
Armenia,ARM,15_5_1,2019,84.598
Armenia,ARM,15_6_1_1,2000,0
Armenia,ARM,15_6_1_1,2001,0
Armenia,ARM,15_6_1_1,2002,0
Armenia,ARM,15_6_1_1,2003,0
Armenia,ARM,15_6_1_1,2004,0
Armenia,ARM,15_6_1_1,2005,0
Armenia,ARM,15_6_1_1,2006,0
Armenia,ARM,15_6_1_1,2007,0
Armenia,ARM,15_6_1_1,2008,0
Armenia,ARM,15_6_1_1,2009,0
Armenia,ARM,15_6_1_1,2010,0
Armenia,ARM,15_6_1_1,2011,0
Armenia,ARM,15_6_1_1,2012,100
Armenia,ARM,15_6_1_1,2013,100
Armenia,ARM,15_6_1_1,2014,100
Armenia,ARM,15_6_1_1,2015,100
Armenia,ARM,15_6_1_1,2016,100
Armenia,ARM,15_6_1_1,2017,100
Armenia,ARM,15_6_1_1,2018,100
Armenia,ARM,15_6_1_1,2019,100
Armenia,ARM,15_6_1_2,2000,0
Armenia,ARM,15_6_1_2,2001,0
Armenia,ARM,15_6_1_2,2002,0
Armenia,ARM,15_6_1_2,2003,0
Armenia,ARM,15_6_1_2,2004,0
Armenia,ARM,15_6_1_2,2005,0
Armenia,ARM,15_6_1_2,2006,0
Armenia,ARM,15_6_1_2,2007,0
Armenia,ARM,15_6_1_2,2008,0
Armenia,ARM,15_6_1_2,2009,0
Armenia,ARM,15_6_1_2,2010,0
Armenia,ARM,15_6_1_2,2011,0
Armenia,ARM,15_6_1_2,2012,0
Armenia,ARM,15_6_1_2,2013,0
Armenia,ARM,15_6_1_2,2014,0
Armenia,ARM,15_6_1_2,2015,0
Armenia,ARM,15_6_1_2,2016,0
Armenia,ARM,15_6_1_2,2017,0
Armenia,ARM,15_6_1_2,2018,0
Armenia,ARM,15_6_1_2,2019,0
Armenia,ARM,15_6_1_3,2000,0
Armenia,ARM,15_6_1_3,2001,0
Armenia,ARM,15_6_1_3,2002,0
Armenia,ARM,15_6_1_3,2003,0
Armenia,ARM,15_6_1_3,2004,0
Armenia,ARM,15_6_1_3,2005,0
Armenia,ARM,15_6_1_3,2006,0
Armenia,ARM,15_6_1_3,2007,0
Armenia,ARM,15_6_1_3,2008,0
Armenia,ARM,15_6_1_3,2009,0
Armenia,ARM,15_6_1_3,2010,0
Armenia,ARM,15_6_1_3,2011,0
Armenia,ARM,15_6_1_3,2012,0
Armenia,ARM,15_6_1_3,2013,0
Armenia,ARM,15_6_1_3,2014,0
Armenia,ARM,15_6_1_3,2015,0
Armenia,ARM,15_6_1_3,2016,0
Armenia,ARM,15_6_1_3,2017,0
Armenia,ARM,15_6_1_3,2018,0
Armenia,ARM,15_6_1_3,2019,0
Armenia,ARM,15_6_1_4,2000,0
Armenia,ARM,15_6_1_4,2001,0
Armenia,ARM,15_6_1_4,2002,0
Armenia,ARM,15_6_1_4,2003,0
Armenia,ARM,15_6_1_4,2004,0
Armenia,ARM,15_6_1_4,2005,0
Armenia,ARM,15_6_1_4,2006,0
Armenia,ARM,15_6_1_4,2007,0
Armenia,ARM,15_6_1_4,2008,0
Armenia,ARM,15_6_1_4,2009,0
Armenia,ARM,15_6_1_4,2010,0
Armenia,ARM,15_6_1_4,2011,0
Armenia,ARM,15_6_1_4,2012,0
Armenia,ARM,15_6_1_4,2013,0
Armenia,ARM,15_6_1_4,2014,0
Armenia,ARM,15_6_1_4,2015,0
Armenia,ARM,15_6_1_4,2016,0
Armenia,ARM,15_6_1_4,2017,0
Armenia,ARM,15_6_1_4,2018,0
Armenia,ARM,15_6_1_4,2019,0
Armenia,ARM,15_6_1_5,2000,0
Armenia,ARM,15_6_1_5,2001,0
Armenia,ARM,15_6_1_5,2002,0
Armenia,ARM,15_6_1_5,2003,0
Armenia,ARM,15_6_1_5,2004,0
Armenia,ARM,15_6_1_5,2005,0
Armenia,ARM,15_6_1_5,2006,0
Armenia,ARM,15_6_1_5,2007,0
Armenia,ARM,15_6_1_5,2008,0
Armenia,ARM,15_6_1_5,2009,0
Armenia,ARM,15_6_1_5,2010,0
Armenia,ARM,15_6_1_5,2011,0
Armenia,ARM,15_6_1_5,2012,0
Armenia,ARM,15_6_1_5,2013,0
Armenia,ARM,15_6_1_5,2014,0
Armenia,ARM,15_6_1_5,2015,0
Armenia,ARM,15_6_1_5,2016,0
Armenia,ARM,15_6_1_5,2017,0
Armenia,ARM,15_6_1_5,2018,0
Armenia,ARM,15_6_1_5,2019,0
Armenia,ARM,15_8_1,2000,0
Armenia,ARM,15_8_1,2001,0
Armenia,ARM,15_8_1,2002,0
Armenia,ARM,15_8_1,2003,0
Armenia,ARM,15_8_1,2004,0
Armenia,ARM,15_8_1,2005,0
Armenia,ARM,15_8_1,2006,0
Armenia,ARM,15_8_1,2007,0
Armenia,ARM,15_8_1,2008,0
Armenia,ARM,15_8_1,2009,0
Armenia,ARM,15_8_1,2010,0
Armenia,ARM,15_8_1,2011,0
Armenia,ARM,15_8_1,2012,0
Armenia,ARM,15_8_1,2013,0
Armenia,ARM,15_8_1,2014,0
Armenia,ARM,15_8_1,2015,0
Armenia,ARM,15_8_1,2016,100
