"","Country","countrycode","CountryCode","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019"
"26","Colombia","COL",NA,26.28444,26.38749,26.40545,26.40545,26.40556,27.51107,29.10979,31.52588,33.8347,34.76808,35.02114,40.94987,40.95027,41.22301,41.48937,43.27411,44.68732,46.69846,46.69846,46.69846
"27","Costa Rica","CRI",NA,38.509,38.51843,38.8198,38.8198,38.93371,38.94243,39.05162,39.05185,39.05185,39.05185,39.05185,39.05185,39.05368,39.05525,39.09751,39.09751,39.09751,39.10327,39.10327,39.10327
"28","Croatia","HRV",NA,22.21594,22.21594,22.21692,22.23246,22.23246,22.23246,22.23246,22.23246,22.23246,22.23246,22.23246,22.23246,22.23246,70.62199,70.62199,70.65044,70.65044,70.65044,70.65044,70.65044
"29","Cuba","CUB",NA,0,21.03457,21.03457,21.03457,21.03457,21.03457,21.03457,21.03457,31.57637,31.57637,66.9123,66.9123,70.32594,70.32594,70.32594,70.32594,70.32594,70.32594,70.32594,70.32594
"30","Djibouti","DJI",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41776,1.41776,1.41776,1.41776,1.41776,1.41776,1.41776
"31","Ecuador","ECU",NA,18.72687,18.72687,20.58369,20.68948,21.48944,21.48944,21.52533,21.52533,21.52533,21.55376,24.69581,24.7126,24.9468,24.9468,25.54899,25.54995,25.54995,27.79963,28.16856,28.16856
"32","El Salvador","SLV",NA,1.60839,1.60839,1.60839,1.60839,1.60839,10.80904,10.80904,12.46402,14.41997,16.13579,21.37452,21.37452,21.37452,21.37452,21.37452,21.37452,21.37452,21.37452,21.37452,21.37452
"33","Eritrea","ERI",NA,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085,16.67085
"34","Ethiopia","ETH",NA,19.55509,19.55509,19.55509,19.55509,19.55509,19.55509,19.55509,20.11726,20.11726,20.11726,20.11726,20.11726,20.11726,20.11726,20.11726,20.11726,20.11726,20.11726,20.11726,20.11726
"35","Finland","FIN",NA,96.66517,96.66517,96.74748,96.74748,96.97836,96.97836,96.97836,96.97836,96.97836,96.97836,96.97836,96.97836,96.97836,96.97836,96.97836,96.97836,96.97836,96.97836,96.97836,96.97836
"36","France","FRA",NA,45.18755,46.96515,62.46861,63.29493,63.79949,64.39211,78.04168,78.3136,78.52785,79.04522,79.21067,79.60978,79.99443,80.38964,80.50699,81.06628,81.10227,81.24918,87.99267,87.99267
"37","Georgia","GEO",NA,20.13908,20.13908,20.13908,26.79609,26.79609,26.79609,28.99476,34.8044,34.8044,34.8044,34.8044,38.10083,38.94814,38.94822,40.87844,40.87844,40.87844,40.87844,40.87844,40.88237
"38","Germany","DEU",NA,51.28134,58.00416,59.89291,60.07574,70.72318,72.07822,75.99471,78.23574,79.31235,79.31413,79.34527,79.34609,79.35073,79.36247,80.73568,80.73781,81.38189,81.38189,81.3819,81.3819
"39","Greece","GRC",NA,52.94626,57.92631,64.21986,64.38319,64.42708,65.72725,66.57026,66.57026,72.33641,73.76633,82.7445,82.7445,82.7445,82.7445,82.7445,82.7445,82.7445,82.7445,82.7445,82.7445
"40","Guatemala","GTM",NA,16.756,16.89148,17.02173,17.04014,17.19973,17.68977,17.94167,21.34264,21.43941,21.4981,21.60833,21.67612,21.69362,21.7367,21.9608,21.96331,21.9647,22.02951,22.02951,22.02951
"41","Guinea","GIN",NA,60.87747,60.87747,68.56653,68.56653,68.56653,68.56653,68.56653,68.56653,68.56653,68.56653,68.56653,68.56653,68.56653,68.56653,68.56653,68.56653,68.56653,68.56653,68.56653,68.56653
"42","Hungary","HUN",NA,51.12396,51.12398,51.12398,51.12398,81.06437,81.06437,81.06437,81.06439,81.06439,81.06439,81.0644,81.0644,81.0644,81.0644,81.06559,81.06573,81.06573,81.06573,81.06573,81.06573
"43","India","IND",NA,22.93837,22.93837,22.93837,22.93837,23.01381,23.01381,23.01381,23.01381,23.09436,23.09436,23.09436,23.09436,29.04584,29.04584,29.16215,29.16215,29.17345,29.17345,29.17345,29.17345
"44","Indonesia","IDN",NA,10.20006,10.60499,10.60499,11.28739,12.93966,13.39315,13.82428,15.08456,16.08813,18.74083,19.0748,19.36319,20.63673,22.92773,24.68722,25.2538,26.08308,27.56377,27.57729,27.57729
"45","Iraq","IRQ",NA,0,0,0,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125
"46","Ireland","IRL",NA,50.76716,52.86277,63.03277,63.03277,63.03277,63.13269,70.57218,70.57218,70.57218,70.57649,70.58361,70.59278,70.59278,70.59278,70.59278,70.59278,70.59278,70.59278,70.59278,70.59278
"47","Italy","ITA",NA,69.1932,69.3529,69.35291,70.85575,71.29803,74.32891,75.55632,76.6806,76.6806,77.99571,78.05244,78.0525,78.05834,78.05834,78.05842,78.05842,78.05842,78.05896,78.05896,78.05896
"48","Japan","JPN",NA,63.60371,64.60321,64.81238,65.13372,65.65817,65.70969,65.84029,66.30602,66.41379,66.46615,66.47705,66.47731,66.87687,66.90111,66.90127,66.90127,66.90127,66.90127,66.90127,66.90127
"49","Jordan","JOR",NA,6.38258,6.38258,6.38258,6.38258,7.81813,7.81813,7.81813,7.81813,7.81813,7.81813,8.20111,11.93544,12.27639,12.76202,12.76202,12.76202,12.76202,12.76202,12.76202,12.76202
"50","Lebanon","LBN",NA,14.18321,14.18321,14.18321,14.18321,14.18321,14.18321,14.18321,14.18321,14.18321,14.18321,14.18907,14.18907,14.18907,14.18907,14.18907,14.18907,14.18907,14.18907,14.18907,14.18907
"51","Liberia","LBR",NA,0,0,0,13.23242,13.23242,13.23242,13.23242,13.23242,13.23242,13.23242,13.23242,13.23242,13.23242,13.23242,13.23242,13.23242,13.23242,13.23242,13.23242,13.23242
"52","Madagascar","MDG",NA,24.81899,24.81899,24.81899,28.96047,28.96047,28.97058,28.9846,29.39365,29.39365,29.39365,31.79407,31.79407,31.79407,31.79407,31.79407,31.79407,31.79407,31.89398,31.89398,31.89398
"53","Malawi","MWI",NA,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763,58.31763
"54","Malaysia","MYS",NA,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037,32.83037
"55","Mexico","MEX",NA,16.84602,17.99023,19.98768,20.70209,22.12082,23.02114,23.74122,25.52436,26.17919,27.82596,28.00282,28.21602,28.33084,29.10541,29.10657,29.10698,29.73659,29.7593,29.76071,29.7737
"56","Mongolia","MNG",NA,38.60345,38.60345,38.60345,38.60345,38.60345,38.60345,38.60345,38.60345,38.60345,38.60345,42.50529,44.56048,46.7289,46.7289,46.7289,46.7289,46.7289,46.7289,46.7289,46.7289
"57","Morocco","MAR",NA,5.53853,5.53853,5.53853,6.08025,16.52776,16.52776,16.52776,16.52776,18.963,19.00535,19.00535,19.00535,50.15683,50.15683,50.15683,50.15683,50.15683,50.15683,50.15687,50.15687
"58","Mozambique","MOZ",NA,6.98687,6.98687,6.98687,6.98687,7.33758,7.33758,7.33758,7.33758,7.33758,7.33758,7.33758,7.33758,7.33758,7.33758,7.33758,7.33758,7.33758,7.33758,7.33758,7.33758
"59","Myanmar","MMR",NA,17.69694,19.77986,23.92133,26.01432,32.34206,34.43196,34.43196,34.43196,34.43196,34.43196,38.0893,38.0893,38.0893,40.19711,42.41646,42.41646,42.41646,42.41646,42.41646,42.41646
"60","Namibia","NAM",NA,33.98645,55.44826,55.44986,63.95844,63.95844,66.08522,73.63985,73.63985,90.20654,90.20654,90.20654,92.23621,97.59217,97.59217,97.59217,97.59217,97.59217,97.59217,97.59217,97.59217
"61","Nepal","NPL",NA,51.21737,51.21737,52.16076,52.16076,53.84386,55.31853,60.1736,60.1736,60.1736,60.1736,60.60968,60.60968,60.60968,60.60968,60.60968,60.60968,60.61385,60.61385,60.61385,60.61385
"62","New Zealand","NZL",NA,28.41691,28.42669,28.42669,28.48297,28.54112,29.06812,30.59335,30.95431,32.01611,33.34333,33.34333,33.34333,33.34333,33.62992,33.7005,34.18711,34.29086,34.29297,34.37695,34.37695
"63","Nicaragua","NIC",NA,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928,73.3928
"64","Nigeria","NGA",NA,56.90649,56.90649,56.90649,56.90649,56.90649,56.90649,56.90649,56.90649,74.17217,74.17217,74.17217,74.17217,74.17217,74.17217,74.17217,74.17217,74.17217,74.17217,74.17217,74.17217
"65","Norway","NOR",NA,34.74482,34.74482,36.18537,52.47889,55.64593,55.64593,60.72461,60.73071,60.73071,60.73081,60.73081,61.21997,61.21997,61.21997,61.21997,65.44242,65.44242,65.44242,65.76673,65.76673
"66","Pakistan","PAK",NA,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184,35.23184
"67","Paraguay","PRY",NA,24.4,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032,66.95032
"68","Peru","PER",NA,15.40381,17.70756,18.42457,18.64901,18.65145,20.96489,21.70018,21.78501,21.78501,22.81027,23.61171,24.33366,24.45061,24.70711,24.70711,24.79469,25.33483,25.40022,26.35156,26.38629
"69","Poland","POL",NA,77.23865,77.23865,77.23865,77.23865,83.32813,83.32813,83.73112,88.3948,88.39481,88.39481,88.39481,88.94082,88.94082,88.94082,88.94082,88.94082,88.94082,88.94082,88.94082,88.94082
"70","Portugal","PRT",NA,67.61516,67.61516,67.61516,67.61516,67.61516,67.61516,68.73536,68.73536,74.45141,74.74264,74.74264,74.74264,74.96463,74.96463,74.96463,74.96463,74.96463,74.96463,75.61335,75.61335
"71","Romania","ROU",NA,30.06926,30.06926,30.06926,30.06926,30.06926,32.20991,32.21429,66.86315,66.86315,66.86315,66.86315,80.74876,80.74876,80.74876,80.74876,80.74876,80.75526,80.75526,80.75526,80.75526
"72","Rwanda","RWA",NA,29.22915,29.22915,29.22915,29.22915,29.22915,33.26281,33.26281,33.26281,33.26281,33.26281,33.26281,33.26281,33.26281,33.26281,33.26281,33.26281,33.26281,33.26281,33.26281,33.26281
"73","Sao Tome and Principe","STP",NA,0,0,0,0,0,0,73.23242,73.23242,73.23242,73.23242,73.23242,73.23242,73.23242,73.23242,73.23242,73.23242,73.23242,73.23242,73.23242,73.23242
"74","Serbia","SRB",NA,19.18818,23.80145,23.80145,23.80145,23.80145,25.2172,28.12448,28.12448,28.12448,28.12448,28.12448,28.12448,28.12454,28.47578,28.47578,31.98171,31.99584,31.99611,31.99611,31.99611
"75","Sierra Leone","SLE",NA,59.99674,59.99674,59.99674,59.99674,59.99674,59.99674,59.99674,59.99674,59.99674,59.99674,59.99674,59.99674,64.2996,64.2996,64.2996,64.2996,64.2996,64.2996,64.2996,64.2996
"76","Somalia","SOM",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","South Africa","ZAF",NA,24.2544,24.34468,24.35763,24.35763,26.21597,27.13697,27.13973,27.91934,27.92116,27.96335,28.05674,28.13304,29.16729,29.49076,29.60009,29.69366,30.17678,30.27662,31.22218,31.2307
"78","South Sudan","SSD",NA,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683,39.58683
"79","Spain","ESP",NA,51.64754,55.86213,55.91238,56.34914,56.85961,57.14241,57.47746,57.67785,57.68034,58.1641,58.1781,58.2269,58.22792,58.249,58.29332,58.29931,58.30115,58.30729,58.30787,58.30787
"80","Sri Lanka","LKA",NA,20.46183,20.46183,20.46183,20.46183,20.46183,20.46183,20.46183,20.50441,23.52748,27.46758,29.37754,29.37754,29.88344,30.4372,30.4372,30.4372,30.4372,30.4372,30.4372,30.4372
"81","Suriname","SUR",NA,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311,34.91311
"82","Sweden","SWE",NA,75.74453,75.75293,75.87233,75.87233,75.87233,75.87233,75.87255,75.87255,75.87255,75.87255,75.87255,75.87255,75.87255,75.87255,75.87255,75.87255,75.87255,77.06115,77.06167,77.06167
"83","Switzerland","CHE",NA,23.2327,25.98083,25.98083,26.05316,26.05316,26.10062,26.10062,26.23581,26.23581,32.26811,32.85203,32.85203,32.87215,32.87215,32.87215,32.87215,32.87215,33.06972,33.06972,33.06972
"84","Tajikistan","TJK",NA,15.76865,15.76865,15.76865,15.76865,15.76865,15.76865,15.76865,15.76865,15.76865,15.76865,15.76865,15.76865,15.76865,16.80901,16.80901,16.80901,16.80901,16.80901,16.80901,16.80901
"85","Thailand","THA",NA,83.3425,83.3425,83.3425,83.3425,83.3425,83.3425,83.3425,85.06005,86.23652,88.42951,88.42951,88.42951,88.42951,88.42951,88.42951,88.42951,88.42951,88.42951,88.42951,88.42951
"86","Tunisia","TUN",NA,28.37332,28.37332,28.37332,28.37332,28.37332,28.37332,28.37332,28.63683,28.63683,28.63683,30.63422,30.63422,39.17477,39.17477,39.17477,39.17477,39.17477,39.17477,39.17477,39.17477
"87","Turkey","TUR",NA,0.70476,0.70476,0.70476,0.70476,0.70476,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.79022,0.79022,0.79022,0.79022,0.79022,0.79022,0.79022
"88","Turkmenistan","TKM",NA,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999,15.1999
"89","Uganda","UGA",NA,83.63773,83.63773,83.67227,83.67227,83.67227,83.67227,83.67227,83.67227,83.67227,83.67227,83.67227,83.67227,83.67227,83.67227,83.67227,83.67227,83.67227,83.67227,83.67227,83.67227
"90","Ukraine","UKR",NA,38.58705,38.58705,38.58705,38.58705,38.58705,38.58705,38.58705,40.50756,40.50756,40.50756,40.50756,40.50756,40.50756,40.50756,40.50756,40.50756,40.50756,40.50756,40.50756,40.50756
"91","Zambia","ZMB",NA,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687,65.03687
"92","Zimbabwe","ZWE",NA,74.10843,74.10843,81.74512,81.74512,81.74512,81.74512,81.74512,81.74512,81.74512,81.74512,81.74512,81.74512,81.74512,81.74512,81.74512,81.74512,81.74512,81.74512,81.74512,81.74512
