"","Country","countrycode","CountryCode","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018"
"42","Hungary","HUN",NA,45.47268,45.7741,49.44477,53.00438,81.24978,81.24978,81.26629,81.26629,81.2663,81.26692,83.1018,83.13944,83.13944,83.13944,83.13964,83.13966,83.13966,83.13966,83.13966
"43","India","IND",NA,21.5971,21.5971,22.29354,22.29354,22.33872,22.36531,22.36531,22.36531,22.36531,22.36531,22.36531,22.36531,25.58232,25.58232,25.65206,25.65206,25.65888,25.65888,25.65888
"44","Indonesia","IDN",NA,8.79015,9.04502,9.04502,9.71774,11.25817,11.52274,12.55508,13.58105,13.81918,18.18871,18.39716,20.03805,20.7499,21.51272,22.22898,22.5181,23.29666,24.26933,24.36603
"45","Iraq","IRQ",NA,0,0,0,0,0,0,0,1.45737,1.45737,1.45737,1.45737,1.45737,1.45737,2.38943,3.72014,3.72014,3.79863,3.79863,3.79863
"46","Ireland","IRL",NA,70.92902,76.74345,76.80047,79.19986,82.50614,84.21386,84.53423,84.64634,85.27851,85.55103,87.06748,87.56516,87.70535,87.70535,87.70535,87.70535,87.70535,87.70535,87.70535
"47","Italy","ITA",NA,70.2518,71.43716,72.1569,72.94472,73.43851,74.955,75.83793,76.43419,76.4978,77.83091,77.84628,77.84631,77.84982,77.84983,77.84984,77.84984,77.84984,77.8509,77.8509
"48","Japan","JPN",NA,57.5236,57.69731,58.22456,59.81273,60.79691,62.01323,62.03836,62.0986,62.24691,62.26549,62.27491,62.2752,63.26728,65.46341,65.76136,65.76136,65.76136,65.76136,65.76136
"49","Jordan","JOR",NA,5.56059,5.56059,5.56059,5.56059,6.32185,6.32185,6.32185,6.32185,6.32185,6.32185,6.5453,8.72286,8.72286,8.72316,8.72316,8.72316,8.72316,8.72316,8.72316
"50","Lebanon","LBN",NA,13.34043,13.34043,13.34043,13.34043,13.34043,13.34043,13.34043,13.34043,13.34043,13.34043,13.34517,13.34517,13.34517,13.34517,13.34517,13.34517,13.34517,13.34517,13.34517
"51","Liberia","LBR",NA,5,5,5,15.86909,15.86909,15.86909,15.86909,15.86909,15.86909,15.86909,15.86909,15.86909,15.86909,15.86909,15.86909,15.86909,15.86909,15.86909,15.86909
"52","Madagascar","MDG",NA,16.46146,16.46146,16.46146,19.33709,19.33709,20.24799,20.80809,21.04515,21.1295,21.13358,22.31199,22.60056,22.6597,22.6597,22.6597,22.91243,22.91243,24.58669,24.58669
"53","Malawi","MWI",NA,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168,83.42168
"54","Malaysia","MYS",NA,38.8822,38.98165,38.98165,39.04989,39.04989,39.04989,39.04989,39.04989,39.46842,39.46842,39.46842,39.46842,39.46842,39.46842,39.46842,39.46842,39.46842,39.46842,39.46842
"55","Mexico","MEX",NA,17.46233,17.50601,18.78516,18.8762,22.39861,24.76549,25.58857,26.43002,27.38544,28.61311,28.69928,29.23385,29.36802,30.10952,30.11083,30.11374,31.72958,31.73272,31.73272
"56","Mongolia","MNG",NA,33.10817,33.10817,33.10817,33.10982,36.45299,36.45299,36.45299,36.45299,36.45299,36.45299,39.09234,40.48234,41.98234,41.98234,41.98234,41.98234,41.98234,43.66976,43.66976
"57","Morocco","MAR",NA,4.69454,4.69454,4.69454,9.22585,14.24548,18.08304,19.39769,19.39769,21.18988,21.2102,21.2102,21.2102,51.87826,51.87826,51.87826,51.87826,51.87826,51.87826,51.87828
"58","Mozambique","MOZ",NA,17.14832,17.14832,17.14832,17.14832,17.36176,17.36176,17.36176,17.36176,17.36176,17.36176,17.36176,21.70958,26.05741,26.05741,26.05741,26.05741,26.05741,26.05741,26.05741
"59","Myanmar","MMR",NA,14.904,17.38011,19.12898,20.22522,23.52568,25.87343,25.87343,25.87343,25.87343,25.87343,26.79093,26.79093,26.79093,26.79093,26.79093,26.79093,27.16307,27.50522,27.50524
"60","Namibia","NAM",NA,30.81152,38.86135,38.86135,42.73865,42.73865,43.72048,47.28344,50.75754,51.63074,63.65327,74.00635,81.48125,83.48793,83.53277,83.53277,83.53277,83.53277,83.53277,83.53277
"61","Nepal","NPL",NA,38.01884,38.01884,38.70972,41.53694,44.20527,45.28682,48.84711,48.84711,48.85082,51.94846,52.26856,52.26856,52.26856,52.26856,52.26856,52.26856,52.27161,52.27161,52.27161
"62","New Zealand","NZL",NA,37.45237,37.51407,39.92015,39.98872,40.04995,40.23926,40.78447,40.91292,41.29818,41.77862,42.07979,42.1899,42.24544,42.35111,42.38483,42.98186,43.02055,43.02131,43.02131
"63","Nicaragua","NIC",NA,72.38886,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238
"64","Nigeria","NGA",NA,66.09769,66.09769,66.09769,66.09769,66.09769,66.09769,66.09769,66.09769,79.62255,79.62255,79.62255,79.62255,79.62255,79.62255,79.62255,79.62255,79.62255,79.62255,79.62255
"65","Norway","NOR",NA,38.70847,38.70847,44.53933,46.66543,46.82607,46.84225,48.28897,48.29064,48.31301,48.87799,48.9283,49.06292,49.06292,49.99732,50.07842,50.08045,51.25746,51.25746,51.25746
"66","Pakistan","PAK",NA,34.9942,35.44586,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459
"67","Paraguay","PRY",NA,18.0241,25.7807,25.7807,29.33569,29.41757,32.12746,32.19358,32.32111,32.32111,36.11439,36.15656,36.15656,36.15656,36.16314,36.23882,36.25375,36.25375,36.25375,36.25375
"68","Peru","PER",NA,13.83623,17.16292,17.28518,17.4834,17.98747,19.65704,20.59711,18.88925,19.15617,20.38804,20.5751,19.64272,19.74596,19.97034,19.97034,19.53886,19.40396,19.12416,19.12416
"69","Poland","POL",NA,53.99531,60.13525,61.35752,63.13087,72.97565,72.9896,73.00158,82.47046,87.19581,87.34637,87.34637,87.34686,87.57628,87.57628,87.57746,87.57746,87.57746,87.57746,87.57746
"70","Portugal","PRT",NA,58.38792,58.57162,58.57162,58.71466,59.65784,62.18479,62.49897,62.49897,71.2681,71.34973,71.34973,73.98542,74.04776,74.04776,74.04902,74.05106,74.05106,74.05106,74.05106
"71","Romania","ROU",NA,12.86625,12.89687,12.89687,12.89687,12.89687,14.83715,35.10285,63.58903,64.9806,64.9806,64.9806,75.97475,76.39493,77.23484,77.23484,77.23484,77.29112,77.29112,77.29112
"72","Rwanda","RWA",NA,40.86962,40.86962,40.86962,40.86962,40.86962,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675
"73","Sao Tome and Principe","STP",NA,0,0,0,0,0,0,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806
"74","Serbia","SRB",NA,19.86659,22.34238,22.34238,22.34238,22.42116,23.52636,25.16355,25.27366,25.7229,25.73401,25.73401,25.73401,26.03796,27.49301,27.77601,29.46831,29.53006,29.53006,29.53006
"75","Sierra Leone","SLE",NA,56.12914,56.12914,56.12914,56.12914,56.12914,56.12914,56.12914,56.12914,56.12914,56.12914,65.11586,65.11586,68.78427,68.78427,68.78427,68.78427,68.78427,68.78427,68.78427
"76","Somalia","SOM",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","South Africa","ZAF",NA,26.1087,26.16955,26.18032,26.18975,27.61402,28.2245,28.22633,28.74302,28.74424,28.77294,28.83486,28.8854,28.90976,29.60145,29.92763,30.31036,30.62758,30.69961,30.69961
"78","South Sudan","SSD",NA,29.84736,29.84736,29.84736,29.84736,29.84736,29.84736,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638
"79","Spain","ESP",NA,45.9716,49.54804,50.14606,51.80317,52.71429,53.0927,54.08335,54.23541,54.25016,54.64134,54.67812,54.84942,54.85056,54.86329,56.60252,56.60722,56.60825,56.60825,56.60825
"80","Sri Lanka","LKA",NA,35.94057,36.02838,36.02838,36.02838,36.02838,36.02838,36.02838,36.07726,37.58458,39.25833,41.16575,41.5151,42.02018,43.67398,43.67398,43.67398,43.67398,43.67398,43.67398
"81","Suriname","SUR",NA,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976
"82","Sweden","SWE",NA,55.01613,56.62225,56.65009,56.68776,56.69775,56.70765,56.72731,56.88361,57.43373,57.43601,57.5015,57.64165,57.64612,57.64639,57.65592,57.69473,58.36973,58.36973,58.36973
"83","Switzerland","CHE",NA,23.98969,28.39843,28.39843,28.46319,28.46319,28.50534,28.50534,28.62577,28.62577,34.71399,35.2153,35.2153,35.23282,35.23282,35.23282,35.23282,35.23282,35.23282,35.23282
"84","Tajikistan","TJK",NA,17.52095,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.83403,20.83403,20.83403,20.83403,20.83403,20.83403
"85","Thailand","THA",NA,66.8091,67.28735,67.57411,67.57411,67.57411,67.57411,67.57411,68.60975,69.66238,70.57193,70.57193,70.57193,70.57193,71.2802,71.2802,71.2802,71.2802,71.2802,71.2802
"86","Tunisia","TUN",NA,14.2997,15.59579,15.59579,15.59579,15.59579,15.59579,15.59579,24.67176,24.67176,24.69382,25.58841,25.58841,37.36995,40.15099,40.15099,40.15099,40.15099,40.15099,40.15099
"87","Turkey","TUR",NA,2.06678,2.06678,2.06678,2.06678,2.06678,2.2711,2.2711,2.2711,2.2711,2.41733,2.41733,2.41733,2.41733,2.47285,2.47285,2.47285,2.47285,2.47285,2.47285
"88","Turkmenistan","TKM",NA,14.15557,14.15557,14.15557,14.15557,14.15557,14.15557,14.15557,14.15557,14.35034,14.35034,14.35034,14.35034,14.35034,14.35034,14.35034,14.35034,14.35034,14.35034,14.35034
"89","Uganda","UGA",NA,62.81234,62.81234,62.98353,62.98353,64.49864,64.49864,75.69743,75.69743,75.7315,75.7315,75.7315,75.7315,75.7315,75.7315,75.7315,75.7315,75.7315,75.7315,75.7315
"90","Ukraine","UKR",NA,23.41406,23.41406,23.41406,23.41406,23.4306,23.4306,23.4306,23.4306,23.4306,23.4306,23.4306,23.4306,23.75655,23.83216,23.83216,23.83216,23.83216,23.83216,23.83216
"91","Zambia","ZMB",NA,46.001,46.001,46.001,46.001,46.001,47.43035,47.43035,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064
"92","Zimbabwe","ZWE",NA,67.48278,67.48278,80.72575,80.72575,80.72575,80.72575,80.72575,80.72575,80.72575,80.72575,80.72575,80.72575,80.72575,85.87561,85.87561,85.87561,85.87561,85.87561,85.87561
