"","Country","countrycode","CountryCode","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019"
"14","Bosnia and Herzegovina","BIH","BIH",0.90442,0.90437,0.90431,0.90429,0.90429,0.90433,0.90434,0.90439,0.90446,0.90449,0.90456,0.90461,0.90466,0.90471,0.90475,0.90477,0.90483,0.90485,0.90489,0.90493
"15","Botswana","BWA","BWA",0.98057,0.98051,0.98047,0.9804,0.98035,0.98018,0.98013,0.98003,0.97991,0.97966,0.97941,0.97916,0.97891,0.97888,0.97883,0.97879,0.97875,0.9787,0.97867,0.97863
"16","Brazil","BRA","BRA",0.91237,0.91177,0.91127,0.91085,0.91025,0.9097,0.90912,0.90844,0.90786,0.90693,0.90612,0.90517,0.90445,0.9039,0.90341,0.90289,0.90237,0.902,0.90161,0.90111
"17","Brunei Darussalam","BRN","BRN",0.85023,0.84795,0.84613,0.84491,0.84326,0.84229,0.84106,0.83987,0.83847,0.83687,0.83578,0.83434,0.83327,0.83197,0.83069,0.82873,0.82745,0.82547,0.82475,0.82368
"18","Burkina Faso","BFA","BFA",0.99046,0.99035,0.99022,0.99011,0.99002,0.98989,0.98975,0.98961,0.98941,0.98919,0.98888,0.9887,0.9886,0.98853,0.9885,0.98846,0.98843,0.9884,0.98836,0.98834
"19","Burundi","BDI","BDI",0.9194,0.91976,0.9202,0.92043,0.92052,0.92059,0.92071,0.92072,0.92073,0.92072,0.9207,0.92067,0.92067,0.92065,0.92065,0.92064,0.92064,0.92063,0.92063,0.92061
"20","Cambodia","KHM","KHM",0.87327,0.87019,0.86687,0.86357,0.86102,0.85742,0.85441,0.85198,0.84845,0.84565,0.84263,0.83972,0.83681,0.8325,0.82867,0.82591,0.82147,0.81764,0.81557,0.8123
"21","Cameroon","CMR","CMR",0.83807,0.83782,0.83774,0.83767,0.83767,0.83759,0.83747,0.8374,0.8374,0.83721,0.83716,0.83708,0.83692,0.83682,0.83665,0.83676,0.83657,0.83644,0.83641,0.83624
"22","Canada","CAN","CAN",0.97443,0.9742,0.97395,0.97365,0.97337,0.9731,0.97277,0.97242,0.97215,0.97188,0.97159,0.97133,0.97104,0.97072,0.97045,0.97001,0.96972,0.96935,0.96905,0.96876
"23","Chad","TCD","TCD",0.92613,0.9257,0.92533,0.92496,0.92462,0.9242,0.9239,0.9235,0.92314,0.92274,0.9224,0.92194,0.92157,0.92118,0.92092,0.92079,0.92051,0.92019,0.92006,0.91976
"24","Chile","CHL","CHL",0.82463,0.82081,0.81749,0.81375,0.80937,0.80572,0.80222,0.79893,0.79587,0.79127,0.78763,0.78406,0.78044,0.7758,0.7724,0.76851,0.76433,0.75928,0.75503,0.75203
"25","China","CHN","CHN",0.81059,0.80756,0.80341,0.79925,0.79524,0.79184,0.78787,0.78411,0.77983,0.77724,0.77318,0.77037,0.76628,0.762,0.75851,0.75473,0.74981,0.7469,0.74393,0.73872
"26","Colombia","COL","COL",0.7726,0.77069,0.76864,0.7665,0.76513,0.76304,0.76123,0.75946,0.75716,0.75529,0.75363,0.75142,0.74918,0.74742,0.74512,0.74298,0.7411,0.73889,0.73716,0.73496
"27","Costa Rica","CRI","CRI",0.84414,0.84231,0.84083,0.83938,0.83808,0.83662,0.83502,0.83342,0.8324,0.8306,0.82905,0.82791,0.82633,0.82482,0.82326,0.82153,0.8202,0.81864,0.81759,0.8162
"28","Croatia","HRV","HRV",0.90233,0.902,0.9017,0.90144,0.90127,0.90118,0.90111,0.90109,0.90109,0.90107,0.90106,0.90104,0.90105,0.90102,0.901,0.90096,0.90095,0.90092,0.90086,0.90085
"29","Cuba","CUB","CUB",0.67264,0.6714,0.67029,0.66914,0.66788,0.66671,0.6656,0.66419,0.66301,0.66193,0.66018,0.65938,0.65769,0.65665,0.65544,0.65415,0.65349,0.65199,0.65074,0.64963
"30","Djibouti","DJI","DJI",0.86281,0.86026,0.85773,0.85478,0.85184,0.85009,0.84766,0.84518,0.84296,0.84068,0.83863,0.83567,0.83325,0.82994,0.82742,0.82429,0.82234,0.81915,0.81632,0.81354
"31","Ecuador","ECU","ECU",0.76946,0.76442,0.76047,0.75495,0.74927,0.7455,0.74045,0.73484,0.73001,0.72575,0.72082,0.71568,0.71033,0.70509,0.69989,0.69489,0.68937,0.68499,0.67947,0.67409
"32","El Salvador","SLV","SLV",0.85271,0.85075,0.84925,0.84848,0.84667,0.84529,0.84344,0.84192,0.84078,0.83927,0.83814,0.83682,0.83511,0.83373,0.83209,0.83035,0.82921,0.82757,0.82552,0.82443
"33","Eritrea","ERI","ERI",0.95203,0.94972,0.94771,0.94501,0.94197,0.93891,0.93691,0.93477,0.93148,0.92973,0.92707,0.92511,0.92246,0.91959,0.91703,0.91511,0.91208,0.91022,0.90695,0.90489
"34","Ethiopia","ETH","ETH",0.84106,0.84101,0.84111,0.84113,0.84138,0.84117,0.84113,0.84123,0.84118,0.84127,0.84124,0.84135,0.84136,0.84134,0.84153,0.84159,0.84158,0.8415,0.84165,0.84185
"35","Finland","FIN","FIN",0.99109,0.99106,0.99102,0.99099,0.99095,0.99084,0.99074,0.99063,0.99053,0.99045,0.99038,0.9903,0.99023,0.99023,0.99023,0.99023,0.99023,0.99023,0.99023,0.99023
"36","France","FRA","FRA",0.92889,0.92548,0.92281,0.91958,0.91614,0.91288,0.90942,0.90572,0.90248,0.8999,0.89722,0.89419,0.89176,0.88802,0.88529,0.88237,0.8789,0.87596,0.87297,0.87036
"37","Georgia","GEO","GEO",0.8841,0.88351,0.88309,0.88231,0.88129,0.87856,0.87542,0.87173,0.8689,0.86809,0.86738,0.86698,0.86665,0.86611,0.86573,0.86523,0.86488,0.86453,0.8641,0.86356
"38","Germany","DEU","DEU",0.98289,0.98279,0.9827,0.98263,0.98263,0.98262,0.98263,0.98266,0.9827,0.98273,0.98279,0.98284,0.98288,0.9829,0.98294,0.98294,0.98293,0.98297,0.98297,0.98296
"39","Greece","GRC","GRC",0.84463,0.84472,0.84491,0.8456,0.8463,0.84685,0.84726,0.84745,0.8476,0.84769,0.84786,0.8479,0.84795,0.84799,0.84801,0.84802,0.84803,0.84805,0.84806,0.84808
"40","Guatemala","GTM","GTM",0.74796,0.74654,0.74487,0.74335,0.74175,0.74035,0.73895,0.73712,0.73615,0.73441,0.73295,0.73154,0.73011,0.72899,0.72704,0.72558,0.72452,0.72235,0.72062,0.7191
"41","Guinea","GIN","GIN",0.90199,0.9015,0.90104,0.9006,0.90009,0.89966,0.89932,0.89873,0.89822,0.89783,0.89762,0.89728,0.89705,0.89639,0.89612,0.89608,0.89504,0.89497,0.89441,0.89374
"42","Hungary","HUN","HUN",0.92801,0.92791,0.92788,0.92794,0.92797,0.92803,0.92813,0.92832,0.92846,0.92855,0.92869,0.92882,0.92896,0.92906,0.92918,0.92924,0.92932,0.92943,0.92952,0.92961
"43","India","IND","IND",0.75091,0.74652,0.74264,0.73936,0.73496,0.73096,0.72674,0.72216,0.71855,0.71444,0.71089,0.70736,0.70233,0.69832,0.6948,0.69093,0.6858,0.68193,0.67774,0.67418
"44","Indonesia","IDN","IDN",0.84341,0.83859,0.83364,0.82859,0.82365,0.8199,0.81396,0.80923,0.80528,0.80076,0.7961,0.79106,0.78658,0.78046,0.77558,0.77147,0.76595,0.76003,0.75429,0.75031
"45","Iraq","IRQ","IRQ",0.85064,0.84674,0.8415,0.83761,0.83387,0.83154,0.82775,0.82564,0.82304,0.82082,0.81892,0.81634,0.81328,0.81151,0.80853,0.80628,0.80384,0.80123,0.79921,0.7962
"46","Ireland","IRL","IRL",0.92747,0.92694,0.92623,0.9256,0.92554,0.92526,0.92514,0.92572,0.92629,0.92689,0.92714,0.92721,0.92773,0.92734,0.92725,0.92658,0.92617,0.92578,0.92524,0.92463
"47","Italy","ITA","ITA",0.90687,0.90647,0.9061,0.90569,0.90553,0.90534,0.90519,0.90498,0.90471,0.90453,0.90423,0.9041,0.90373,0.90355,0.90325,0.90294,0.90267,0.90243,0.90209,0.90173
"48","Japan","JPN","JPN",0.8356,0.83272,0.82862,0.82576,0.82364,0.82066,0.81749,0.81392,0.81155,0.80868,0.80669,0.8026,0.79991,0.7965,0.79272,0.78923,0.78721,0.78385,0.78053,0.77767
"49","Jordan","JOR","JOR",0.96616,0.96548,0.96495,0.96458,0.96441,0.96429,0.96427,0.96425,0.96415,0.96407,0.96393,0.96381,0.96365,0.96356,0.96339,0.96324,0.96312,0.96302,0.96281,0.96271
"50","Lebanon","LBN","LBN",0.96152,0.96147,0.96133,0.96127,0.96124,0.96119,0.96117,0.96115,0.96114,0.96115,0.96115,0.96116,0.96116,0.96118,0.96118,0.9612,0.96121,0.96123,0.96125,0.96127
"51","Liberia","LBR","LBR",0.89731,0.89658,0.89618,0.89563,0.895,0.89472,0.89403,0.8934,0.89279,0.89225,0.89188,0.8913,0.89095,0.89024,0.88968,0.88925,0.88843,0.88825,0.88742,0.88705
"52","Madagascar","MDG","MDG",0.85426,0.85044,0.84746,0.84291,0.83949,0.83563,0.83228,0.82819,0.82538,0.82175,0.81863,0.81565,0.81104,0.80676,0.80392,0.79948,0.797,0.79195,0.78833,0.78486
"53","Malawi","MWI","MWI",0.80712,0.80692,0.80684,0.80687,0.80709,0.80716,0.80754,0.80783,0.80798,0.80823,0.80815,0.80825,0.80828,0.80834,0.80836,0.80831,0.80829,0.80826,0.80826,0.80825
"54","Malaysia","MYS","MYS",0.82505,0.8157,0.80798,0.80008,0.7923,0.78412,0.77627,0.76828,0.76155,0.75318,0.74431,0.73573,0.7284,0.71945,0.71141,0.70313,0.69425,0.68554,0.67661,0.66774
"55","Mexico","MEX","MEX",0.72119,0.71887,0.71637,0.71354,0.71105,0.70898,0.70576,0.70381,0.70151,0.69911,0.69653,0.69462,0.69166,0.6894,0.68688,0.68407,0.68247,0.68007,0.67728,0.674
"56","Mongolia","MNG","MNG",0.9575,0.95688,0.95636,0.95569,0.95518,0.95456,0.95406,0.95345,0.95321,0.95266,0.9521,0.95164,0.9511,0.95062,0.95008,0.94945,0.94899,0.94858,0.94801,0.94757
"57","Morocco","MAR","MAR",0.89908,0.89811,0.8972,0.89646,0.89565,0.89503,0.89446,0.89374,0.89341,0.89285,0.89211,0.89143,0.89082,0.89026,0.88952,0.88904,0.88832,0.88777,0.88693,0.8863
"58","Mozambique","MOZ","MOZ",0.87192,0.8699,0.86756,0.8645,0.86187,0.85923,0.85611,0.85413,0.85188,0.84905,0.84707,0.84512,0.84205,0.83866,0.83607,0.83332,0.83076,0.82733,0.82453,0.82183
"59","Myanmar","MMR","MMR",0.85734,0.85395,0.85097,0.8481,0.84485,0.84292,0.83957,0.83643,0.83386,0.83089,0.82798,0.82517,0.82278,0.81938,0.81682,0.81372,0.81077,0.80758,0.80574,0.8028
"60","Namibia","NAM","NAM",0.96746,0.96733,0.96721,0.96707,0.967,0.96693,0.96685,0.96678,0.96666,0.96654,0.96642,0.96626,0.96614,0.96606,0.96596,0.9659,0.96581,0.96574,0.96567,0.96559
"61","Nepal","NPL","NPL",0.82351,0.82345,0.8233,0.8234,0.82334,0.82332,0.82354,0.82359,0.82403,0.82426,0.82439,0.82441,0.8246,0.82476,0.82495,0.8249,0.82498,0.82491,0.82526,0.8252
"62","New Zealand","NZL","NZL",0.70563,0.70178,0.69814,0.69378,0.69067,0.68546,0.68234,0.6778,0.67371,0.66905,0.66451,0.6598,0.65532,0.65175,0.64652,0.64168,0.63643,0.63134,0.62559,0.62216
"63","Nicaragua","NIC","NIC",0.87535,0.8738,0.87255,0.87152,0.87021,0.86887,0.86726,0.86633,0.865,0.86365,0.86253,0.86101,0.85966,0.85825,0.85712,0.856,0.85404,0.85305,0.8516,0.85006
"64","Nigeria","NGA","NGA",0.87641,0.87624,0.87608,0.87589,0.87578,0.87569,0.87559,0.87548,0.87522,0.87511,0.87483,0.87469,0.87459,0.87436,0.87416,0.874,0.87394,0.8738,0.87371,0.87364
"65","Norway","NOR","NOR",0.9515,0.95086,0.9502,0.94954,0.94907,0.94866,0.94814,0.94794,0.94768,0.94749,0.94744,0.94704,0.94643,0.94562,0.94452,0.94327,0.9425,0.94095,0.94004,0.93889
"66","Pakistan","PAK","PAK",0.93267,0.92913,0.92515,0.91941,0.91637,0.91159,0.90656,0.90295,0.89966,0.89559,0.89215,0.88782,0.88442,0.88015,0.87618,0.87127,0.86643,0.864,0.85894,0.85375
"67","Paraguay","PRY","PRY",0.94999,0.94983,0.9498,0.94959,0.94946,0.94944,0.94938,0.94928,0.94925,0.94913,0.94902,0.94885,0.94871,0.94849,0.94846,0.94828,0.94813,0.948,0.94781,0.94771
"68","Peru","PER","PER",0.73173,0.73148,0.73113,0.73076,0.73052,0.73024,0.72994,0.72954,0.72895,0.72814,0.72722,0.72626,0.72558,0.7249,0.7245,0.72448,0.72402,0.72387,0.72366,0.72311
"69","Poland","POL","POL",0.95213,0.953,0.95404,0.95511,0.95613,0.95722,0.9583,0.95939,0.96049,0.9614,0.96222,0.96323,0.96453,0.96557,0.96679,0.96821,0.96905,0.97019,0.97112,0.97183
"70","Portugal","PRT","PRT",0.86221,0.86127,0.86032,0.85945,0.85868,0.85801,0.85715,0.85652,0.85669,0.8567,0.85721,0.8577,0.85754,0.85764,0.85723,0.85656,0.8556,0.85464,0.85411,0.85306
"71","Romania","ROU","ROU",0.94765,0.94763,0.9476,0.9476,0.94762,0.94769,0.94772,0.9478,0.94791,0.94801,0.94815,0.94828,0.94839,0.94849,0.94858,0.94861,0.94867,0.94874,0.94882,0.94887
"72","Rwanda","RWA","RWA",0.84655,0.84655,0.84692,0.84708,0.84747,0.84793,0.84823,0.84824,0.84826,0.84827,0.84826,0.84825,0.84823,0.84823,0.84822,0.84821,0.84819,0.84818,0.84818,0.84816
"73","Sao Tome and Principe","STP","STP",0.78175,0.78141,0.78046,0.78151,0.78282,0.78498,0.78588,0.78738,0.78747,0.78765,0.78764,0.78733,0.78703,0.78662,0.78634,0.78607,0.78552,0.78528,0.78504,0.78462
"74","Serbia","SRB","SRB",0.95445,0.95408,0.95389,0.95402,0.95402,0.95468,0.95535,0.95637,0.95711,0.95761,0.95771,0.9578,0.95786,0.95792,0.95796,0.95801,0.95806,0.9581,0.95816,0.95818
"75","Sierra Leone","SLE","SLE",0.91642,0.91626,0.9162,0.91572,0.91545,0.91522,0.9149,0.9146,0.91432,0.91408,0.9138,0.91355,0.91308,0.91306,0.9126,0.91228,0.91185,0.91159,0.91149,0.91133
"76","Somalia","SOM","SOM",0.95098,0.94852,0.9447,0.94238,0.93912,0.93687,0.93397,0.93143,0.92853,0.92574,0.92293,0.92065,0.91707,0.91461,0.91216,0.90826,0.90552,0.90215,0.89994,0.89654
"77","South Africa","ZAF","ZAF",0.81813,0.81583,0.8129,0.8106,0.80789,0.80559,0.80321,0.80108,0.79799,0.79577,0.79347,0.79051,0.78796,0.78567,0.78316,0.78041,0.77784,0.77564,0.77191,0.77049
"78","South Sudan","SSD","SSD",0.93651,0.93625,0.93596,0.93563,0.93537,0.93503,0.93476,0.93446,0.93418,0.9339,0.9336,0.9332,0.93288,0.93261,0.9323,0.93203,0.93182,0.93155,0.93131,0.93108
"79","Spain","ESP","ESP",0.84844,0.84806,0.84762,0.84724,0.8469,0.84662,0.84635,0.84612,0.84589,0.84567,0.84545,0.84522,0.84497,0.8447,0.84448,0.84421,0.84395,0.84365,0.84338,0.84317
"80","Sri Lanka","LKA","LKA",0.66075,0.65535,0.65007,0.64494,0.63897,0.63331,0.62828,0.62328,0.61727,0.61217,0.60573,0.60067,0.59589,0.59095,0.58438,0.58005,0.57324,0.56757,0.56429,0.55708
"81","Suriname","SUR","SUR",0.9907,0.99065,0.99052,0.99052,0.99044,0.99041,0.99037,0.98996,0.98902,0.98761,0.98636,0.98482,0.9842,0.98393,0.98374,0.98366,0.9836,0.98349,0.98344,0.98338
"82","Sweden","SWE","SWE",0.99374,0.99371,0.99369,0.99366,0.99362,0.99359,0.99353,0.99347,0.99341,0.99338,0.99333,0.99331,0.99329,0.99328,0.99327,0.99327,0.99326,0.99326,0.99325,0.99324
"83","Switzerland","CHE","CHE",0.97417,0.97412,0.9741,0.97409,0.97408,0.97408,0.97407,0.97409,0.97408,0.97408,0.97408,0.97409,0.97409,0.9741,0.97409,0.97411,0.97411,0.97414,0.97413,0.97415
"84","Tajikistan","TJK","TJK",0.98552,0.98534,0.98513,0.98499,0.98496,0.98493,0.98492,0.98492,0.98493,0.98493,0.98494,0.98496,0.98498,0.98499,0.98499,0.98499,0.985,0.985,0.985,0.985
"85","Thailand","THA","THA",0.85118,0.84777,0.84437,0.8416,0.83796,0.83427,0.8317,0.82855,0.82496,0.8225,0.81938,0.81633,0.81391,0.81007,0.80641,0.80359,0.80081,0.79707,0.79482,0.79119
"86","Tunisia","TUN","TUN",0.97456,0.97443,0.97373,0.97363,0.97334,0.97358,0.97435,0.97474,0.97493,0.97491,0.97491,0.97487,0.97476,0.9747,0.97458,0.9745,0.97444,0.97437,0.97428,0.97418
"87","Turkey","TUR","TUR",0.88214,0.88178,0.88115,0.88091,0.88049,0.88009,0.87961,0.8791,0.87879,0.87838,0.87802,0.87783,0.87749,0.87699,0.87672,0.87646,0.87611,0.87574,0.87545,0.87534
"88","Turkmenistan","TKM","TKM",0.98036,0.9798,0.97919,0.97863,0.97821,0.97778,0.97744,0.97719,0.97703,0.97682,0.97652,0.97632,0.97615,0.97589,0.9756,0.9754,0.9751,0.97489,0.97471,0.97447
"89","Uganda","UGA","UGA",0.80212,0.79963,0.79732,0.79436,0.79173,0.78855,0.78601,0.78292,0.77992,0.77652,0.77366,0.77053,0.76773,0.76462,0.76152,0.75912,0.75741,0.75349,0.75111,0.74802
"90","Ukraine","UKR","UKR",0.94148,0.94157,0.94165,0.94179,0.94193,0.94213,0.94247,0.94268,0.94302,0.94318,0.94346,0.94377,0.94408,0.94443,0.9447,0.94497,0.94525,0.94566,0.94583,0.94613
"91","Zambia","ZMB","ZMB",0.87934,0.87925,0.87924,0.8792,0.87924,0.87929,0.87924,0.87924,0.8792,0.87915,0.87913,0.87909,0.87903,0.87898,0.87901,0.87899,0.87901,0.87899,0.879,0.87899
"92","Zimbabwe","ZWE","ZWE",0.7969,0.79662,0.79611,0.79584,0.79543,0.79507,0.79466,0.79423,0.79372,0.79326,0.79283,0.79218,0.79175,0.79127,0.79081,0.79046,0.79009,0.78961,0.78909,0.78888
