"","Country","countrycode","CountryCode","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018"
"13","Bhutan","BTN","BTN",NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,0.37,NA,NA,NA,NA,0.36,NA,NA,NA
"14","Bosnia and Herzegovina","BIH","BIH",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"15","Botswana","BWA","BWA",NA,NA,NA,NA,NA,-0.96,NA,NA,NA,NA,-1.01,NA,NA,NA,NA,-0.92,NA,NA,NA
"16","Brazil","BRA","BRA",NA,NA,NA,NA,NA,-0.56,NA,NA,NA,NA,-0.33,NA,NA,NA,NA,-0.2,NA,NA,NA
"17","Brunei Darussalam","BRN","BRN",NA,NA,NA,NA,NA,-0.41,NA,NA,NA,NA,-0.47,NA,NA,NA,NA,0,NA,NA,NA
"18","Burkina Faso","BFA","BFA",NA,NA,NA,NA,NA,-0.98,NA,NA,NA,NA,-1.03,NA,NA,NA,NA,-1.08,NA,NA,NA
"19","Burundi","BDI","BDI",NA,NA,NA,NA,NA,-1.78,NA,NA,NA,NA,6.93,NA,NA,NA,NA,1.76,NA,NA,NA
"20","Cambodia","KHM","KHM",NA,NA,NA,NA,NA,-1.45,NA,NA,NA,NA,-1.22,NA,NA,NA,NA,-1.3,NA,NA,NA
"21","Cameroon","CMR","CMR",NA,NA,NA,NA,NA,-1.02,NA,NA,NA,NA,-1.07,NA,NA,NA,NA,-1.13,NA,NA,NA
"22","Canada","CAN","CAN",NA,NA,NA,NA,NA,-0.01,NA,NA,NA,NA,-0.02,NA,NA,NA,NA,-0.01,NA,NA,NA
"23","Chad","TCD","TCD",NA,NA,NA,NA,NA,-0.59,NA,NA,NA,NA,-2.15,NA,NA,NA,NA,-2.41,NA,NA,NA
"24","Chile","CHL","CHL",NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,0.23,NA,NA,NA,NA,1.79,NA,NA,NA
"25","China","CHN","CHN",NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,0.77,NA,NA,NA,NA,0.76,NA,NA,NA
"26","Colombia","COL","COL",NA,NA,NA,NA,NA,-0.52,NA,NA,NA,NA,-0.53,NA,NA,NA,NA,-0.05,NA,NA,NA
"27","Costa Rica","CRI","CRI",NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,0.9,NA,NA,NA,NA,1.13,NA,NA,NA
"28","Croatia","HRV","HRV",NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.02,NA,NA,NA
"29","Cuba","CUB","CUB",NA,NA,NA,NA,NA,2.06,NA,NA,NA,NA,1.68,NA,NA,NA,NA,1.76,NA,NA,NA
"30","Djibouti","DJI","DJI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"31","Ecuador","ECU","ECU",NA,NA,NA,NA,NA,-0.58,NA,NA,NA,NA,-0.6,NA,NA,NA,NA,-0.62,NA,NA,NA
"32","El Salvador","SLV","SLV",NA,NA,NA,NA,NA,-1.43,NA,NA,NA,NA,-1.47,NA,NA,NA,NA,-1.58,NA,NA,NA
"33","Eritrea","ERI","ERI",NA,NA,NA,NA,NA,-0.28,NA,NA,NA,NA,-0.28,NA,NA,NA,NA,-0.29,NA,NA,NA
"34","Ethiopia","ETH","ETH",NA,NA,NA,NA,NA,-1.05,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,0.33,NA,NA,NA
"35","Finland","FIN","FIN",NA,NA,NA,NA,NA,-0.27,NA,NA,NA,NA,0.07,NA,NA,NA,NA,0,NA,NA,NA
"36","France","FRA","FRA",NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,0.7,NA,NA,NA,NA,0.68,NA,NA,NA
"37","Georgia","GEO","GEO",NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,0.36,NA,NA,NA,NA,0,NA,NA,NA
"38","Germany","DEU","DEU",NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,0.04,NA,NA,NA,NA,0.02,NA,NA,NA
"39","Greece","GRC","GRC",NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,0.79,NA,NA,NA,NA,0.76,NA,NA,NA
"40","Guatemala","GTM","GTM",NA,NA,NA,NA,NA,-1.32,NA,NA,NA,NA,-1.12,NA,NA,NA,NA,-1,NA,NA,NA
"41","Guinea","GIN","GIN",NA,NA,NA,NA,NA,-0.53,NA,NA,NA,NA,-0.54,NA,NA,NA,NA,-0.56,NA,NA,NA
"42","Hungary","HUN","HUN",NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,0.63,NA,NA,NA,NA,0.22,NA,NA,NA
"43","India","IND","IND",NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,0.61,NA,NA,NA,NA,0.25,NA,NA,NA
"44","Indonesia","IDN","IDN",NA,NA,NA,NA,NA,-0.31,NA,NA,NA,NA,-0.71,NA,NA,NA,NA,-0.74,NA,NA,NA
"45","Iraq","IRQ","IRQ",NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"46","Ireland","IRL","IRL",NA,NA,NA,NA,NA,1.82,NA,NA,NA,NA,0.87,NA,NA,NA,NA,0.77,NA,NA,NA
"47","Italy","ITA","ITA",NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,0.61,NA,NA,NA,NA,0.59,NA,NA,NA
"48","Japan","JPN","JPN",NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,0.02,NA,NA,NA,NA,-0.01,NA,NA,NA
"49","Jordan","JOR","JOR",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"50","Lebanon","LBN","LBN",NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,0.06,NA,NA,NA,NA,0.06,NA,NA,NA
"51","Liberia","LBR","LBR",NA,NA,NA,NA,NA,-0.66,NA,NA,NA,NA,-0.68,NA,NA,NA,NA,-0.7,NA,NA,NA
"52","Madagascar","MDG","MDG",NA,NA,NA,NA,NA,-0.29,NA,NA,NA,NA,-0.45,NA,NA,NA,NA,-0.13,NA,NA,NA
"53","Malawi","MWI","MWI",NA,NA,NA,NA,NA,-0.94,NA,NA,NA,NA,-0.99,NA,NA,NA,NA,-0.56,NA,NA,NA
"54","Malaysia","MYS","MYS",NA,NA,NA,NA,NA,-0.66,NA,NA,NA,NA,1.15,NA,NA,NA,NA,0.06,NA,NA,NA
"55","Mexico","MEX","MEX",NA,NA,NA,NA,NA,-0.23,NA,NA,NA,NA,-0.18,NA,NA,NA,NA,-0.14,NA,NA,NA
"56","Mongolia","MNG","MNG",NA,NA,NA,NA,NA,-0.71,NA,NA,NA,NA,2.89,NA,NA,NA,NA,-0.76,NA,NA,NA
"57","Morocco","MAR","MAR",NA,NA,NA,NA,NA,1.58,NA,NA,NA,NA,0.98,NA,NA,NA,NA,-0.14,NA,NA,NA
"58","Mozambique","MOZ","MOZ",NA,NA,NA,NA,NA,-0.54,NA,NA,NA,NA,-0.56,NA,NA,NA,NA,-0.54,NA,NA,NA
"59","Myanmar","MMR","MMR",NA,NA,NA,NA,NA,-0.9,NA,NA,NA,NA,-0.95,NA,NA,NA,NA,-1.78,NA,NA,NA
"60","Namibia","NAM","NAM",NA,NA,NA,NA,NA,-0.94,NA,NA,NA,NA,-0.99,NA,NA,NA,NA,-1.04,NA,NA,NA
"61","Nepal","NPL","NPL",NA,NA,NA,NA,NA,-1.39,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"62","New Zealand","NZL","NZL",NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,-0.06,NA,NA,NA,NA,0,NA,NA,NA
"63","Nicaragua","NIC","NIC",NA,NA,NA,NA,NA,-1.91,NA,NA,NA,NA,-2.11,NA,NA,NA,NA,0,NA,NA,NA
"64","Nigeria","NGA","NGA",NA,NA,NA,NA,NA,-3.33,NA,NA,NA,NA,-4,NA,NA,NA,NA,-5.01,NA,NA,NA
"65","Norway","NOR","NOR",NA,NA,NA,NA,NA,-0.03,NA,NA,NA,NA,0.02,NA,NA,NA,NA,0.02,NA,NA,NA
"66","Pakistan","PAK","PAK",NA,NA,NA,NA,NA,-2.11,NA,NA,NA,NA,-2.37,NA,NA,NA,NA,-2.69,NA,NA,NA
"67","Paraguay","PRY","PRY",NA,NA,NA,NA,NA,-0.94,NA,NA,NA,NA,-1.71,NA,NA,NA,NA,-2,NA,NA,NA
"68","Peru","PER","PER",NA,NA,NA,NA,NA,-0.16,NA,NA,NA,NA,-0.19,NA,NA,NA,NA,-0.23,NA,NA,NA
"69","Poland","POL","POL",NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,0.28,NA,NA,NA,NA,0.23,NA,NA,NA
"70","Portugal","PRT","PRT",NA,NA,NA,NA,NA,-0.28,NA,NA,NA,NA,-0.35,NA,NA,NA,NA,-0.35,NA,NA,NA
"71","Romania","ROU","ROU",NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,0.39,NA,NA,NA,NA,1.04,NA,NA,NA
"72","Rwanda","RWA","RWA",NA,NA,NA,NA,NA,2.28,NA,NA,NA,NA,2.99,NA,NA,NA,NA,1.48,NA,NA,NA
"73","Sao Tome and Principe","STP","STP",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.87,NA,NA,NA,NA,0,NA,NA,NA
"74","Serbia","SRB","SRB",NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,1.85,NA,NA,NA,NA,0.05,NA,NA,NA
"75","Sierra Leone","SLE","SLE",NA,NA,NA,NA,NA,-0.68,NA,NA,NA,NA,-0.7,NA,NA,NA,NA,2.23,NA,NA,NA
"76","Somalia","SOM","SOM",NA,NA,NA,NA,NA,-1.04,NA,NA,NA,NA,-1.1,NA,NA,NA,NA,-1.17,NA,NA,NA
"77","South Africa","ZAF","ZAF",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"78","South Sudan","SSD","SSD",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"79","Spain","ESP","ESP",NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,1.09,NA,NA,NA,NA,0.19,NA,NA,NA
"80","Sri Lanka","LKA","LKA",NA,NA,NA,NA,NA,-0.68,NA,NA,NA,NA,-0.14,NA,NA,NA,NA,-0.32,NA,NA,NA
"81","Suriname","SUR","SUR",NA,NA,NA,NA,NA,-0.03,NA,NA,NA,NA,-0.03,NA,NA,NA,NA,-0.02,NA,NA,NA
"82","Sweden","SWE","SWE",NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,-0.1,NA,NA,NA,NA,0,NA,NA,NA
"83","Switzerland","CHE","CHE",NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,0.29,NA,NA,NA,NA,0.31,NA,NA,NA
"84","Tajikistan","TJK","TJK",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.1,NA,NA,NA
"85","Thailand","THA","THA",NA,NA,NA,NA,NA,-1.09,NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.18,NA,NA,NA
"86","Tunisia","TUN","TUN",NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,1.59,NA,NA,NA,NA,1.01,NA,NA,NA
"87","Turkey","TUR","TUR",NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,0.99,NA,NA,NA,NA,0.9,NA,NA,NA
"88","Turkmenistan","TKM","TKM",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
"89","Uganda","UGA","UGA",NA,NA,NA,NA,NA,-2.39,NA,NA,NA,NA,-4.3,NA,NA,NA,NA,-5.48,NA,NA,NA
"90","Ukraine","UKR","UKR",NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,-0.06,NA,NA,NA,NA,0.23,NA,NA,NA
"91","Zambia","ZMB","ZMB",NA,NA,NA,NA,NA,-0.33,NA,NA,NA,NA,-0.33,NA,NA,NA,NA,-0.34,NA,NA,NA
"92","Zimbabwe","ZWE","ZWE",NA,NA,NA,NA,NA,-1.79,NA,NA,NA,NA,-1.97,NA,NA,NA,NA,-2.08,NA,NA,NA
