"","GeoAreaCode","Country","SDG","Year","Value"
"10487",364,"Iran (Islamic Republic of)","14.1","2013","14.04"
"11288",364,"Iran (Islamic Republic of)","14.1","2014","10.16"
"12089",364,"Iran (Islamic Republic of)","14.1","2015","11.42"
"12890",364,"Iran (Islamic Republic of)","14.1","2016","12.03"
"13691",364,"Iran (Islamic Republic of)","14.1","2017","8.54"
"14492",364,"Iran (Islamic Republic of)","14.1","2018","8.38"
"15293",364,"Iran (Islamic Republic of)","14.1","2019","16.72"
"234",364,"Iran (Islamic Republic of)","14.5","2000","52.38739"
"1035",364,"Iran (Islamic Republic of)","14.5","2001","67.99776"
"1836",364,"Iran (Islamic Republic of)","14.5","2002","67.99776"
"2637",364,"Iran (Islamic Republic of)","14.5","2003","67.99776"
"3438",364,"Iran (Islamic Republic of)","14.5","2004","67.99776"
"4239",364,"Iran (Islamic Republic of)","14.5","2005","67.99776"
"5040",364,"Iran (Islamic Republic of)","14.5","2006","67.99776"
"5841",364,"Iran (Islamic Republic of)","14.5","2007","67.99776"
"6642",364,"Iran (Islamic Republic of)","14.5","2008","67.99776"
"7443",364,"Iran (Islamic Republic of)","14.5","2009","67.99776"
"8244",364,"Iran (Islamic Republic of)","14.5","2010","67.99776"
"9045",364,"Iran (Islamic Republic of)","14.5","2011","67.99776"
"9846",364,"Iran (Islamic Republic of)","14.5","2012","67.99776"
"10647",364,"Iran (Islamic Republic of)","14.5","2013","67.99776"
"11448",364,"Iran (Islamic Republic of)","14.5","2014","67.99776"
"12249",364,"Iran (Islamic Republic of)","14.5","2015","67.99776"
"13050",364,"Iran (Islamic Republic of)","14.5","2016","67.99776"
"13851",364,"Iran (Islamic Republic of)","14.5","2017","67.99776"
"14652",364,"Iran (Islamic Republic of)","14.5","2018","67.99776"
"15453",364,"Iran (Islamic Republic of)","14.5","2019","67.99776"
"394",364,"Iran (Islamic Republic of)","14.6","2000",NA
"1195",364,"Iran (Islamic Republic of)","14.6","2001",NA
"1996",364,"Iran (Islamic Republic of)","14.6","2002",NA
"2797",364,"Iran (Islamic Republic of)","14.6","2003",NA
"3598",364,"Iran (Islamic Republic of)","14.6","2004",NA
"4399",364,"Iran (Islamic Republic of)","14.6","2005",NA
"5200",364,"Iran (Islamic Republic of)","14.6","2006",NA
"6001",364,"Iran (Islamic Republic of)","14.6","2007",NA
"6802",364,"Iran (Islamic Republic of)","14.6","2008",NA
"7603",364,"Iran (Islamic Republic of)","14.6","2009",NA
"8404",364,"Iran (Islamic Republic of)","14.6","2010",NA
"9205",364,"Iran (Islamic Republic of)","14.6","2011",NA
"10006",364,"Iran (Islamic Republic of)","14.6","2012",NA
"10807",364,"Iran (Islamic Republic of)","14.6","2013",NA
"11608",364,"Iran (Islamic Republic of)","14.6","2014",NA
"12409",364,"Iran (Islamic Republic of)","14.6","2015",NA
"13210",364,"Iran (Islamic Republic of)","14.6","2016",NA
"14011",364,"Iran (Islamic Republic of)","14.6","2017",NA
"14812",364,"Iran (Islamic Republic of)","14.6","2018","60"
"15613",364,"Iran (Islamic Republic of)","14.6","2019","60"
"555",364,"Iran (Islamic Republic of)","14.7","2000",""
"1356",364,"Iran (Islamic Republic of)","14.7","2001",""
"2157",364,"Iran (Islamic Republic of)","14.7","2002",""
"2958",364,"Iran (Islamic Republic of)","14.7","2003",""
"3759",364,"Iran (Islamic Republic of)","14.7","2004",""
"4560",364,"Iran (Islamic Republic of)","14.7","2005",""
"5361",364,"Iran (Islamic Republic of)","14.7","2006",""
"6162",364,"Iran (Islamic Republic of)","14.7","2007",""
"6963",364,"Iran (Islamic Republic of)","14.7","2008",""
"7764",364,"Iran (Islamic Republic of)","14.7","2009",""
"8565",364,"Iran (Islamic Republic of)","14.7","2010",""
"9366",364,"Iran (Islamic Republic of)","14.7","2011","0.10314"
"10167",364,"Iran (Islamic Republic of)","14.7","2012",""
"10968",364,"Iran (Islamic Republic of)","14.7","2013","0.15237"
"11769",364,"Iran (Islamic Republic of)","14.7","2014",""
"12570",364,"Iran (Islamic Republic of)","14.7","2015","0.18596"
"13371",364,"Iran (Islamic Republic of)","14.7","2016",""
"14172",364,"Iran (Islamic Republic of)","14.7","2017","0.1947"
"14973",364,"Iran (Islamic Republic of)","14.7","2018",NA
"15774",364,"Iran (Islamic Republic of)","14.7","2019",NA
"715",364,"Iran (Islamic Republic of)","14.b","2000",NA
"1516",364,"Iran (Islamic Republic of)","14.b","2001",NA
"2317",364,"Iran (Islamic Republic of)","14.b","2002",NA
"3118",364,"Iran (Islamic Republic of)","14.b","2003",NA
"3919",364,"Iran (Islamic Republic of)","14.b","2004",NA
"4720",364,"Iran (Islamic Republic of)","14.b","2005",NA
"5521",364,"Iran (Islamic Republic of)","14.b","2006",NA
"6322",364,"Iran (Islamic Republic of)","14.b","2007",NA
"7123",364,"Iran (Islamic Republic of)","14.b","2008",NA
"7924",364,"Iran (Islamic Republic of)","14.b","2009",NA
"8725",364,"Iran (Islamic Republic of)","14.b","2010",NA
"9526",364,"Iran (Islamic Republic of)","14.b","2011",NA
"10327",364,"Iran (Islamic Republic of)","14.b","2012",NA
"11128",364,"Iran (Islamic Republic of)","14.b","2013",NA
"11929",364,"Iran (Islamic Republic of)","14.b","2014",NA
"12730",364,"Iran (Islamic Republic of)","14.b","2015",NA
"13531",364,"Iran (Islamic Republic of)","14.b","2016",NA
"14332",364,"Iran (Islamic Republic of)","14.b","2017",NA
"15133",364,"Iran (Islamic Republic of)","14.b","2018","80"
"15934",364,"Iran (Islamic Republic of)","14.b","2019","80"
"75",368,"Iraq","14.1","2000",NA
"876",368,"Iraq","14.1","2001",NA
"1677",368,"Iraq","14.1","2002",NA
"2478",368,"Iraq","14.1","2003",NA
"3279",368,"Iraq","14.1","2004",NA
"4080",368,"Iraq","14.1","2005",NA
"4881",368,"Iraq","14.1","2006",NA
"5682",368,"Iraq","14.1","2007",NA
"6483",368,"Iraq","14.1","2008",NA
"7284",368,"Iraq","14.1","2009",NA
"8085",368,"Iraq","14.1","2010","25"
"8886",368,"Iraq","14.1","2011","20"
"9687",368,"Iraq","14.1","2012","80"
"10488",368,"Iraq","14.1","2013","7.5"
"11289",368,"Iraq","14.1","2014","32.5"
"12090",368,"Iraq","14.1","2015","47.5"
"12891",368,"Iraq","14.1","2016","15"
"13692",368,"Iraq","14.1","2017","12.5"
"14493",368,"Iraq","14.1","2018","40"
"15294",368,"Iraq","14.1","2019","10"
"235",368,"Iraq","14.5","2000","0"
"1036",368,"Iraq","14.5","2001","0"
"1837",368,"Iraq","14.5","2002","0"
"2638",368,"Iraq","14.5","2003","0"
"3439",368,"Iraq","14.5","2004","0"
"4240",368,"Iraq","14.5","2005","0"
"5041",368,"Iraq","14.5","2006","0"
"5842",368,"Iraq","14.5","2007","0"
"6643",368,"Iraq","14.5","2008","0"
"7444",368,"Iraq","14.5","2009","0"
"8245",368,"Iraq","14.5","2010","0"
"9046",368,"Iraq","14.5","2011","0"
"9847",368,"Iraq","14.5","2012","0"
"10648",368,"Iraq","14.5","2013","0"
"11449",368,"Iraq","14.5","2014","0"
"12250",368,"Iraq","14.5","2015","0"
"13051",368,"Iraq","14.5","2016","0"
"13852",368,"Iraq","14.5","2017","0"
"14653",368,"Iraq","14.5","2018","0"
"15454",368,"Iraq","14.5","2019","0"
"395",368,"Iraq","14.6","2000",NA
"1196",368,"Iraq","14.6","2001",NA
"1997",368,"Iraq","14.6","2002",NA
"2798",368,"Iraq","14.6","2003",NA
"3599",368,"Iraq","14.6","2004",NA
"4400",368,"Iraq","14.6","2005",NA
"5201",368,"Iraq","14.6","2006",NA
"6002",368,"Iraq","14.6","2007",NA
"6803",368,"Iraq","14.6","2008",NA
"7604",368,"Iraq","14.6","2009",NA
"8405",368,"Iraq","14.6","2010",NA
"9206",368,"Iraq","14.6","2011",NA
"10007",368,"Iraq","14.6","2012",NA
"10808",368,"Iraq","14.6","2013",NA
"11609",368,"Iraq","14.6","2014",NA
"12410",368,"Iraq","14.6","2015",NA
"13211",368,"Iraq","14.6","2016",NA
"14012",368,"Iraq","14.6","2017",NA
"14813",368,"Iraq","14.6","2018","NaN"
"15614",368,"Iraq","14.6","2019","NaN"
"556",368,"Iraq","14.7","2000",""
"1357",368,"Iraq","14.7","2001",""
"2158",368,"Iraq","14.7","2002",""
"2959",368,"Iraq","14.7","2003",""
"3760",368,"Iraq","14.7","2004",""
"4561",368,"Iraq","14.7","2005",""
"5362",368,"Iraq","14.7","2006",""
"6163",368,"Iraq","14.7","2007",""
"6964",368,"Iraq","14.7","2008",""
"7765",368,"Iraq","14.7","2009",""
"8566",368,"Iraq","14.7","2010",""
"9367",368,"Iraq","14.7","2011","0.00317"
"10168",368,"Iraq","14.7","2012",""
"10969",368,"Iraq","14.7","2013","0.00529"
"11770",368,"Iraq","14.7","2014",""
"12571",368,"Iraq","14.7","2015","0.00458"
"13372",368,"Iraq","14.7","2016",""
"14173",368,"Iraq","14.7","2017","0.00785"
"14974",368,"Iraq","14.7","2018",NA
"15775",368,"Iraq","14.7","2019",NA
"716",368,"Iraq","14.b","2000",NA
"1517",368,"Iraq","14.b","2001",NA
"2318",368,"Iraq","14.b","2002",NA
"3119",368,"Iraq","14.b","2003",NA
"3920",368,"Iraq","14.b","2004",NA
"4721",368,"Iraq","14.b","2005",NA
"5522",368,"Iraq","14.b","2006",NA
"6323",368,"Iraq","14.b","2007",NA
"7124",368,"Iraq","14.b","2008",NA
"7925",368,"Iraq","14.b","2009",NA
"8726",368,"Iraq","14.b","2010",NA
"9527",368,"Iraq","14.b","2011",NA
"10328",368,"Iraq","14.b","2012",NA
"11129",368,"Iraq","14.b","2013",NA
"11930",368,"Iraq","14.b","2014",NA
"12731",368,"Iraq","14.b","2015",NA
"13532",368,"Iraq","14.b","2016",NA
"14333",368,"Iraq","14.b","2017",NA
"15134",368,"Iraq","14.b","2018","NaN"
"15935",368,"Iraq","14.b","2019","NaN"
"76",372,"Ireland","14.1","2000",NA
"877",372,"Ireland","14.1","2001",NA
"1678",372,"Ireland","14.1","2002",NA
"2479",372,"Ireland","14.1","2003",NA
"3280",372,"Ireland","14.1","2004",NA
"4081",372,"Ireland","14.1","2005","4.62"
"4882",372,"Ireland","14.1","2006","14.78"
"5683",372,"Ireland","14.1","2007","9.89"
"6484",372,"Ireland","14.1","2008","10.96"
"7285",372,"Ireland","14.1","2009","5.09"
"8086",372,"Ireland","14.1","2010","9.39"
"8887",372,"Ireland","14.1","2011","8.34"
"9688",372,"Ireland","14.1","2012","7.81"
"10489",372,"Ireland","14.1","2013","22.79"
"11290",372,"Ireland","14.1","2014","23.1"
"12091",372,"Ireland","14.1","2015","9.38"
"12892",372,"Ireland","14.1","2016","18.64"
"13693",372,"Ireland","14.1","2017","12.6"
"14494",372,"Ireland","14.1","2018","15.78"
"15295",372,"Ireland","14.1","2019","15.56"
"236",372,"Ireland","14.5","2000","63.42134"
"1037",372,"Ireland","14.5","2001","66.27442"
"1838",372,"Ireland","14.5","2002","75.47809"
"2639",372,"Ireland","14.5","2003","75.6039"
"3440",372,"Ireland","14.5","2004","76.84712"
"4241",372,"Ireland","14.5","2005","79.54734"
"5042",372,"Ireland","14.5","2006","81.01754"
"5843",372,"Ireland","14.5","2007","81.21583"
"6644",372,"Ireland","14.5","2008","81.31952"
"7445",372,"Ireland","14.5","2009","82.39988"
"8246",372,"Ireland","14.5","2010","82.40175"
"9047",372,"Ireland","14.5","2011","82.98297"
"9848",372,"Ireland","14.5","2012","83.13509"
"10649",372,"Ireland","14.5","2013","83.13509"
"11450",372,"Ireland","14.5","2014","83.13509"
"12251",372,"Ireland","14.5","2015","83.13509"
"13052",372,"Ireland","14.5","2016","83.13509"
"13853",372,"Ireland","14.5","2017","83.13509"
"14654",372,"Ireland","14.5","2018","83.13509"
"15455",372,"Ireland","14.5","2019","83.13509"
"396",372,"Ireland","14.6","2000",NA
"1197",372,"Ireland","14.6","2001",NA
"1998",372,"Ireland","14.6","2002",NA
"2799",372,"Ireland","14.6","2003",NA
"3600",372,"Ireland","14.6","2004",NA
"4401",372,"Ireland","14.6","2005",NA
"5202",372,"Ireland","14.6","2006",NA
"6003",372,"Ireland","14.6","2007",NA
"6804",372,"Ireland","14.6","2008",NA
"7605",372,"Ireland","14.6","2009",NA
"8406",372,"Ireland","14.6","2010",NA
"9207",372,"Ireland","14.6","2011",NA
"10008",372,"Ireland","14.6","2012",NA
"10809",372,"Ireland","14.6","2013",NA
"11610",372,"Ireland","14.6","2014",NA
"12411",372,"Ireland","14.6","2015",NA
"13212",372,"Ireland","14.6","2016",NA
"14013",372,"Ireland","14.6","2017",NA
"14814",372,"Ireland","14.6","2018","100"
"15615",372,"Ireland","14.6","2019","100"
"557",372,"Ireland","14.7","2000",""
"1358",372,"Ireland","14.7","2001",""
"2159",372,"Ireland","14.7","2002",""
"2960",372,"Ireland","14.7","2003",""
"3761",372,"Ireland","14.7","2004",""
"4562",372,"Ireland","14.7","2005",""
"5363",372,"Ireland","14.7","2006",""
"6164",372,"Ireland","14.7","2007",""
"6965",372,"Ireland","14.7","2008",""
"7766",372,"Ireland","14.7","2009",""
"8567",372,"Ireland","14.7","2010",""
"9368",372,"Ireland","14.7","2011","0.05663"
"10169",372,"Ireland","14.7","2012",""
"10970",372,"Ireland","14.7","2013","0.05322"
"11771",372,"Ireland","14.7","2014",""
"12572",372,"Ireland","14.7","2015","0.03531"
"13373",372,"Ireland","14.7","2016",""
"14174",372,"Ireland","14.7","2017","0.03497"
"14975",372,"Ireland","14.7","2018",NA
"15776",372,"Ireland","14.7","2019",NA
"717",372,"Ireland","14.b","2000",NA
"1518",372,"Ireland","14.b","2001",NA
"2319",372,"Ireland","14.b","2002",NA
"3120",372,"Ireland","14.b","2003",NA
"3921",372,"Ireland","14.b","2004",NA
"4722",372,"Ireland","14.b","2005",NA
"5523",372,"Ireland","14.b","2006",NA
"6324",372,"Ireland","14.b","2007",NA
"7125",372,"Ireland","14.b","2008",NA
"7926",372,"Ireland","14.b","2009",NA
"8727",372,"Ireland","14.b","2010",NA
"9528",372,"Ireland","14.b","2011",NA
"10329",372,"Ireland","14.b","2012",NA
"11130",372,"Ireland","14.b","2013",NA
"11931",372,"Ireland","14.b","2014",NA
"12732",372,"Ireland","14.b","2015",NA
"13533",372,"Ireland","14.b","2016",NA
"14334",372,"Ireland","14.b","2017",NA
"15135",372,"Ireland","14.b","2018","80"
"15936",372,"Ireland","14.b","2019","80"
"77",376,"Israel","14.1","2000",NA
"878",376,"Israel","14.1","2001",NA
"1679",376,"Israel","14.1","2002",NA
"2480",376,"Israel","14.1","2003",NA
"3281",376,"Israel","14.1","2004",NA
"4082",376,"Israel","14.1","2005","0.5"
"4883",376,"Israel","14.1","2006","0.27"
"5684",376,"Israel","14.1","2007","0.64"
"6485",376,"Israel","14.1","2008","0.71"
"7286",376,"Israel","14.1","2009","0.5"
"8087",376,"Israel","14.1","2010","0.23"
"8888",376,"Israel","14.1","2011","0.82"
"9689",376,"Israel","14.1","2012","1.09"
"10490",376,"Israel","14.1","2013","0.18"
"11291",376,"Israel","14.1","2014","7.1"
"12092",376,"Israel","14.1","2015","0.32"
"12893",376,"Israel","14.1","2016","0.18"
"13694",376,"Israel","14.1","2017","0.27"
"14495",376,"Israel","14.1","2018","1.09"
"15296",376,"Israel","14.1","2019","0.36"
"237",376,"Israel","14.5","2000","10.82565"
"1038",376,"Israel","14.5","2001","10.82565"
"1839",376,"Israel","14.5","2002","10.82565"
"2640",376,"Israel","14.5","2003","10.82565"
"3441",376,"Israel","14.5","2004","10.82565"
"4242",376,"Israel","14.5","2005","10.82565"
"5043",376,"Israel","14.5","2006","10.82565"
"5844",376,"Israel","14.5","2007","10.82565"
"6645",376,"Israel","14.5","2008","10.82565"
"7446",376,"Israel","14.5","2009","10.82565"
"8247",376,"Israel","14.5","2010","10.82565"
"9048",376,"Israel","14.5","2011","10.82565"
"9849",376,"Israel","14.5","2012","10.82565"
"10650",376,"Israel","14.5","2013","10.82565"
"11451",376,"Israel","14.5","2014","10.82565"
"12252",376,"Israel","14.5","2015","10.82565"
"13053",376,"Israel","14.5","2016","10.82565"
"13854",376,"Israel","14.5","2017","10.82565"
"14655",376,"Israel","14.5","2018","10.82565"
"15456",376,"Israel","14.5","2019","10.82565"
"397",376,"Israel","14.6","2000",NA
"1198",376,"Israel","14.6","2001",NA
"1999",376,"Israel","14.6","2002",NA
"2800",376,"Israel","14.6","2003",NA
"3601",376,"Israel","14.6","2004",NA
"4402",376,"Israel","14.6","2005",NA
"5203",376,"Israel","14.6","2006",NA
"6004",376,"Israel","14.6","2007",NA
"6805",376,"Israel","14.6","2008",NA
"7606",376,"Israel","14.6","2009",NA
"8407",376,"Israel","14.6","2010",NA
"9208",376,"Israel","14.6","2011",NA
"10009",376,"Israel","14.6","2012",NA
"10810",376,"Israel","14.6","2013",NA
"11611",376,"Israel","14.6","2014",NA
"12412",376,"Israel","14.6","2015",NA
"13213",376,"Israel","14.6","2016",NA
"14014",376,"Israel","14.6","2017",NA
"14815",376,"Israel","14.6","2018","NaN"
"15616",376,"Israel","14.6","2019","NaN"
"558",376,"Israel","14.7","2000","NaN"
"1359",376,"Israel","14.7","2001","NaN"
"2160",376,"Israel","14.7","2002","NaN"
"2961",376,"Israel","14.7","2003","NaN"
"3762",376,"Israel","14.7","2004","NaN"
"4563",376,"Israel","14.7","2005","NaN"
"5364",376,"Israel","14.7","2006","NaN"
"6165",376,"Israel","14.7","2007","NaN"
"6966",376,"Israel","14.7","2008","NaN"
"7767",376,"Israel","14.7","2009","NaN"
"8568",376,"Israel","14.7","2010","NaN"
"9369",376,"Israel","14.7","2011","NaN"
"10170",376,"Israel","14.7","2012","NaN"
"10971",376,"Israel","14.7","2013","NaN"
"11772",376,"Israel","14.7","2014","NaN"
"12573",376,"Israel","14.7","2015","NaN"
"13374",376,"Israel","14.7","2016","NaN"
"14175",376,"Israel","14.7","2017","NaN"
"14976",376,"Israel","14.7","2018",NA
"15777",376,"Israel","14.7","2019",NA
"718",376,"Israel","14.b","2000",NA
"1519",376,"Israel","14.b","2001",NA
"2320",376,"Israel","14.b","2002",NA
"3121",376,"Israel","14.b","2003",NA
"3922",376,"Israel","14.b","2004",NA
"4723",376,"Israel","14.b","2005",NA
"5524",376,"Israel","14.b","2006",NA
"6325",376,"Israel","14.b","2007",NA
"7126",376,"Israel","14.b","2008",NA
"7927",376,"Israel","14.b","2009",NA
"8728",376,"Israel","14.b","2010",NA
"9529",376,"Israel","14.b","2011",NA
"10330",376,"Israel","14.b","2012",NA
"11131",376,"Israel","14.b","2013",NA
"11932",376,"Israel","14.b","2014",NA
"12733",376,"Israel","14.b","2015",NA
"13534",376,"Israel","14.b","2016",NA
"14335",376,"Israel","14.b","2017",NA
"15136",376,"Israel","14.b","2018","NaN"
"15937",376,"Israel","14.b","2019","NaN"
"78",380,"Italy","14.1","2000",NA
"879",380,"Italy","14.1","2001",NA
"1680",380,"Italy","14.1","2002",NA
"2481",380,"Italy","14.1","2003",NA
"3282",380,"Italy","14.1","2004",NA
"4083",380,"Italy","14.1","2005","0.54"
"4884",380,"Italy","14.1","2006","1.05"
"5685",380,"Italy","14.1","2007","0.73"
"6486",380,"Italy","14.1","2008","0.61"
"7287",380,"Italy","14.1","2009","0.32"
"8088",380,"Italy","14.1","2010","0.12"
"8889",380,"Italy","14.1","2011","0.38"
"9690",380,"Italy","14.1","2012","0.68"
"10491",380,"Italy","14.1","2013","0.73"
"11292",380,"Italy","14.1","2014","0.96"
"12093",380,"Italy","14.1","2015","0.43"
"12894",380,"Italy","14.1","2016","0.67"
"13695",380,"Italy","14.1","2017","0.85"
"14496",380,"Italy","14.1","2018","0.76"
"15297",380,"Italy","14.1","2019","0.6"
"238",380,"Italy","14.5","2000","67.82529"
"1039",380,"Italy","14.5","2001","69.75941"
"1840",380,"Italy","14.5","2002","69.92827"
"2641",380,"Italy","14.5","2003","70.04122"
"3442",380,"Italy","14.5","2004","70.05492"
"4243",380,"Italy","14.5","2005","74.30728"
"5044",380,"Italy","14.5","2006","75.6093"
"5845",380,"Italy","14.5","2007","75.93177"
"6646",380,"Italy","14.5","2008","75.93178"
"7447",380,"Italy","14.5","2009","77.14662"
"8248",380,"Italy","14.5","2010","77.15887"
"9049",380,"Italy","14.5","2011","77.159"
"9850",380,"Italy","14.5","2012","77.15901"
"10651",380,"Italy","14.5","2013","77.15904"
"11452",380,"Italy","14.5","2014","77.15904"
"12253",380,"Italy","14.5","2015","77.15904"
"13054",380,"Italy","14.5","2016","77.1661"
"13855",380,"Italy","14.5","2017","77.1685"
"14656",380,"Italy","14.5","2018","77.1685"
"15457",380,"Italy","14.5","2019","77.1685"
"398",380,"Italy","14.6","2000",NA
"1199",380,"Italy","14.6","2001",NA
"2000",380,"Italy","14.6","2002",NA
"2801",380,"Italy","14.6","2003",NA
"3602",380,"Italy","14.6","2004",NA
"4403",380,"Italy","14.6","2005",NA
"5204",380,"Italy","14.6","2006",NA
"6005",380,"Italy","14.6","2007",NA
"6806",380,"Italy","14.6","2008",NA
"7607",380,"Italy","14.6","2009",NA
"8408",380,"Italy","14.6","2010",NA
"9209",380,"Italy","14.6","2011",NA
"10010",380,"Italy","14.6","2012",NA
"10811",380,"Italy","14.6","2013",NA
"11612",380,"Italy","14.6","2014",NA
"12413",380,"Italy","14.6","2015",NA
"13214",380,"Italy","14.6","2016",NA
"14015",380,"Italy","14.6","2017",NA
"14816",380,"Italy","14.6","2018","100"
"15617",380,"Italy","14.6","2019","100"
"559",380,"Italy","14.7","2000",""
"1360",380,"Italy","14.7","2001",""
"2161",380,"Italy","14.7","2002",""
"2962",380,"Italy","14.7","2003",""
"3763",380,"Italy","14.7","2004",""
"4564",380,"Italy","14.7","2005",""
"5365",380,"Italy","14.7","2006",""
"6166",380,"Italy","14.7","2007",""
"6967",380,"Italy","14.7","2008",""
"7768",380,"Italy","14.7","2009",""
"8569",380,"Italy","14.7","2010",""
"9370",380,"Italy","14.7","2011","0.02146"
"10171",380,"Italy","14.7","2012",""
"10972",380,"Italy","14.7","2013","0.01279"
"11773",380,"Italy","14.7","2014",""
"12574",380,"Italy","14.7","2015","0.01339"
"13375",380,"Italy","14.7","2016",""
"14176",380,"Italy","14.7","2017","0.01256"
"14977",380,"Italy","14.7","2018",NA
"15778",380,"Italy","14.7","2019",NA
"719",380,"Italy","14.b","2000",NA
"1520",380,"Italy","14.b","2001",NA
"2321",380,"Italy","14.b","2002",NA
"3122",380,"Italy","14.b","2003",NA
"3923",380,"Italy","14.b","2004",NA
"4724",380,"Italy","14.b","2005",NA
"5525",380,"Italy","14.b","2006",NA
"6326",380,"Italy","14.b","2007",NA
"7127",380,"Italy","14.b","2008",NA
"7928",380,"Italy","14.b","2009",NA
"8729",380,"Italy","14.b","2010",NA
"9530",380,"Italy","14.b","2011",NA
"10331",380,"Italy","14.b","2012",NA
"11132",380,"Italy","14.b","2013",NA
"11933",380,"Italy","14.b","2014",NA
"12734",380,"Italy","14.b","2015",NA
"13535",380,"Italy","14.b","2016",NA
"14336",380,"Italy","14.b","2017",NA
"15137",380,"Italy","14.b","2018","80"
"15938",380,"Italy","14.b","2019","80"
"79",388,"Jamaica","14.1","2000",NA
"880",388,"Jamaica","14.1","2001",NA
"1681",388,"Jamaica","14.1","2002",NA
"2482",388,"Jamaica","14.1","2003",NA
"3283",388,"Jamaica","14.1","2004",NA
"4084",388,"Jamaica","14.1","2005","0.54"
"4885",388,"Jamaica","14.1","2006","0.13"
"5686",388,"Jamaica","14.1","2007","0.18"
"6487",388,"Jamaica","14.1","2008","0.21"
"7288",388,"Jamaica","14.1","2009","0.86"
"8089",388,"Jamaica","14.1","2010","0.47"
"8890",388,"Jamaica","14.1","2011","0.14"
"9691",388,"Jamaica","14.1","2012","0.43"
"10492",388,"Jamaica","14.1","2013","1.92"
"11293",388,"Jamaica","14.1","2014","0.72"
"12094",388,"Jamaica","14.1","2015","0.22"
"12895",388,"Jamaica","14.1","2016","0.93"
"13696",388,"Jamaica","14.1","2017","1.83"
"14497",388,"Jamaica","14.1","2018","0.95"
"15298",388,"Jamaica","14.1","2019","2.31"
"239",388,"Jamaica","14.5","2000","14.36407"
"1040",388,"Jamaica","14.5","2001","14.36407"
"1841",388,"Jamaica","14.5","2002","14.36407"
"2642",388,"Jamaica","14.5","2003","14.36407"
"3443",388,"Jamaica","14.5","2004","14.36407"
"4244",388,"Jamaica","14.5","2005","14.36407"
"5045",388,"Jamaica","14.5","2006","14.36407"
"5846",388,"Jamaica","14.5","2007","14.36407"
"6647",388,"Jamaica","14.5","2008","14.36407"
"7448",388,"Jamaica","14.5","2009","14.36553"
"8249",388,"Jamaica","14.5","2010","14.36553"
"9050",388,"Jamaica","14.5","2011","14.36553"
"9851",388,"Jamaica","14.5","2012","14.36553"
"10652",388,"Jamaica","14.5","2013","14.36553"
"11453",388,"Jamaica","14.5","2014","14.36553"
"12254",388,"Jamaica","14.5","2015","14.36553"
"13055",388,"Jamaica","14.5","2016","14.36553"
"13856",388,"Jamaica","14.5","2017","14.36553"
"14657",388,"Jamaica","14.5","2018","14.36553"
"15458",388,"Jamaica","14.5","2019","14.36553"
"399",388,"Jamaica","14.6","2000",NA
"1200",388,"Jamaica","14.6","2001",NA
"2001",388,"Jamaica","14.6","2002",NA
"2802",388,"Jamaica","14.6","2003",NA
"3603",388,"Jamaica","14.6","2004",NA
"4404",388,"Jamaica","14.6","2005",NA
"5205",388,"Jamaica","14.6","2006",NA
"6006",388,"Jamaica","14.6","2007",NA
"6807",388,"Jamaica","14.6","2008",NA
"7608",388,"Jamaica","14.6","2009",NA
"8409",388,"Jamaica","14.6","2010",NA
"9210",388,"Jamaica","14.6","2011",NA
"10011",388,"Jamaica","14.6","2012",NA
"10812",388,"Jamaica","14.6","2013",NA
"11613",388,"Jamaica","14.6","2014",NA
"12414",388,"Jamaica","14.6","2015",NA
"13215",388,"Jamaica","14.6","2016",NA
"14016",388,"Jamaica","14.6","2017",NA
"14817",388,"Jamaica","14.6","2018","40"
"15618",388,"Jamaica","14.6","2019","40"
"560",388,"Jamaica","14.7","2000",""
"1361",388,"Jamaica","14.7","2001",""
"2162",388,"Jamaica","14.7","2002",""
"2963",388,"Jamaica","14.7","2003",""
"3764",388,"Jamaica","14.7","2004",""
"4565",388,"Jamaica","14.7","2005",""
"5366",388,"Jamaica","14.7","2006",""
"6167",388,"Jamaica","14.7","2007",""
"6968",388,"Jamaica","14.7","2008",""
"7769",388,"Jamaica","14.7","2009",""
"8570",388,"Jamaica","14.7","2010",""
"9371",388,"Jamaica","14.7","2011","0.18146"
"10172",388,"Jamaica","14.7","2012",""
"10973",388,"Jamaica","14.7","2013","0.17901"
"11774",388,"Jamaica","14.7","2014",""
"12575",388,"Jamaica","14.7","2015","0.2436"
"13376",388,"Jamaica","14.7","2016",""
"14177",388,"Jamaica","14.7","2017","0.23271"
"14978",388,"Jamaica","14.7","2018",NA
"15779",388,"Jamaica","14.7","2019",NA
"720",388,"Jamaica","14.b","2000",NA
"1521",388,"Jamaica","14.b","2001",NA
"2322",388,"Jamaica","14.b","2002",NA
"3123",388,"Jamaica","14.b","2003",NA
"3924",388,"Jamaica","14.b","2004",NA
"4725",388,"Jamaica","14.b","2005",NA
"5526",388,"Jamaica","14.b","2006",NA
"6327",388,"Jamaica","14.b","2007",NA
"7128",388,"Jamaica","14.b","2008",NA
"7929",388,"Jamaica","14.b","2009",NA
"8730",388,"Jamaica","14.b","2010",NA
"9531",388,"Jamaica","14.b","2011",NA
"10332",388,"Jamaica","14.b","2012",NA
"11133",388,"Jamaica","14.b","2013",NA
"11934",388,"Jamaica","14.b","2014",NA
"12735",388,"Jamaica","14.b","2015",NA
