"","GeoAreaCode","Country","SDG","Year","Value"
"9435",760,"Syrian Arab Republic","14.7","2011","NaN"
"10236",760,"Syrian Arab Republic","14.7","2012","NaN"
"11037",760,"Syrian Arab Republic","14.7","2013","NaN"
"11838",760,"Syrian Arab Republic","14.7","2014","NaN"
"12639",760,"Syrian Arab Republic","14.7","2015","NaN"
"13440",760,"Syrian Arab Republic","14.7","2016","NaN"
"14241",760,"Syrian Arab Republic","14.7","2017","NaN"
"15042",760,"Syrian Arab Republic","14.7","2018",NA
"15843",760,"Syrian Arab Republic","14.7","2019",NA
"784",760,"Syrian Arab Republic","14.b","2000",NA
"1585",760,"Syrian Arab Republic","14.b","2001",NA
"2386",760,"Syrian Arab Republic","14.b","2002",NA
"3187",760,"Syrian Arab Republic","14.b","2003",NA
"3988",760,"Syrian Arab Republic","14.b","2004",NA
"4789",760,"Syrian Arab Republic","14.b","2005",NA
"5590",760,"Syrian Arab Republic","14.b","2006",NA
"6391",760,"Syrian Arab Republic","14.b","2007",NA
"7192",760,"Syrian Arab Republic","14.b","2008",NA
"7993",760,"Syrian Arab Republic","14.b","2009",NA
"8794",760,"Syrian Arab Republic","14.b","2010",NA
"9595",760,"Syrian Arab Republic","14.b","2011",NA
"10396",760,"Syrian Arab Republic","14.b","2012",NA
"11197",760,"Syrian Arab Republic","14.b","2013",NA
"11998",760,"Syrian Arab Republic","14.b","2014",NA
"12799",760,"Syrian Arab Republic","14.b","2015",NA
"13600",760,"Syrian Arab Republic","14.b","2016",NA
"14401",760,"Syrian Arab Republic","14.b","2017",NA
"15202",760,"Syrian Arab Republic","14.b","2018","NaN"
"16003",760,"Syrian Arab Republic","14.b","2019","NaN"
"144",764,"Thailand","14.1","2000",NA
"945",764,"Thailand","14.1","2001",NA
"1746",764,"Thailand","14.1","2002",NA
"2547",764,"Thailand","14.1","2003",NA
"3348",764,"Thailand","14.1","2004",NA
"4149",764,"Thailand","14.1","2005","1.61"
"4950",764,"Thailand","14.1","2006","1.17"
"5751",764,"Thailand","14.1","2007","0.9"
"6552",764,"Thailand","14.1","2008","2.06"
"7353",764,"Thailand","14.1","2009","1.72"
"8154",764,"Thailand","14.1","2010","2.18"
"8955",764,"Thailand","14.1","2011","0.82"
"9756",764,"Thailand","14.1","2012","2.97"
"10557",764,"Thailand","14.1","2013","2.03"
"11358",764,"Thailand","14.1","2014","4.22"
"12159",764,"Thailand","14.1","2015","2.33"
"12960",764,"Thailand","14.1","2016","3.28"
"13761",764,"Thailand","14.1","2017","4.72"
"14562",764,"Thailand","14.1","2018","2.53"
"15363",764,"Thailand","14.1","2019","1.75"
"304",764,"Thailand","14.5","2000","47.53539"
"1105",764,"Thailand","14.5","2001","47.53539"
"1906",764,"Thailand","14.5","2002","47.53539"
"2707",764,"Thailand","14.5","2003","47.53539"
"3508",764,"Thailand","14.5","2004","47.53539"
"4309",764,"Thailand","14.5","2005","47.53539"
"5110",764,"Thailand","14.5","2006","47.53539"
"5911",764,"Thailand","14.5","2007","47.53539"
"6712",764,"Thailand","14.5","2008","47.53539"
"7513",764,"Thailand","14.5","2009","47.53539"
"8314",764,"Thailand","14.5","2010","47.53539"
"9115",764,"Thailand","14.5","2011","47.53539"
"9916",764,"Thailand","14.5","2012","47.53539"
"10717",764,"Thailand","14.5","2013","47.53539"
"11518",764,"Thailand","14.5","2014","47.53539"
"12319",764,"Thailand","14.5","2015","47.53539"
"13120",764,"Thailand","14.5","2016","47.53539"
"13921",764,"Thailand","14.5","2017","47.53539"
"14722",764,"Thailand","14.5","2018","47.53539"
"15523",764,"Thailand","14.5","2019","47.53539"
"464",764,"Thailand","14.6","2000",NA
"1265",764,"Thailand","14.6","2001",NA
"2066",764,"Thailand","14.6","2002",NA
"2867",764,"Thailand","14.6","2003",NA
"3668",764,"Thailand","14.6","2004",NA
"4469",764,"Thailand","14.6","2005",NA
"5270",764,"Thailand","14.6","2006",NA
"6071",764,"Thailand","14.6","2007",NA
"6872",764,"Thailand","14.6","2008",NA
"7673",764,"Thailand","14.6","2009",NA
"8474",764,"Thailand","14.6","2010",NA
"9275",764,"Thailand","14.6","2011",NA
"10076",764,"Thailand","14.6","2012",NA
"10877",764,"Thailand","14.6","2013",NA
"11678",764,"Thailand","14.6","2014",NA
"12479",764,"Thailand","14.6","2015",NA
"13280",764,"Thailand","14.6","2016",NA
"14081",764,"Thailand","14.6","2017",NA
"14882",764,"Thailand","14.6","2018","100"
"15683",764,"Thailand","14.6","2019","100"
"625",764,"Thailand","14.7","2000",""
"1426",764,"Thailand","14.7","2001",""
"2227",764,"Thailand","14.7","2002",""
"3028",764,"Thailand","14.7","2003",""
"3829",764,"Thailand","14.7","2004",""
"4630",764,"Thailand","14.7","2005",""
"5431",764,"Thailand","14.7","2006",""
"6232",764,"Thailand","14.7","2007",""
"7033",764,"Thailand","14.7","2008",""
"7834",764,"Thailand","14.7","2009",""
"8635",764,"Thailand","14.7","2010",""
"9436",764,"Thailand","14.7","2011","0.45055"
"10237",764,"Thailand","14.7","2012",""
"11038",764,"Thailand","14.7","2013","0.36258"
"11839",764,"Thailand","14.7","2014",""
"12640",764,"Thailand","14.7","2015","0.32679"
"13441",764,"Thailand","14.7","2016",""
"14242",764,"Thailand","14.7","2017","0.3011"
"15043",764,"Thailand","14.7","2018",NA
"15844",764,"Thailand","14.7","2019",NA
"785",764,"Thailand","14.b","2000",NA
"1586",764,"Thailand","14.b","2001",NA
"2387",764,"Thailand","14.b","2002",NA
"3188",764,"Thailand","14.b","2003",NA
"3989",764,"Thailand","14.b","2004",NA
"4790",764,"Thailand","14.b","2005",NA
"5591",764,"Thailand","14.b","2006",NA
"6392",764,"Thailand","14.b","2007",NA
"7193",764,"Thailand","14.b","2008",NA
"7994",764,"Thailand","14.b","2009",NA
"8795",764,"Thailand","14.b","2010",NA
"9596",764,"Thailand","14.b","2011",NA
"10397",764,"Thailand","14.b","2012",NA
"11198",764,"Thailand","14.b","2013",NA
"11999",764,"Thailand","14.b","2014",NA
"12800",764,"Thailand","14.b","2015",NA
"13601",764,"Thailand","14.b","2016",NA
"14402",764,"Thailand","14.b","2017",NA
"15203",764,"Thailand","14.b","2018","100"
"16004",764,"Thailand","14.b","2019","100"
"145",626,"Timor-Leste","14.1","2000",NA
"946",626,"Timor-Leste","14.1","2001",NA
"1747",626,"Timor-Leste","14.1","2002",NA
"2548",626,"Timor-Leste","14.1","2003",NA
"3349",626,"Timor-Leste","14.1","2004",NA
"4150",626,"Timor-Leste","14.1","2005","1.1"
"4951",626,"Timor-Leste","14.1","2006","0.28"
"5752",626,"Timor-Leste","14.1","2007","2.62"
"6553",626,"Timor-Leste","14.1","2008","1.03"
"7354",626,"Timor-Leste","14.1","2009","9.51"
"8155",626,"Timor-Leste","14.1","2010","5.35"
"8956",626,"Timor-Leste","14.1","2011","1.35"
"9757",626,"Timor-Leste","14.1","2012","2.72"
"10558",626,"Timor-Leste","14.1","2013","3.37"
"11359",626,"Timor-Leste","14.1","2014","2.42"
"12160",626,"Timor-Leste","14.1","2015","2"
"12961",626,"Timor-Leste","14.1","2016","5.21"
"13762",626,"Timor-Leste","14.1","2017","1.95"
"14563",626,"Timor-Leste","14.1","2018","1.87"
"15364",626,"Timor-Leste","14.1","2019","2.05"
"305",626,"Timor-Leste","14.5","2000","9.78969"
"1106",626,"Timor-Leste","14.5","2001","9.78969"
"1907",626,"Timor-Leste","14.5","2002","9.78969"
"2708",626,"Timor-Leste","14.5","2003","9.78969"
"3509",626,"Timor-Leste","14.5","2004","9.78969"
"4310",626,"Timor-Leste","14.5","2005","9.78969"
"5111",626,"Timor-Leste","14.5","2006","9.78969"
"5912",626,"Timor-Leste","14.5","2007","9.78969"
"6713",626,"Timor-Leste","14.5","2008","18.66668"
"7514",626,"Timor-Leste","14.5","2009","18.66668"
"8315",626,"Timor-Leste","14.5","2010","18.66668"
"9116",626,"Timor-Leste","14.5","2011","18.66668"
"9917",626,"Timor-Leste","14.5","2012","18.66668"
"10718",626,"Timor-Leste","14.5","2013","18.66668"
"11519",626,"Timor-Leste","14.5","2014","18.66668"
"12320",626,"Timor-Leste","14.5","2015","18.66668"
"13121",626,"Timor-Leste","14.5","2016","19.6113"
"13922",626,"Timor-Leste","14.5","2017","19.6113"
"14723",626,"Timor-Leste","14.5","2018","19.6113"
"15524",626,"Timor-Leste","14.5","2019","19.6113"
"465",626,"Timor-Leste","14.6","2000",NA
"1266",626,"Timor-Leste","14.6","2001",NA
"2067",626,"Timor-Leste","14.6","2002",NA
"2868",626,"Timor-Leste","14.6","2003",NA
"3669",626,"Timor-Leste","14.6","2004",NA
"4470",626,"Timor-Leste","14.6","2005",NA
"5271",626,"Timor-Leste","14.6","2006",NA
"6072",626,"Timor-Leste","14.6","2007",NA
"6873",626,"Timor-Leste","14.6","2008",NA
"7674",626,"Timor-Leste","14.6","2009",NA
"8475",626,"Timor-Leste","14.6","2010",NA
"9276",626,"Timor-Leste","14.6","2011",NA
"10077",626,"Timor-Leste","14.6","2012",NA
"10878",626,"Timor-Leste","14.6","2013",NA
"11679",626,"Timor-Leste","14.6","2014",NA
"12480",626,"Timor-Leste","14.6","2015",NA
"13281",626,"Timor-Leste","14.6","2016",NA
"14082",626,"Timor-Leste","14.6","2017",NA
"14883",626,"Timor-Leste","14.6","2018","NaN"
"15684",626,"Timor-Leste","14.6","2019","NaN"
"626",626,"Timor-Leste","14.7","2000","NaN"
"1427",626,"Timor-Leste","14.7","2001","NaN"
"2228",626,"Timor-Leste","14.7","2002","NaN"
"3029",626,"Timor-Leste","14.7","2003","NaN"
"3830",626,"Timor-Leste","14.7","2004","NaN"
"4631",626,"Timor-Leste","14.7","2005","NaN"
"5432",626,"Timor-Leste","14.7","2006","NaN"
"6233",626,"Timor-Leste","14.7","2007","NaN"
"7034",626,"Timor-Leste","14.7","2008","NaN"
"7835",626,"Timor-Leste","14.7","2009","NaN"
"8636",626,"Timor-Leste","14.7","2010","NaN"
"9437",626,"Timor-Leste","14.7","2011","NaN"
"10238",626,"Timor-Leste","14.7","2012","NaN"
"11039",626,"Timor-Leste","14.7","2013","NaN"
"11840",626,"Timor-Leste","14.7","2014","NaN"
"12641",626,"Timor-Leste","14.7","2015","NaN"
"13442",626,"Timor-Leste","14.7","2016","NaN"
"14243",626,"Timor-Leste","14.7","2017","NaN"
"15044",626,"Timor-Leste","14.7","2018",NA
"15845",626,"Timor-Leste","14.7","2019",NA
"786",626,"Timor-Leste","14.b","2000",NA
"1587",626,"Timor-Leste","14.b","2001",NA
"2388",626,"Timor-Leste","14.b","2002",NA
"3189",626,"Timor-Leste","14.b","2003",NA
"3990",626,"Timor-Leste","14.b","2004",NA
"4791",626,"Timor-Leste","14.b","2005",NA
"5592",626,"Timor-Leste","14.b","2006",NA
"6393",626,"Timor-Leste","14.b","2007",NA
"7194",626,"Timor-Leste","14.b","2008",NA
"7995",626,"Timor-Leste","14.b","2009",NA
"8796",626,"Timor-Leste","14.b","2010",NA
"9597",626,"Timor-Leste","14.b","2011",NA
"10398",626,"Timor-Leste","14.b","2012",NA
"11199",626,"Timor-Leste","14.b","2013",NA
"12000",626,"Timor-Leste","14.b","2014",NA
"12801",626,"Timor-Leste","14.b","2015",NA
"13602",626,"Timor-Leste","14.b","2016",NA
"14403",626,"Timor-Leste","14.b","2017",NA
"15204",626,"Timor-Leste","14.b","2018","NaN"
"16005",626,"Timor-Leste","14.b","2019","NaN"
"146",772,"Tokelau","14.1","2000",NA
"947",772,"Tokelau","14.1","2001",NA
"1748",772,"Tokelau","14.1","2002",NA
"2549",772,"Tokelau","14.1","2003",NA
"3350",772,"Tokelau","14.1","2004",NA
"4151",772,"Tokelau","14.1","2005","4.05"
"4952",772,"Tokelau","14.1","2006","35.34"
"5753",772,"Tokelau","14.1","2007","12.46"
"6554",772,"Tokelau","14.1","2008","0.63"
"7355",772,"Tokelau","14.1","2009","0.1"
"8156",772,"Tokelau","14.1","2010","3.53"
"8957",772,"Tokelau","14.1","2011","0.02"
"9758",772,"Tokelau","14.1","2012","0.74"
"10559",772,"Tokelau","14.1","2013","9.56"
"11360",772,"Tokelau","14.1","2014","2.3"
"12161",772,"Tokelau","14.1","2015","2.5"
"12962",772,"Tokelau","14.1","2016","10.9"
"13763",772,"Tokelau","14.1","2017","26.47"
"14564",772,"Tokelau","14.1","2018","6.07"
"15365",772,"Tokelau","14.1","2019","4.28"
"306",772,"Tokelau","14.5","2000","0"
"1107",772,"Tokelau","14.5","2001","0"
"1908",772,"Tokelau","14.5","2002","0"
"2709",772,"Tokelau","14.5","2003","0"
"3510",772,"Tokelau","14.5","2004","0"
"4311",772,"Tokelau","14.5","2005","0"
"5112",772,"Tokelau","14.5","2006","0"
"5913",772,"Tokelau","14.5","2007","0"
"6714",772,"Tokelau","14.5","2008","0"
"7515",772,"Tokelau","14.5","2009","0"
"8316",772,"Tokelau","14.5","2010","0"
"9117",772,"Tokelau","14.5","2011","0"
"9918",772,"Tokelau","14.5","2012","0"
"10719",772,"Tokelau","14.5","2013","0"
"11520",772,"Tokelau","14.5","2014","0"
"12321",772,"Tokelau","14.5","2015","0"
"13122",772,"Tokelau","14.5","2016","0"
"13923",772,"Tokelau","14.5","2017","0"
"14724",772,"Tokelau","14.5","2018","0"
"15525",772,"Tokelau","14.5","2019","0"
"466",772,"Tokelau","14.6","2000",NA
"1267",772,"Tokelau","14.6","2001",NA
"2068",772,"Tokelau","14.6","2002",NA
"2869",772,"Tokelau","14.6","2003",NA
"3670",772,"Tokelau","14.6","2004",NA
"4471",772,"Tokelau","14.6","2005",NA
"5272",772,"Tokelau","14.6","2006",NA
"6073",772,"Tokelau","14.6","2007",NA
"6874",772,"Tokelau","14.6","2008",NA
"7675",772,"Tokelau","14.6","2009",NA
"8476",772,"Tokelau","14.6","2010",NA
"9277",772,"Tokelau","14.6","2011",NA
"10078",772,"Tokelau","14.6","2012",NA
"10879",772,"Tokelau","14.6","2013",NA
"11680",772,"Tokelau","14.6","2014",NA
"12481",772,"Tokelau","14.6","2015",NA
"13282",772,"Tokelau","14.6","2016",NA
"14083",772,"Tokelau","14.6","2017",NA
"14884",772,"Tokelau","14.6","2018","NaN"
"15685",772,"Tokelau","14.6","2019","NaN"
"627",772,"Tokelau","14.7","2000","NaN"
"1428",772,"Tokelau","14.7","2001","NaN"
"2229",772,"Tokelau","14.7","2002","NaN"
"3030",772,"Tokelau","14.7","2003","NaN"
"3831",772,"Tokelau","14.7","2004","NaN"
"4632",772,"Tokelau","14.7","2005","NaN"
"5433",772,"Tokelau","14.7","2006","NaN"
"6234",772,"Tokelau","14.7","2007","NaN"
"7035",772,"Tokelau","14.7","2008","NaN"
"7836",772,"Tokelau","14.7","2009","NaN"
"8637",772,"Tokelau","14.7","2010","NaN"
"9438",772,"Tokelau","14.7","2011","NaN"
"10239",772,"Tokelau","14.7","2012","NaN"
"11040",772,"Tokelau","14.7","2013","NaN"
"11841",772,"Tokelau","14.7","2014","NaN"
"12642",772,"Tokelau","14.7","2015","NaN"
"13443",772,"Tokelau","14.7","2016","NaN"
"14244",772,"Tokelau","14.7","2017","NaN"
"15045",772,"Tokelau","14.7","2018",NA
"15846",772,"Tokelau","14.7","2019",NA
"787",772,"Tokelau","14.b","2000",NA
"1588",772,"Tokelau","14.b","2001",NA
"2389",772,"Tokelau","14.b","2002",NA
"3190",772,"Tokelau","14.b","2003",NA
"3991",772,"Tokelau","14.b","2004",NA
"4792",772,"Tokelau","14.b","2005",NA
"5593",772,"Tokelau","14.b","2006",NA
"6394",772,"Tokelau","14.b","2007",NA
"7195",772,"Tokelau","14.b","2008",NA
"7996",772,"Tokelau","14.b","2009",NA
"8797",772,"Tokelau","14.b","2010",NA
"9598",772,"Tokelau","14.b","2011",NA
"10399",772,"Tokelau","14.b","2012",NA
"11200",772,"Tokelau","14.b","2013",NA
"12001",772,"Tokelau","14.b","2014",NA
"12802",772,"Tokelau","14.b","2015",NA
"13603",772,"Tokelau","14.b","2016",NA
"14404",772,"Tokelau","14.b","2017",NA
"15205",772,"Tokelau","14.b","2018","NaN"
"16006",772,"Tokelau","14.b","2019","NaN"
"147",776,"Tonga","14.1","2000",NA
"948",776,"Tonga","14.1","2001",NA
"1749",776,"Tonga","14.1","2002",NA
"2550",776,"Tonga","14.1","2003",NA
"3351",776,"Tonga","14.1","2004",NA
"4152",776,"Tonga","14.1","2005","2.4"
"4953",776,"Tonga","14.1","2006","2.17"
"5754",776,"Tonga","14.1","2007","3.45"
"6555",776,"Tonga","14.1","2008","3.63"
"7356",776,"Tonga","14.1","2009","9.33"
"8157",776,"Tonga","14.1","2010","10.19"
"8958",776,"Tonga","14.1","2011","4.39"
"9759",776,"Tonga","14.1","2012","10.28"
"10560",776,"Tonga","14.1","2013","6.21"
"11361",776,"Tonga","14.1","2014","5.34"
"12162",776,"Tonga","14.1","2015","2.23"
"12963",776,"Tonga","14.1","2016","4.54"
"13764",776,"Tonga","14.1","2017","4.02"
"14565",776,"Tonga","14.1","2018","3.18"
"15366",776,"Tonga","14.1","2019","0.89"
"307",776,"Tonga","14.5","2000","9.11401"
"1108",776,"Tonga","14.5","2001","18.29469"
"1909",776,"Tonga","14.5","2002","18.29469"
"2710",776,"Tonga","14.5","2003","18.29469"
"3511",776,"Tonga","14.5","2004","18.29469"
"4312",776,"Tonga","14.5","2005","18.29469"
"5113",776,"Tonga","14.5","2006","18.29469"
"5914",776,"Tonga","14.5","2007","18.29469"
"6715",776,"Tonga","14.5","2008","19.16825"
"7516",776,"Tonga","14.5","2009","19.16825"
"8317",776,"Tonga","14.5","2010","19.16825"
"9118",776,"Tonga","14.5","2011","19.16825"
"9919",776,"Tonga","14.5","2012","19.16825"
"10720",776,"Tonga","14.5","2013","19.16825"
"11521",776,"Tonga","14.5","2014","19.16825"
"12322",776,"Tonga","14.5","2015","19.16825"
"13123",776,"Tonga","14.5","2016","19.16825"
"13924",776,"Tonga","14.5","2017","19.16825"
"14725",776,"Tonga","14.5","2018","19.16825"
"15526",776,"Tonga","14.5","2019","19.16825"
"467",776,"Tonga","14.6","2000",NA
"1268",776,"Tonga","14.6","2001",NA
"2069",776,"Tonga","14.6","2002",NA
"2870",776,"Tonga","14.6","2003",NA
"3671",776,"Tonga","14.6","2004",NA
"4472",776,"Tonga","14.6","2005",NA
"5273",776,"Tonga","14.6","2006",NA
"6074",776,"Tonga","14.6","2007",NA
"6875",776,"Tonga","14.6","2008",NA
"7676",776,"Tonga","14.6","2009",NA
"8477",776,"Tonga","14.6","2010",NA
"9278",776,"Tonga","14.6","2011",NA
"10079",776,"Tonga","14.6","2012",NA
"10880",776,"Tonga","14.6","2013",NA
"11681",776,"Tonga","14.6","2014",NA
"12482",776,"Tonga","14.6","2015",NA
"13283",776,"Tonga","14.6","2016",NA
"14084",776,"Tonga","14.6","2017",NA
"14885",776,"Tonga","14.6","2018","60"
"15686",776,"Tonga","14.6","2019","60"
"628",776,"Tonga","14.7","2000",""
"1429",776,"Tonga","14.7","2001",""
"2230",776,"Tonga","14.7","2002",""
"3031",776,"Tonga","14.7","2003",""
"3832",776,"Tonga","14.7","2004",""
"4633",776,"Tonga","14.7","2005",""
"5434",776,"Tonga","14.7","2006",""
"6235",776,"Tonga","14.7","2007",""
"7036",776,"Tonga","14.7","2008",""
"7837",776,"Tonga","14.7","2009",""
"8638",776,"Tonga","14.7","2010",""
"9439",776,"Tonga","14.7","2011","1.98856"
"10240",776,"Tonga","14.7","2012",""
"11041",776,"Tonga","14.7","2013","2.24317"
"11842",776,"Tonga","14.7","2014",""
"12643",776,"Tonga","14.7","2015","1.8679"
"13444",776,"Tonga","14.7","2016",""
"14245",776,"Tonga","14.7","2017","1.71563"
"15046",776,"Tonga","14.7","2018",NA
"15847",776,"Tonga","14.7","2019",NA
"788",776,"Tonga","14.b","2000",NA
"1589",776,"Tonga","14.b","2001",NA
"2390",776,"Tonga","14.b","2002",NA
"3191",776,"Tonga","14.b","2003",NA
"3992",776,"Tonga","14.b","2004",NA
"4793",776,"Tonga","14.b","2005",NA
"5594",776,"Tonga","14.b","2006",NA
"6395",776,"Tonga","14.b","2007",NA
"7196",776,"Tonga","14.b","2008",NA
"7997",776,"Tonga","14.b","2009",NA
"8798",776,"Tonga","14.b","2010",NA
"9599",776,"Tonga","14.b","2011",NA
"10400",776,"Tonga","14.b","2012",NA
"11201",776,"Tonga","14.b","2013",NA
"12002",776,"Tonga","14.b","2014",NA
"12803",776,"Tonga","14.b","2015",NA
"13604",776,"Tonga","14.b","2016",NA
"14405",776,"Tonga","14.b","2017",NA
"15206",776,"Tonga","14.b","2018","40"
"16007",776,"Tonga","14.b","2019","40"
"148",780,"Trinidad and Tobago","14.1","2000",NA
"949",780,"Trinidad and Tobago","14.1","2001",NA
"1750",780,"Trinidad and Tobago","14.1","2002",NA
"2551",780,"Trinidad and Tobago","14.1","2003",NA
"3352",780,"Trinidad and Tobago","14.1","2004",NA
"4153",780,"Trinidad and Tobago","14.1","2005","6.52"
"4954",780,"Trinidad and Tobago","14.1","2006","9.52"
"5755",780,"Trinidad and Tobago","14.1","2007","5.15"
"6556",780,"Trinidad and Tobago","14.1","2008","9.05"
"7357",780,"Trinidad and Tobago","14.1","2009","14.63"
"8158",780,"Trinidad and Tobago","14.1","2010","1.63"
"8959",780,"Trinidad and Tobago","14.1","2011","11.48"
"9760",780,"Trinidad and Tobago","14.1","2012","11.34"
"10561",780,"Trinidad and Tobago","14.1","2013","16.3"
"11362",780,"Trinidad and Tobago","14.1","2014","16.43"
"12163",780,"Trinidad and Tobago","14.1","2015","12.69"
"12964",780,"Trinidad and Tobago","14.1","2016","17.12"
"13765",780,"Trinidad and Tobago","14.1","2017","11.38"
"14566",780,"Trinidad and Tobago","14.1","2018","13.89"
"15367",780,"Trinidad and Tobago","14.1","2019","14.75"
"308",780,"Trinidad and Tobago","14.5","2000","8.49055"
"1109",780,"Trinidad and Tobago","14.5","2001","8.49055"
"1910",780,"Trinidad and Tobago","14.5","2002","8.49055"
"2711",780,"Trinidad and Tobago","14.5","2003","8.49055"
"3512",780,"Trinidad and Tobago","14.5","2004","8.49055"
"4313",780,"Trinidad and Tobago","14.5","2005","8.49055"
"5114",780,"Trinidad and Tobago","14.5","2006","8.49055"
"5915",780,"Trinidad and Tobago","14.5","2007","8.49055"
"6716",780,"Trinidad and Tobago","14.5","2008","8.49055"
"7517",780,"Trinidad and Tobago","14.5","2009","8.49055"
"8318",780,"Trinidad and Tobago","14.5","2010","8.49055"
"9119",780,"Trinidad and Tobago","14.5","2011","8.49055"
"9920",780,"Trinidad and Tobago","14.5","2012","8.49055"
"10721",780,"Trinidad and Tobago","14.5","2013","8.49055"
"11522",780,"Trinidad and Tobago","14.5","2014","8.49055"
"12323",780,"Trinidad and Tobago","14.5","2015","8.49055"
"13124",780,"Trinidad and Tobago","14.5","2016","8.49055"
"13925",780,"Trinidad and Tobago","14.5","2017","8.49055"
"14726",780,"Trinidad and Tobago","14.5","2018","8.49055"
"15527",780,"Trinidad and Tobago","14.5","2019","8.49055"
"468",780,"Trinidad and Tobago","14.6","2000",NA
"1269",780,"Trinidad and Tobago","14.6","2001",NA
"2070",780,"Trinidad and Tobago","14.6","2002",NA
"2871",780,"Trinidad and Tobago","14.6","2003",NA
