"","Country","Year","Value_sum","SDG"
"768","Saint Vincent and the Grenadines",2004,26.551506,"14"
"928","Saint Vincent and the Grenadines",2005,26.551506,"14"
"1088","Saint Vincent and the Grenadines",2006,25.905506,"14"
"1248","Saint Vincent and the Grenadines",2007,25.941506,"14"
"1408","Saint Vincent and the Grenadines",2008,26.383506,"14"
"1568","Saint Vincent and the Grenadines",2009,26.993506,"14"
"1728","Saint Vincent and the Grenadines",2010,25.499506,"14"
"1888","Saint Vincent and the Grenadines",2011,26.563506,"14"
"2048","Saint Vincent and the Grenadines",2012,26.6301916086649,"14"
"2208","Saint Vincent and the Grenadines",2013,28.061244,"14"
"2368","Saint Vincent and the Grenadines",2014,28.589046,"14"
"2528","Saint Vincent and the Grenadines",2015,26.714848,"14"
"2688","Saint Vincent and the Grenadines",2016,26.2558562121043,"14"
"2848","Saint Vincent and the Grenadines",2017,26.901622,"14"
"3008","Saint Vincent and the Grenadines",2018,26.885622,"14"
"3168","Saint Vincent and the Grenadines",2019,26.373622,"14"
"129","Samoa",2000,17.327886,"14"
"289","Samoa",2001,17.327886,"14"
"449","Samoa",2002,17.327886,"14"
"609","Samoa",2003,17.327886,"14"
"769","Samoa",2004,17.327886,"14"
"929","Samoa",2005,17.327886,"14"
"1089","Samoa",2006,17.415886,"14"
"1249","Samoa",2007,17.853886,"14"
"1409","Samoa",2008,17.245886,"14"
"1569","Samoa",2009,17.209886,"14"
"1729","Samoa",2010,16.929886,"14"
"1889","Samoa",2011,17.009886,"14"
"2049","Samoa",2012,16.8910872459219,"14"
"2209","Samoa",2013,17.105304,"14"
"2369","Samoa",2014,17.309448,"14"
"2529","Samoa",2015,17.071592,"14"
"2689","Samoa",2016,17.0140785944725,"14"
"2849","Samoa",2017,18.219312,"14"
"3009","Samoa",2018,17.239312,"14"
"3169","Samoa",2019,17.711312,"14"
"130","Sao Tome and Principe",2000,32.829994,"14"
"290","Sao Tome and Principe",2001,32.829994,"14"
"450","Sao Tome and Principe",2002,32.829994,"14"
"610","Sao Tome and Principe",2003,32.829994,"14"
"770","Sao Tome and Principe",2004,32.829994,"14"
"930","Sao Tome and Principe",2005,32.829994,"14"
"1090","Sao Tome and Principe",2006,49.473504,"14"
"1250","Sao Tome and Principe",2007,49.271504,"14"
"1410","Sao Tome and Principe",2008,49.335504,"14"
"1570","Sao Tome and Principe",2009,49.299504,"14"
"1730","Sao Tome and Principe",2010,49.423504,"14"
"1890","Sao Tome and Principe",2011,49.393504,"14"
"2050","Sao Tome and Principe",2012,49.8424585097581,"14"
"2210","Sao Tome and Principe",2013,49.85704,"14"
"2370","Sao Tome and Principe",2014,49.993902,"14"
"2530","Sao Tome and Principe",2015,49.616764,"14"
"2690","Sao Tome and Principe",2016,50.0020509724785,"14"
"2850","Sao Tome and Principe",2017,49.842116,"14"
"3010","Sao Tome and Principe",2018,50.174116,"14"
"3170","Sao Tome and Principe",2019,50.200116,"14"
"131","Saudi Arabia",2000,5.593974,"14"
"291","Saudi Arabia",2001,5.593974,"14"
"451","Saudi Arabia",2002,5.593974,"14"
"611","Saudi Arabia",2003,5.593974,"14"
"771","Saudi Arabia",2004,5.593974,"14"
"931","Saudi Arabia",2005,5.593974,"14"
"1091","Saudi Arabia",2006,5.585974,"14"
"1251","Saudi Arabia",2007,5.737974,"14"
"1411","Saudi Arabia",2008,5.501974,"14"
"1571","Saudi Arabia",2009,5.491974,"14"
"1731","Saudi Arabia",2010,5.665974,"14"
"1891","Saudi Arabia",2011,5.403974,"14"
"2051","Saudi Arabia",2012,5.575974,"14"
"2211","Saudi Arabia",2013,5.687974,"14"
"2371","Saudi Arabia",2014,5.639974,"14"
"2531","Saudi Arabia",2015,5.357974,"14"
"2691","Saudi Arabia",2016,5.403974,"14"
"2851","Saudi Arabia",2017,5.629974,"14"
"3011","Saudi Arabia",2018,5.801974,"14"
"3171","Saudi Arabia",2019,5.835974,"14"
"132","Senegal",2000,44.42638,"14"
"292","Senegal",2001,44.42638,"14"
"452","Senegal",2002,44.42638,"14"
"612","Senegal",2003,44.42638,"14"
"772","Senegal",2004,45.251914,"14"
"932","Senegal",2005,45.251914,"14"
"1092","Senegal",2006,45.039914,"14"
"1252","Senegal",2007,43.931914,"14"
"1412","Senegal",2008,46.153914,"14"
"1572","Senegal",2009,44.313914,"14"
"1732","Senegal",2010,46.939914,"14"
"1892","Senegal",2011,45.203914,"14"
"2052","Senegal",2012,44.901914,"14"
"2212","Senegal",2013,47.061914,"14"
"2372","Senegal",2014,44.385914,"14"
"2532","Senegal",2015,44.139914,"14"
"2692","Senegal",2016,45.636991,"14"
"2852","Senegal",2017,46.037982,"14"
"3012","Senegal",2018,45.301982,"14"
"3172","Senegal",2019,46.075982,"14"
"133","Seychelles",2000,38.622644,"14"
"293","Seychelles",2001,38.622644,"14"
"453","Seychelles",2002,38.622644,"14"
"613","Seychelles",2003,38.622644,"14"
"773","Seychelles",2004,38.622644,"14"
"933","Seychelles",2005,38.622644,"14"
"1093","Seychelles",2006,38.708644,"14"
"1253","Seychelles",2007,39.250644,"14"
"1413","Seychelles",2008,39.768644,"14"
"1573","Seychelles",2009,39.292644,"14"
"1733","Seychelles",2010,38.654644,"14"
"1893","Seychelles",2011,41.860644,"14"
"2053","Seychelles",2012,39.0788562507595,"14"
"2213","Seychelles",2013,38.866724,"14"
"2373","Seychelles",2014,39.041684,"14"
"2533","Seychelles",2015,39.340644,"14"
"2693","Seychelles",2016,38.8775644182422,"14"
"2853","Seychelles",2017,38.644872,"14"
"3013","Seychelles",2018,38.614872,"14"
"3173","Seychelles",2019,39.014872,"14"
"134","Sierra Leone",2000,22.080294,"14"
"294","Sierra Leone",2001,22.080294,"14"
"454","Sierra Leone",2002,22.080294,"14"
"614","Sierra Leone",2003,22.080294,"14"
"774","Sierra Leone",2004,22.080294,"14"
"934","Sierra Leone",2005,22.080294,"14"
"1094","Sierra Leone",2006,21.838294,"14"
"1254","Sierra Leone",2007,21.872294,"14"
"1414","Sierra Leone",2008,22.050294,"14"
"1574","Sierra Leone",2009,22.106294,"14"
"1734","Sierra Leone",2010,21.902294,"14"
"1894","Sierra Leone",2011,21.836294,"14"
"2054","Sierra Leone",2012,22.0148017242032,"14"
"2214","Sierra Leone",2013,22.420982,"14"
"2374","Sierra Leone",2014,22.291409,"14"
"2534","Sierra Leone",2015,21.889836,"14"
"2694","Sierra Leone",2016,22.4953478133649,"14"
"2854","Sierra Leone",2017,21.899514,"14"
"3014","Sierra Leone",2018,22.465514,"14"
"3174","Sierra Leone",2019,23.145514,"14"
"135","Solomon Islands",2000,32.559818,"14"
"295","Solomon Islands",2001,32.559818,"14"
"455","Solomon Islands",2002,32.559818,"14"
"615","Solomon Islands",2003,32.559818,"14"
"775","Solomon Islands",2004,32.569348,"14"
"935","Solomon Islands",2005,32.569384,"14"
"1095","Solomon Islands",2006,32.675488,"14"
"1255","Solomon Islands",2007,33.431574,"14"
"1415","Solomon Islands",2008,33.195574,"14"
"1575","Solomon Islands",2009,34.267574,"14"
"1735","Solomon Islands",2010,33.805574,"14"
"1895","Solomon Islands",2011,33.555574,"14"
"2055","Solomon Islands",2012,36.023574,"14"
"2215","Solomon Islands",2013,33.363574,"14"
"2375","Solomon Islands",2014,34.133574,"14"
"2535","Solomon Islands",2015,32.801574,"14"
"2695","Solomon Islands",2016,33.281574,"14"
"2855","Solomon Islands",2017,34.067574,"14"
"3015","Solomon Islands",2018,34.669574,"14"
"3175","Solomon Islands",2019,33.817574,"14"
"136","Somalia",2000,32.738,"14"
"296","Somalia",2001,32.738,"14"
"456","Somalia",2002,32.738,"14"
"616","Somalia",2003,32.738,"14"
"776","Somalia",2004,32.738,"14"
"936","Somalia",2005,32.738,"14"
"1096","Somalia",2006,33.892,"14"
"1256","Somalia",2007,34.544,"14"
"1416","Somalia",2008,35.1,"14"
"1576","Somalia",2009,34.01,"14"
"1736","Somalia",2010,33.86,"14"
"1896","Somalia",2011,35.082,"14"
"2056","Somalia",2012,34.924,"14"
"2216","Somalia",2013,34.222,"14"
"2376","Somalia",2014,35.05,"14"
"2536","Somalia",2015,35.324,"14"
"2696","Somalia",2016,34.214,"14"
"2856","Somalia",2017,33.664,"14"
"3016","Somalia",2018,33.65,"14"
"3176","Somalia",2019,35.548,"14"
"137","South Africa",2000,8.23227,"14"
"297","South Africa",2001,8.236046,"14"
"457","South Africa",2002,8.244328,"14"
"617","South Africa",2003,8.256106,"14"
"777","South Africa",2004,8.5477,"14"
"937","South Africa",2005,8.5477,"14"
"1097","South Africa",2006,8.4097,"14"
"1257","South Africa",2007,8.447912,"14"
"1417","South Africa",2008,8.673912,"14"
"1577","South Africa",2009,8.617912,"14"
"1737","South Africa",2010,8.469912,"14"
"1897","South Africa",2011,8.563912,"14"
"2057","South Africa",2012,8.80876294844339,"14"
"2217","South Africa",2013,8.610104,"14"
"2377","South Africa",2014,8.762819,"14"
"2537","South Africa",2015,8.958194,"14"
"2697","South Africa",2016,9.18443032912937,"14"
"2857","South Africa",2017,8.945716,"14"
"3017","South Africa",2018,9.139082,"14"
"3177","South Africa",2019,10.08556,"14"
"138","Spain",2000,46.965336,"14"
"298","Spain",2001,47.255866,"14"
"458","Spain",2002,47.287622,"14"
"618","Spain",2003,47.60012,"14"
"778","Spain",2004,47.787308,"14"
"938","Spain",2005,47.814928,"14"
"1098","Spain",2006,47.950436,"14"
"1258","Spain",2007,48.39049,"14"
"1418","Spain",2008,48.312624,"14"
"1578","Spain",2009,48.106412,"14"
"1738","Spain",2010,48.157794,"14"
"1898","Spain",2011,48.078924,"14"
"2058","Spain",2012,48.4619578969288,"14"
"2218","Spain",2013,48.612174,"14"
"2378","Spain",2014,53.604575,"14"
"2538","Spain",2015,53.1771,"14"
"2698","Spain",2016,53.409445292128,"14"
"2858","Spain",2017,53.516604,"14"
"3018","Spain",2018,53.934604,"14"
"3178","Spain",2019,54.644604,"14"
"139","Sri Lanka",2000,45.997782,"14"
"299","Sri Lanka",2001,45.997782,"14"
"459","Sri Lanka",2002,45.997782,"14"
"619","Sri Lanka",2003,45.997782,"14"
"779","Sri Lanka",2004,45.997782,"14"
"939","Sri Lanka",2005,45.997782,"14"
"1099","Sri Lanka",2006,47.721782,"14"
"1259","Sri Lanka",2007,46.555782,"14"
"1419","Sri Lanka",2008,47.017782,"14"
"1579","Sri Lanka",2009,46.577782,"14"
"1739","Sri Lanka",2010,46.015782,"14"
"1899","Sri Lanka",2011,46.623782,"14"
"2059","Sri Lanka",2012,47.6165500351216,"14"
"2219","Sri Lanka",2013,46.769676,"14"
"2379","Sri Lanka",2014,47.856915,"14"
"2539","Sri Lanka",2015,48.990154,"14"
"2699","Sri Lanka",2016,47.2654143568864,"14"
"2859","Sri Lanka",2017,46.92061,"14"
"3019","Sri Lanka",2018,47.31861,"14"
"3179","Sri Lanka",2019,48.94461,"14"
"140","Sudan",2000,25.738,"14"
"300","Sudan",2001,25.738,"14"
"460","Sudan",2002,25.738,"14"
"620","Sudan",2003,25.738,"14"
"780","Sudan",2004,25.738,"14"
"940","Sudan",2005,25.738,"14"
"1100","Sudan",2006,25.572,"14"
"1260","Sudan",2007,25.178,"14"
"1420","Sudan",2008,26.014,"14"
"1580","Sudan",2009,25.052,"14"
"1740","Sudan",2010,25.882,"14"
"1900","Sudan",2011,25.696,"14"
"2060","Sudan",2012,25.118,"14"
"2220","Sudan",2013,25.876,"14"
"2380","Sudan",2014,27.22,"14"
"2540","Sudan",2015,25.944,"14"
"2700","Sudan",2016,35.798238,"14"
"2860","Sudan",2017,36.364238,"14"
"3020","Sudan",2018,35.634238,"14"
"3180","Sudan",2019,35.936238,"14"
"141","Suriname",2000,42.330894,"14"
"301","Suriname",2001,42.330894,"14"
"461","Suriname",2002,42.330894,"14"
"621","Suriname",2003,42.330894,"14"
"781","Suriname",2004,42.330894,"14"
"941","Suriname",2005,42.330894,"14"
"1101","Suriname",2006,41.968894,"14"
"1261","Suriname",2007,41.712894,"14"
"1421","Suriname",2008,43.016894,"14"
"1581","Suriname",2009,41.434894,"14"
"1741","Suriname",2010,41.322894,"14"
"1901","Suriname",2011,41.270894,"14"
"2061","Suriname",2012,43.0809430054245,"14"
"2221","Suriname",2013,42.451684,"14"
"2381","Suriname",2014,41.400402,"14"
"2541","Suriname",2015,41.55712,"14"
"2701","Suriname",2016,42.6808636950123,"14"
"2861","Suriname",2017,41.770122,"14"
"3021","Suriname",2018,40.866122,"14"
"3181","Suriname",2019,41.620122,"14"
"142","Sweden",2000,44.78769,"14"
"302","Sweden",2001,45.149876,"14"
"462","Sweden",2002,45.474574,"14"
"622","Sweden",2003,45.595486,"14"
"782","Sweden",2004,45.952618,"14"
"942","Sweden",2005,46.23604,"14"
"1102","Sweden",2006,46.35306,"14"
"1262","Sweden",2007,46.30706,"14"
"1422","Sweden",2008,47.528388,"14"
"1582","Sweden",2009,47.598466,"14"
"1742","Sweden",2010,47.67471,"14"
"1902","Sweden",2011,47.572488,"14"
"2062","Sweden",2012,47.7294426592266,"14"
"2222","Sweden",2013,47.673334,"14"
"2382","Sweden",2014,47.6917560109089,"14"
"2542","Sweden",2015,47.681108,"14"
"2702","Sweden",2016,48.1867114097912,"14"
"2862","Sweden",2017,48.219288,"14"
"3022","Sweden",2018,48.273696,"14"
"3182","Sweden",2019,48.36691,"14"
"143","Syrian Arab Republic",2000,0.176,"14"
"303","Syrian Arab Republic",2001,0.176,"14"
"463","Syrian Arab Republic",2002,0.176,"14"
"623","Syrian Arab Republic",2003,0.176,"14"
"783","Syrian Arab Republic",2004,0.176,"14"
"943","Syrian Arab Republic",2005,0.176,"14"
"1103","Syrian Arab Republic",2006,0.176,"14"
"1263","Syrian Arab Republic",2007,0.176,"14"
"1423","Syrian Arab Republic",2008,0.176,"14"
"1583","Syrian Arab Republic",2009,0.477291973230108,"14"
"1743","Syrian Arab Republic",2010,0.942,"14"
"1903","Syrian Arab Republic",2011,2.588,"14"
"2063","Syrian Arab Republic",2012,3.19774575735774,"14"
"2223","Syrian Arab Republic",2013,3.60826209674952,"14"
"2383","Syrian Arab Republic",2014,3.824,"14"
"2543","Syrian Arab Republic",2015,2.236,"14"
"2703","Syrian Arab Republic",2016,0.648,"14"
"2863","Syrian Arab Republic",2017,0.374293258686094,"14"
"3023","Syrian Arab Republic",2018,0.176,"14"
"3183","Syrian Arab Republic",2019,0.176,"14"
"144","Thailand",2000,49.919188,"14"
"304","Thailand",2001,49.919188,"14"
"464","Thailand",2002,49.919188,"14"
"624","Thailand",2003,49.919188,"14"
"784","Thailand",2004,49.919188,"14"
"944","Thailand",2005,49.919188,"14"
"1104","Thailand",2006,49.831188,"14"
"1264","Thailand",2007,49.777188,"14"
"1424","Thailand",2008,50.009188,"14"
"1584","Thailand",2009,49.941188,"14"
"1744","Thailand",2010,50.033188,"14"
"1904","Thailand",2011,49.761188,"14"
"2064","Thailand",2012,50.180484042124,"14"
"2224","Thailand",2013,49.985594,"14"
"2384","Thailand",2014,50.4196195882635,"14"
"2544","Thailand",2015,50.038436,"14"
"2704","Thailand",2016,50.2256560756351,"14"
"2864","Thailand",2017,50.511298,"14"
"3024","Thailand",2018,50.073298,"14"
"3184","Thailand",2019,49.917298,"14"
"145","Timor-Leste",2000,2.177938,"14"
"305","Timor-Leste",2001,2.177938,"14"
"465","Timor-Leste",2002,2.177938,"14"
"625","Timor-Leste",2003,2.177938,"14"
"785","Timor-Leste",2004,2.177938,"14"
"945","Timor-Leste",2005,2.177938,"14"
"1105","Timor-Leste",2006,2.013938,"14"
"1265","Timor-Leste",2007,2.481938,"14"
"1425","Timor-Leste",2008,3.939336,"14"
"1585","Timor-Leste",2009,5.635336,"14"
"1745","Timor-Leste",2010,4.803336,"14"
"1905","Timor-Leste",2011,4.003336,"14"
"2065","Timor-Leste",2012,4.277336,"14"
"2225","Timor-Leste",2013,4.407336,"14"
"2385","Timor-Leste",2014,4.217336,"14"
"2545","Timor-Leste",2015,4.133336,"14"
"2705","Timor-Leste",2016,4.96426,"14"
"2865","Timor-Leste",2017,4.31226,"14"
"3025","Timor-Leste",2018,4.29626,"14"
"3185","Timor-Leste",2019,4.33226,"14"
"146","Tokelau",2000,0.81,"14"
"306","Tokelau",2001,0.81,"14"
"466","Tokelau",2002,0.81,"14"
"626","Tokelau",2003,0.81,"14"
"786","Tokelau",2004,0.81,"14"
"946","Tokelau",2005,0.81,"14"
"1106","Tokelau",2006,7.068,"14"
"1266","Tokelau",2007,2.492,"14"
"1426","Tokelau",2008,0.126,"14"
"1586","Tokelau",2009,0.02,"14"
"1746","Tokelau",2010,0.706,"14"
"1906","Tokelau",2011,0.004,"14"
"2066","Tokelau",2012,0.148,"14"
"2226","Tokelau",2013,1.912,"14"
"2386","Tokelau",2014,0.46,"14"
"2546","Tokelau",2015,0.5,"14"
"2706","Tokelau",2016,2.18,"14"
"2866","Tokelau",2017,5.294,"14"
"3026","Tokelau",2018,1.214,"14"
"3186","Tokelau",2019,0.856,"14"
"147","Tonga",2000,22.700514,"14"
"307","Tonga",2001,24.53665,"14"
"467","Tonga",2002,24.53665,"14"
"627","Tonga",2003,24.53665,"14"
"787","Tonga",2004,24.53665,"14"
"947","Tonga",2005,24.53665,"14"
"1107","Tonga",2006,24.49065,"14"
"1267","Tonga",2007,24.74665,"14"
"1427","Tonga",2008,24.957362,"14"
"1587","Tonga",2009,26.097362,"14"
"1747","Tonga",2010,26.269362,"14"
"1907","Tonga",2011,25.109362,"14"
"2067","Tonga",2012,26.3240959735303,"14"
"2227","Tonga",2013,25.524284,"14"
"2387","Tonga",2014,25.312757,"14"
"2547","Tonga",2015,24.65323,"14"
"2707","Tonga",2016,25.0977304766257,"14"
"2867","Tonga",2017,24.980776,"14"
"3027","Tonga",2018,24.812776,"14"
"3187","Tonga",2019,24.354776,"14"
"148","Trinidad and Tobago",2000,23.006926,"14"
"308","Trinidad and Tobago",2001,23.006926,"14"
"468","Trinidad and Tobago",2002,23.006926,"14"
"628","Trinidad and Tobago",2003,23.006926,"14"
"788","Trinidad and Tobago",2004,23.006926,"14"
"948","Trinidad and Tobago",2005,23.006926,"14"
"1108","Trinidad and Tobago",2006,23.606926,"14"
"1268","Trinidad and Tobago",2007,22.732926,"14"
"1428","Trinidad and Tobago",2008,23.512926,"14"
"1588","Trinidad and Tobago",2009,24.628926,"14"
"1748","Trinidad and Tobago",2010,22.028926,"14"
"1908","Trinidad and Tobago",2011,23.998926,"14"
"2068","Trinidad and Tobago",2012,23.9701860379784,"14"
"2228","Trinidad and Tobago",2013,24.96189,"14"
"2388","Trinidad and Tobago",2014,24.9884384620216,"14"
"2548","Trinidad and Tobago",2015,24.242232,"14"
"2708","Trinidad and Tobago",2016,25.128232,"14"
"2868","Trinidad and Tobago",2017,23.980232,"14"
"3028","Trinidad and Tobago",2018,24.482232,"14"
"3188","Trinidad and Tobago",2019,24.654232,"14"
"149","Tunisia",2000,1.58552,"14"
"309","Tunisia",2001,2.181248,"14"
"469","Tunisia",2002,2.181248,"14"
"629","Tunisia",2003,2.181248,"14"
"789","Tunisia",2004,2.181248,"14"
"949","Tunisia",2005,2.181248,"14"
"1109","Tunisia",2006,2.443248,"14"
"1269","Tunisia",2007,4.524702,"14"
"1429","Tunisia",2008,4.536702,"14"
"1589","Tunisia",2009,4.570702,"14"
"1749","Tunisia",2010,4.582092,"14"
"1909","Tunisia",2011,4.530092,"14"
"2069","Tunisia",2012,7.982634,"14"
"2229","Tunisia",2013,8.607254,"14"
"2389","Tunisia",2014,8.261254,"14"
"2549","Tunisia",2015,8.057254,"14"
"2709","Tunisia",2016,8.027254,"14"
"2869","Tunisia",2017,8.167254,"14"
"3029","Tunisia",2018,7.983254,"14"
"3189","Tunisia",2019,8.411254,"14"
"150","Turkey",2000,37.126708,"14"
"310","Turkey",2001,37.126708,"14"
"470","Turkey",2002,37.126708,"14"
"630","Turkey",2003,37.126708,"14"
"790","Turkey",2004,37.126708,"14"
"950","Turkey",2005,37.27028,"14"
"1110","Turkey",2006,36.78628,"14"
"1270","Turkey",2007,36.96828,"14"
"1430","Turkey",2008,36.98228,"14"
"1590","Turkey",2009,37.35228,"14"
"1750","Turkey",2010,36.82828,"14"
"1910","Turkey",2011,37.02828,"14"
"2070","Turkey",2012,36.83628,"14"
"2230","Turkey",2013,37.66828,"14"
"2390","Turkey",2014,36.88428,"14"
"2550","Turkey",2015,36.88428,"14"
"2710","Turkey",2016,36.98828,"14"
"2870","Turkey",2017,36.86428,"14"
"3030","Turkey",2018,37.00028,"14"
"3190","Turkey",2019,37.04228,"14"
"151","Turks and Caicos Islands",2000,5.57875,"14"
"311","Turks and Caicos Islands",2001,5.57875,"14"
"471","Turks and Caicos Islands",2002,5.57875,"14"
"631","Turks and Caicos Islands",2003,5.57875,"14"
"791","Turks and Caicos Islands",2004,5.57875,"14"
"951","Turks and Caicos Islands",2005,5.57875,"14"
"1111","Turks and Caicos Islands",2006,5.70875,"14"
"1271","Turks and Caicos Islands",2007,5.58275,"14"
"1431","Turks and Caicos Islands",2008,5.60075,"14"
"1591","Turks and Caicos Islands",2009,5.58475,"14"
"1751","Turks and Caicos Islands",2010,5.58075,"14"
"1911","Turks and Caicos Islands",2011,5.58075,"14"
"2071","Turks and Caicos Islands",2012,5.60302328783837,"14"
"2231","Turks and Caicos Islands",2013,5.705716,"14"
"2391","Turks and Caicos Islands",2014,5.640499,"14"
"2551","Turks and Caicos Islands",2015,5.613282,"14"
"2711","Turks and Caicos Islands",2016,5.7958305533996,"14"
"2871","Turks and Caicos Islands",2017,5.626008,"14"
"3031","Turks and Caicos Islands",2018,5.666008,"14"
"3191","Turks and Caicos Islands",2019,5.676008,"14"
"152","United Kingdom of Great Britain and Northern Ireland",2000,51.521902,"14"
"312","United Kingdom of Great Britain and Northern Ireland",2001,51.64862,"14"
"472","United Kingdom of Great Britain and Northern Ireland",2002,51.769236,"14"
"632","United Kingdom of Great Britain and Northern Ireland",2003,51.801282,"14"
"792","United Kingdom of Great Britain and Northern Ireland",2004,51.883082,"14"
"952","United Kingdom of Great Britain and Northern Ireland",2005,52.11967,"14"
"1112","United Kingdom of Great Britain and Northern Ireland",2006,53.204638,"14"
"1272","United Kingdom of Great Britain and Northern Ireland",2007,53.316454,"14"
"1432","United Kingdom of Great Britain and Northern Ireland",2008,53.516538,"14"
"1592","United Kingdom of Great Britain and Northern Ireland",2009,52.501014,"14"
"1752","United Kingdom of Great Britain and Northern Ireland",2010,53.186184,"14"
"1912","United Kingdom of Great Britain and Northern Ireland",2011,52.826402,"14"
"2072","United Kingdom of Great Britain and Northern Ireland",2012,53.7939892229423,"14"
"2232","United Kingdom of Great Britain and Northern Ireland",2013,55.567326,"14"
"2392","United Kingdom of Great Britain and Northern Ireland",2014,54.4954939651217,"14"
"2552","United Kingdom of Great Britain and Northern Ireland",2015,53.395558,"14"
"2712","United Kingdom of Great Britain and Northern Ireland",2016,54.7629969499862,"14"
"2872","United Kingdom of Great Britain and Northern Ireland",2017,54.675546,"14"
"3032","United Kingdom of Great Britain and Northern Ireland",2018,54.998074,"14"
"3192","United Kingdom of Great Britain and Northern Ireland",2019,54.658074,"14"
"153","United Republic of Tanzania",2000,50.285972,"14"
"313","United Republic of Tanzania",2001,50.285972,"14"
"473","United Republic of Tanzania",2002,50.285972,"14"
"633","United Republic of Tanzania",2003,50.285972,"14"
"793","United Republic of Tanzania",2004,50.285972,"14"
"953","United Republic of Tanzania",2005,50.285972,"14"
"1113","United Republic of Tanzania",2006,50.74688,"14"
"1273","United Republic of Tanzania",2007,50.55888,"14"
"1433","United Republic of Tanzania",2008,51.80688,"14"
"1593","United Republic of Tanzania",2009,51.85488,"14"
"1753","United Republic of Tanzania",2010,50.46288,"14"
"1913","United Republic of Tanzania",2011,55.78688,"14"
"2073","United Republic of Tanzania",2012,51.19488,"14"
"2233","United Republic of Tanzania",2013,50.75888,"14"
"2393","United Republic of Tanzania",2014,51.41088,"14"
"2553","United Republic of Tanzania",2015,51.21888,"14"
"2713","United Republic of Tanzania",2016,50.55688,"14"
"2873","United Republic of Tanzania",2017,50.62888,"14"
"3033","United Republic of Tanzania",2018,50.66288,"14"
"3193","United Republic of Tanzania",2019,50.71488,"14"
"154","United States of America",2000,10.282892,"14"
"314","United States of America",2001,10.505656,"14"
"474","United States of America",2002,11.582508,"14"
"634","United States of America",2003,11.603862,"14"
"794","United States of America",2004,11.611684,"14"
"954","United States of America",2005,11.702158,"14"
"1114","United States of America",2006,11.83841,"14"
"1274","United States of America",2007,11.746672,"14"
"1434","United States of America",2008,12.020714,"14"
"1594","United States of America",2009,12.655214,"14"
"1754","United States of America",2010,12.625994,"14"
"1914","United States of America",2011,12.815738,"14"
"2074","United States of America",2012,13.3599233620008,"14"
"2234","United States of America",2013,13.12016,"14"
"2394","United States of America",2014,13.8683118108584,"14"
"2554","United States of America",2015,14.566072,"14"
"2714","United States of America",2016,13.7918258470896,"14"
"2874","United States of America",2017,13.421568,"14"
"3034","United States of America",2018,13.775568,"14"
"3194","United States of America",2019,13.767568,"14"
"155","United States Virgin Islands",2000,8.63232,"14"
"315","United States Virgin Islands",2001,10.907396,"14"
"475","United States Virgin Islands",2002,10.907396,"14"
"635","United States Virgin Islands",2003,10.909512,"14"
"795","United States Virgin Islands",2004,10.909512,"14"
"955","United States Virgin Islands",2005,10.909512,"14"
"1115","United States Virgin Islands",2006,10.601512,"14"
"1275","United States Virgin Islands",2007,11.465512,"14"
"1435","United States Virgin Islands",2008,8.615512,"14"
"1595","United States Virgin Islands",2009,7.475512,"14"
"1755","United States Virgin Islands",2010,8.755512,"14"
"1915","United States Virgin Islands",2011,7.545512,"14"
"2075","United States Virgin Islands",2012,9.757512,"14"
"2235","United States Virgin Islands",2013,10.211512,"14"
"2395","United States Virgin Islands",2014,10.537512,"14"
"2555","United States Virgin Islands",2015,9.541512,"14"
"2715","United States Virgin Islands",2016,9.767512,"14"
"2875","United States Virgin Islands",2017,8.657512,"14"
"3035","United States Virgin Islands",2018,8.121512,"14"
"3195","United States Virgin Islands",2019,8.869512,"14"
"156","Uruguay",2000,46.67443,"14"
"316","Uruguay",2001,46.67443,"14"
"476","Uruguay",2002,46.67443,"14"
"636","Uruguay",2003,46.67443,"14"
"796","Uruguay",2004,46.769422,"14"
"956","Uruguay",2005,46.769422,"14"
"1116","Uruguay",2006,47.104868,"14"
"1276","Uruguay",2007,48.004868,"14"
"1436","Uruguay",2008,47.582868,"14"
"1596","Uruguay",2009,48.581232,"14"
"1756","Uruguay",2010,51.998702,"14"
"1916","Uruguay",2011,50.484702,"14"
"2076","Uruguay",2012,51.1423839405666,"14"
"2236","Uruguay",2013,51.564318,"14"
"2396","Uruguay",2014,50.6464105367458,"14"
"2556","Uruguay",2015,50.78819,"14"
"2716","Uruguay",2016,50.1536187071978,"14"
"2876","Uruguay",2017,50.921324,"14"
"3036","Uruguay",2018,51.925324,"14"
"3196","Uruguay",2019,51.241324,"14"
"157","Vanuatu",2000,29.58126,"14"
"317","Vanuatu",2001,29.58126,"14"
"477","Vanuatu",2002,29.58126,"14"
"637","Vanuatu",2003,29.58126,"14"
"797","Vanuatu",2004,29.58126,"14"
"957","Vanuatu",2005,29.58126,"14"
"1117","Vanuatu",2006,29.55726,"14"
"1277","Vanuatu",2007,29.38726,"14"
"1437","Vanuatu",2008,29.81326,"14"
"1597","Vanuatu",2009,30.40526,"14"
"1757","Vanuatu",2010,29.80726,"14"
"1917","Vanuatu",2011,29.95726,"14"
"2077","Vanuatu",2012,30.3779585459604,"14"
"2237","Vanuatu",2013,30.076924,"14"
"2397","Vanuatu",2014,31.366031487891,"14"
"2557","Vanuatu",2015,29.137604,"14"
"2717","Vanuatu",2016,29.5549077843887,"14"
"2877","Vanuatu",2017,29.789072,"14"
