"","Country","Year","Value_sum","SDG"
"1024","Guadeloupe",2006,13.732886,"14"
"1184","Guadeloupe",2007,11.604886,"14"
"1344","Guadeloupe",2008,12.528886,"14"
"1504","Guadeloupe",2009,10.792312,"14"
"1664","Guadeloupe",2010,17.19064,"14"
"1824","Guadeloupe",2011,19.383746,"14"
"1984","Guadeloupe",2012,18.859746,"14"
"2144","Guadeloupe",2013,18.131746,"14"
"2304","Guadeloupe",2014,18.235746,"14"
"2464","Guadeloupe",2015,17.627746,"14"
"2624","Guadeloupe",2016,19.489746,"14"
"2784","Guadeloupe",2017,18.327746,"14"
"2944","Guadeloupe",2018,18.747746,"14"
"3104","Guadeloupe",2019,17.719746,"14"
"65","Guam",2000,9.493512,"14"
"225","Guam",2001,9.493512,"14"
"385","Guam",2002,9.493512,"14"
"545","Guam",2003,9.493512,"14"
"705","Guam",2004,9.493512,"14"
"865","Guam",2005,9.493512,"14"
"1025","Guam",2006,9.497512,"14"
"1185","Guam",2007,9.501512,"14"
"1345","Guam",2008,9.513512,"14"
"1505","Guam",2009,9.495512,"14"
"1665","Guam",2010,9.509512,"14"
"1825","Guam",2011,9.513512,"14"
"1985","Guam",2012,9.583512,"14"
"2145","Guam",2013,9.625512,"14"
"2305","Guam",2014,9.557512,"14"
"2465","Guam",2015,9.497512,"14"
"2625","Guam",2016,9.507512,"14"
"2785","Guam",2017,9.617512,"14"
"2945","Guam",2018,9.511512,"14"
"3105","Guam",2019,9.629512,"14"
"66","Guatemala",2000,39.187956,"14"
"226","Guatemala",2001,39.198884,"14"
"386","Guatemala",2002,39.243256,"14"
"546","Guatemala",2003,39.261908,"14"
"706","Guatemala",2004,39.261908,"14"
"866","Guatemala",2005,39.852428,"14"
"1026","Guatemala",2006,38.534716,"14"
"1186","Guatemala",2007,39.602716,"14"
"1346","Guatemala",2008,37.958716,"14"
"1506","Guatemala",2009,40.571684,"14"
"1666","Guatemala",2010,39.957684,"14"
"1826","Guatemala",2011,36.713684,"14"
"1986","Guatemala",2012,38.9888167841313,"14"
"2146","Guatemala",2013,37.719888,"14"
"2306","Guatemala",2014,41.894624,"14"
"2466","Guatemala",2015,45.983532,"14"
"2626","Guatemala",2016,43.7093687755,"14"
"2786","Guatemala",2017,41.76888,"14"
"2946","Guatemala",2018,43.08888,"14"
"3106","Guatemala",2019,45.86888,"14"
"67","Guinea",2000,53.48049,"14"
"227","Guinea",2001,53.48049,"14"
"387","Guinea",2002,53.48049,"14"
"547","Guinea",2003,53.48049,"14"
"707","Guinea",2004,53.48049,"14"
"867","Guinea",2005,53.48049,"14"
"1027","Guinea",2006,53.15849,"14"
"1187","Guinea",2007,53.38249,"14"
"1347","Guinea",2008,53.33249,"14"
"1507","Guinea",2009,53.32649,"14"
"1667","Guinea",2010,52.87249,"14"
"1827","Guinea",2011,52.26049,"14"
"1987","Guinea",2012,53.5186149347038,"14"
"2147","Guinea",2013,53.548524,"14"
"2307","Guinea",2014,53.0724059420193,"14"
"2467","Guinea",2015,52.100066,"14"
"2627","Guinea",2016,53.0313001802561,"14"
"2787","Guinea",2017,51.898368,"14"
"2947","Guinea",2018,52.718368,"14"
"3107","Guinea",2019,53.302368,"14"
"68","Guinea-Bissau",2000,13.91884,"14"
"228","Guinea-Bissau",2001,13.91884,"14"
"388","Guinea-Bissau",2002,13.91884,"14"
"548","Guinea-Bissau",2003,13.91884,"14"
"708","Guinea-Bissau",2004,13.91884,"14"
"868","Guinea-Bissau",2005,13.91884,"14"
"1028","Guinea-Bissau",2006,13.72284,"14"
"1188","Guinea-Bissau",2007,13.90884,"14"
"1348","Guinea-Bissau",2008,13.99484,"14"
"1508","Guinea-Bissau",2009,12.86884,"14"
"1668","Guinea-Bissau",2010,13.57684,"14"
"1828","Guinea-Bissau",2011,13.36084,"14"
"1988","Guinea-Bissau",2012,13.6071417077106,"14"
"2148","Guinea-Bissau",2013,14.279446,"14"
"2308","Guinea-Bissau",2014,13.424372,"14"
"2468","Guinea-Bissau",2015,13.082524,"14"
"2628","Guinea-Bissau",2016,14.2099326542732,"14"
"2788","Guinea-Bissau",2017,13.618814,"14"
"2948","Guinea-Bissau",2018,13.160814,"14"
"3108","Guinea-Bissau",2019,13.536814,"14"
"69","Haiti",2000,3.21004,"14"
"229","Haiti",2001,3.21004,"14"
"389","Haiti",2002,3.21004,"14"
"549","Haiti",2003,3.21004,"14"
"709","Haiti",2004,3.21004,"14"
"869","Haiti",2005,3.21004,"14"
"1029","Haiti",2006,2.27204,"14"
"1189","Haiti",2007,2.28004,"14"
"1349","Haiti",2008,2.79004,"14"
"1509","Haiti",2009,2.27204,"14"
"1669","Haiti",2010,2.30604,"14"
"1829","Haiti",2011,2.22004,"14"
"1989","Haiti",2012,2.33775173658229,"14"
"2149","Haiti",2013,2.904334,"14"
"2309","Haiti",2014,4.98321,"14"
"2469","Haiti",2015,4.706086,"14"
"2629","Haiti",2016,5.19074408951385,"14"
"2789","Haiti",2017,7.477124,"14"
"2949","Haiti",2018,7.255124,"14"
"3109","Haiti",2019,7.795124,"14"
"70","Honduras",2000,40.567004,"14"
"230","Honduras",2001,40.567004,"14"
"390","Honduras",2002,40.567004,"14"
"550","Honduras",2003,40.567004,"14"
"710","Honduras",2004,40.567004,"14"
"870","Honduras",2005,40.567004,"14"
"1030","Honduras",2006,40.557004,"14"
"1190","Honduras",2007,40.489004,"14"
"1350","Honduras",2008,40.511004,"14"
"1510","Honduras",2009,40.585004,"14"
"1670","Honduras",2010,40.984122,"14"
"1830","Honduras",2011,41.044122,"14"
"1990","Honduras",2012,41.1413895350852,"14"
"2150","Honduras",2013,43.06445,"14"
"2310","Honduras",2014,43.0238591819904,"14"
"2470","Honduras",2015,42.967378,"14"
"2630","Honduras",2016,43.0073384833899,"14"
"2790","Honduras",2017,43.037454,"14"
"2950","Honduras",2018,43.103722,"14"
"3110","Honduras",2019,43.223722,"14"
"71","Iceland",2000,40.651564,"14"
"231","Iceland",2001,40.651564,"14"
"391","Iceland",2002,40.660394,"14"
"551","Iceland",2003,40.660394,"14"
"711","Iceland",2004,40.748782,"14"
"871","Iceland",2005,40.748782,"14"
"1031","Iceland",2006,42.034608,"14"
"1191","Iceland",2007,41.168608,"14"
"1351","Iceland",2008,40.264608,"14"
"1511","Iceland",2009,41.227124,"14"
"1671","Iceland",2010,41.077124,"14"
"1831","Iceland",2011,41.384774,"14"
"1991","Iceland",2012,41.0585206299064,"14"
"2151","Iceland",2013,41.38036,"14"
"2311","Iceland",2014,40.768102,"14"
"2471","Iceland",2015,41.731844,"14"
"2631","Iceland",2016,40.5283850119339,"14"
"2791","Iceland",2017,40.699082,"14"
"2951","Iceland",2018,41.539082,"14"
"3111","Iceland",2019,40.455082,"14"
"72","India",2000,4.735488,"14"
"232","India",2001,4.735488,"14"
"392","India",2002,4.735488,"14"
"552","India",2003,4.735488,"14"
"712","India",2004,4.735488,"14"
"872","India",2005,4.735488,"14"
"1032","India",2006,5.331488,"14"
"1192","India",2007,5.287488,"14"
"1352","India",2008,5.181488,"14"
"1512","India",2009,5.061488,"14"
"1672","India",2010,4.945488,"14"
"1832","India",2011,5.395488,"14"
"1992","India",2012,5.495678847996,"14"
"2152","India",2013,4.724254,"14"
"2312","India",2014,5.599299,"14"
"2472","India",2015,6.020344,"14"
"2632","India",2016,4.61806754714721,"14"
"2792","India",2017,4.908226,"14"
"2952","India",2018,4.642226,"14"
"3112","India",2019,5.144226,"14"
"73","Indonesia",2000,38.021314,"14"
"233","Indonesia",2001,38.021314,"14"
"393","Indonesia",2002,38.021314,"14"
"553","Indonesia",2003,38.04597,"14"
"713","Indonesia",2004,38.16241,"14"
"873","Indonesia",2005,38.170486,"14"
"1033","Indonesia",2006,38.027578,"14"
"1193","Indonesia",2007,38.345204,"14"
"1353","Indonesia",2008,38.621878,"14"
"1513","Indonesia",2009,39.600628,"14"
"1673","Indonesia",2010,40.634336,"14"
"1833","Indonesia",2011,39.695396,"14"
"1993","Indonesia",2012,40.1818660924698,"14"
"2153","Indonesia",2013,41.233872,"14"
"2313","Indonesia",2014,41.020398,"14"
"2473","Indonesia",2015,40.693278,"14"
"2633","Indonesia",2016,42.6725690987206,"14"
"2793","Indonesia",2017,41.991246,"14"
"2953","Indonesia",2018,42.197188,"14"
"3113","Indonesia",2019,41.891188,"14"
"74","Iran (Islamic Republic of)",2000,39.994106,"14"
"234","Iran (Islamic Republic of)",2001,43.11618,"14"
"394","Iran (Islamic Republic of)",2002,43.11618,"14"
"554","Iran (Islamic Republic of)",2003,43.11618,"14"
"714","Iran (Islamic Republic of)",2004,43.11618,"14"
"874","Iran (Islamic Republic of)",2005,43.11618,"14"
"1034","Iran (Islamic Republic of)",2006,42.56418,"14"
"1194","Iran (Islamic Republic of)",2007,44.43818,"14"
"1354","Iran (Islamic Republic of)",2008,43.43018,"14"
"1514","Iran (Islamic Republic of)",2009,43.79418,"14"
"1674","Iran (Islamic Republic of)",2010,44.29618,"14"
"1834","Iran (Islamic Republic of)",2011,43.41418,"14"
"1994","Iran (Islamic Republic of)",2012,43.5195875329352,"14"
"2154","Iran (Islamic Republic of)",2013,44.438026,"14"
"2314","Iran (Islamic Republic of)",2014,43.6658235622919,"14"
"2474","Iran (Islamic Republic of)",2015,43.920744,"14"
"2634","Iran (Islamic Republic of)",2016,44.0438962552953,"14"
"2794","Iran (Islamic Republic of)",2017,43.346492,"14"
"2954","Iran (Islamic Republic of)",2018,43.314492,"14"
"3114","Iran (Islamic Republic of)",2019,44.982492,"14"
"75","Iraq",2000,5.000634,"14"
"235","Iraq",2001,5.000634,"14"
"395","Iraq",2002,5.000634,"14"
"555","Iraq",2003,5.000634,"14"
"715","Iraq",2004,5.000634,"14"
"875","Iraq",2005,5.000634,"14"
"1035","Iraq",2006,5.000634,"14"
"1195","Iraq",2007,5.000634,"14"
"1355","Iraq",2008,5.000634,"14"
"1515","Iraq",2009,5.000634,"14"
"1675","Iraq",2010,5.000634,"14"
"1835","Iraq",2011,4.000634,"14"
"1995","Iraq",2012,16.0009453656811,"14"
"2155","Iraq",2013,1.501058,"14"
"2315","Iraq",2014,6.500987,"14"
"2475","Iraq",2015,9.500916,"14"
"2635","Iraq",2016,3.00108039162237,"14"
"2795","Iraq",2017,2.50157,"14"
"2955","Iraq",2018,8.00157,"14"
"3115","Iraq",2019,2.00157,"14"
"76","Ireland",2000,49.619594,"14"
"236","Ireland",2001,50.19021,"14"
"396","Ireland",2002,52.030944,"14"
"556","Ireland",2003,52.056106,"14"
"716","Ireland",2004,52.30475,"14"
"876","Ireland",2005,52.844794,"14"
"1036","Ireland",2006,55.170834,"14"
"1196","Ireland",2007,54.232492,"14"
"1356","Ireland",2008,54.46723,"14"
"1516","Ireland",2009,53.509302,"14"
"1676","Ireland",2010,54.369676,"14"
"1836","Ireland",2011,54.27592,"14"
"1996","Ireland",2012,54.2000837812024,"14"
"2156","Ireland",2013,57.195662,"14"
"2316","Ireland",2014,57.255871,"14"
"2476","Ireland",2015,54.51008,"14"
"2636","Ireland",2016,56.3620201433837,"14"
"2796","Ireland",2017,55.154012,"14"
"2956","Ireland",2018,55.790012,"14"
"3116","Ireland",2019,55.746012,"14"
"77","Israel",2000,2.26513,"14"
"237","Israel",2001,2.26513,"14"
"397","Israel",2002,2.26513,"14"
"557","Israel",2003,2.26513,"14"
"717","Israel",2004,2.26513,"14"
"877","Israel",2005,2.26513,"14"
"1037","Israel",2006,2.21913,"14"
"1197","Israel",2007,2.29313,"14"
"1357","Israel",2008,2.30713,"14"
"1517","Israel",2009,2.26513,"14"
"1677","Israel",2010,2.21113,"14"
"1837","Israel",2011,2.32913,"14"
"1997","Israel",2012,2.38313,"14"
"2157","Israel",2013,2.20113,"14"
"2317","Israel",2014,3.58513,"14"
"2477","Israel",2015,2.22913,"14"
"2637","Israel",2016,2.20113,"14"
"2797","Israel",2017,2.21913,"14"
"2957","Israel",2018,2.38313,"14"
"3117","Israel",2019,2.23713,"14"
"78","Italy",2000,49.67735,"14"
"238","Italy",2001,50.064174,"14"
"398","Italy",2002,50.097946,"14"
"558","Italy",2003,50.120536,"14"
"718","Italy",2004,50.123276,"14"
"878","Italy",2005,50.973748,"14"
"1038","Italy",2006,51.336152,"14"
"1198","Italy",2007,51.336646,"14"
"1358","Italy",2008,51.312648,"14"
"1518","Italy",2009,51.497616,"14"
"1678","Italy",2010,51.460066,"14"
"1838","Italy",2011,51.512092,"14"
"1998","Italy",2012,51.5708090935127,"14"
"2158","Italy",2013,51.580366,"14"
"2318","Italy",2014,51.626426,"14"
"2478","Italy",2015,51.520486,"14"
"2638","Italy",2016,51.5698513804272,"14"
"2798","Italy",2017,51.606212,"14"
"2958","Italy",2018,51.588212,"14"
"3118","Italy",2019,51.556212,"14"
"79","Jamaica",2000,19.017106,"14"
"239","Jamaica",2001,19.017106,"14"
"399","Jamaica",2002,19.017106,"14"
"559","Jamaica",2003,19.017106,"14"
"719","Jamaica",2004,19.017106,"14"
"879","Jamaica",2005,19.017106,"14"
"1039","Jamaica",2006,18.935106,"14"
"1199","Jamaica",2007,18.945106,"14"
"1359","Jamaica",2008,18.951106,"14"
"1519","Jamaica",2009,19.081398,"14"
"1679","Jamaica",2010,19.003398,"14"
"1839","Jamaica",2011,18.937398,"14"
"1999","Jamaica",2012,18.9948446896861,"14"
"2159","Jamaica",2013,19.292908,"14"
"2319","Jamaica",2014,19.059367,"14"
"2479","Jamaica",2015,18.965826,"14"
"2639","Jamaica",2016,19.1071580737435,"14"
"2799","Jamaica",2017,19.285648,"14"
"2959","Jamaica",2018,19.109648,"14"
"3119","Jamaica",2019,19.381648,"14"
"80","Japan",2000,46.038458,"14"
"240","Japan",2001,46.056378,"14"
"400","Japan",2002,46.341862,"14"
"560","Japan",2003,47.448414,"14"
"720","Japan",2004,47.809616,"14"
"880","Japan",2005,47.891296,"14"
"1040","Japan",2006,47.871202,"14"
"1200","Japan",2007,48.055366,"14"
"1360","Japan",2008,48.042848,"14"
"1520","Japan",2009,48.062336,"14"
"1680","Japan",2010,48.143164,"14"
"1840","Japan",2011,48.145226,"14"
"2000","Japan",2012,48.406162,"14"
"2160","Japan",2013,49.494036,"14"
"2320","Japan",2014,49.267336,"14"
"2480","Japan",2015,49.417336,"14"
"2640","Japan",2016,49.511336,"14"
"2800","Japan",2017,49.381336,"14"
"2960","Japan",2018,49.449336,"14"
"3120","Japan",2019,49.705336,"14"
"81","Kenya",2000,11.326346,"14"
"241","Kenya",2001,11.326346,"14"
"401","Kenya",2002,11.326346,"14"
"561","Kenya",2003,11.326346,"14"
"721","Kenya",2004,11.326346,"14"
"881","Kenya",2005,11.326346,"14"
"1041","Kenya",2006,12.410346,"14"
"1201","Kenya",2007,10.758346,"14"
"1361","Kenya",2008,13.350346,"14"
"1521","Kenya",2009,12.126346,"14"
"1681","Kenya",2010,10.716346,"14"
"1841","Kenya",2011,17.494346,"14"
"2001","Kenya",2012,12.3573121247693,"14"
"2161","Kenya",2013,11.987738,"14"
"2321","Kenya",2014,11.65146,"14"
"2481","Kenya",2015,12.801182,"14"
"2641","Kenya",2016,11.2089278382772,"14"
"2801","Kenya",2017,11.77789,"14"
"2961","Kenya",2018,10.95589,"14"
"3121","Kenya",2019,12.27589,"14"
"82","Kuwait",2000,2.824942,"14"
"242","Kuwait",2001,2.824942,"14"
"402","Kuwait",2002,2.841544,"14"
"562","Kuwait",2003,2.841544,"14"
"722","Kuwait",2004,2.841544,"14"
"882","Kuwait",2005,2.841544,"14"
"1042","Kuwait",2006,2.881544,"14"
"1202","Kuwait",2007,3.067544,"14"
"1362","Kuwait",2008,3.253544,"14"
"1522","Kuwait",2009,3.237544,"14"
"1682","Kuwait",2010,3.003544,"14"
"1842","Kuwait",2011,3.377544,"14"
"2002","Kuwait",2012,4.1655202043709,"14"
"2162","Kuwait",2013,4.631462,"14"
"2322","Kuwait",2014,4.671288,"14"
"2482","Kuwait",2015,4.065114,"14"
"2642","Kuwait",2016,7.1998524260812,"14"
"2802","Kuwait",2017,8.647404,"14"
"2962","Kuwait",2018,7.931404,"14"
"3122","Kuwait",2019,7.633404,"14"
"83","Latvia",2000,49.047954,"14"
"243","Latvia",2001,49.047988,"14"
"403","Latvia",2002,49.724504,"14"
"563","Latvia",2003,49.724504,"14"
"723","Latvia",2004,50.826046,"14"
"883","Latvia",2005,50.826046,"14"
"1043","Latvia",2006,50.846046,"14"
"1203","Latvia",2007,51.156046,"14"
"1363","Latvia",2008,55.933844,"14"
"1523","Latvia",2009,55.705844,"14"
"1683","Latvia",2010,55.419844,"14"
"1843","Latvia",2011,55.413844,"14"
"2003","Latvia",2012,56.5358408030673,"14"
"2163","Latvia",2013,55.363856,"14"
"2323","Latvia",2014,55.917138,"14"
"2483","Latvia",2015,55.98042,"14"
"2643","Latvia",2016,55.9565503424709,"14"
"2803","Latvia",2017,55.896814,"14"
"2963","Latvia",2018,56.118814,"14"
"3123","Latvia",2019,55.896814,"14"
"84","Lebanon",2000,16.292956,"14"
"244","Lebanon",2001,16.292956,"14"
"404","Lebanon",2002,16.292956,"14"
"564","Lebanon",2003,16.292956,"14"
"724","Lebanon",2004,16.292956,"14"
"884","Lebanon",2005,16.292956,"14"
"1044","Lebanon",2006,16.3225189540833,"14"
"1204","Lebanon",2007,16.328956,"14"
"1364","Lebanon",2008,16.299137383534,"14"
"1524","Lebanon",2009,16.2303065700259,"14"
"1684","Lebanon",2010,16.206956,"14"
"1844","Lebanon",2011,16.610956,"14"
"2004","Lebanon",2012,18.663466,"14"
"2164","Lebanon",2013,18.723466,"14"
"2324","Lebanon",2014,21.813466,"14"
"2484","Lebanon",2015,21.0500606070957,"14"
"2644","Lebanon",2016,19.9042673366989,"14"
"2804","Lebanon",2017,19.111466,"14"
"2964","Lebanon",2018,18.651466,"14"
"3124","Lebanon",2019,18.565466,"14"
"85","Liberia",2000,0.754,"14"
"245","Liberia",2001,0.754,"14"
"405","Liberia",2002,0.754,"14"
"565","Liberia",2003,20.085096,"14"
"725","Liberia",2004,20.085096,"14"
"885","Liberia",2005,20.085096,"14"
"1045","Liberia",2006,19.775096,"14"
"1205","Liberia",2007,19.871096,"14"
"1365","Liberia",2008,20.167096,"14"
"1525","Liberia",2009,19.893096,"14"
"1685","Liberia",2010,19.951096,"14"
"1845","Liberia",2011,19.827096,"14"
"2005","Liberia",2012,20.397096,"14"
"2165","Liberia",2013,20.323096,"14"
"2325","Liberia",2014,20.207096,"14"
"2485","Liberia",2015,19.899096,"14"
"2645","Liberia",2016,20.029096,"14"
"2805","Liberia",2017,19.891096,"14"
"2965","Liberia",2018,20.505096,"14"
"3125","Liberia",2019,19.985096,"14"
"86","Libya",2000,20.008,"14"
"246","Libya",2001,20.008,"14"
"406","Libya",2002,20.008,"14"
"566","Libya",2003,20.008,"14"
"726","Libya",2004,20.008,"14"
"886","Libya",2005,20.008,"14"
"1046","Libya",2006,20.004,"14"
"1206","Libya",2007,20.002,"14"
"1366","Libya",2008,20.006,"14"
"1526","Libya",2009,20.002,"14"
"1686","Libya",2010,20.006,"14"
"1846","Libya",2011,20.004,"14"
"2006","Libya",2012,20.026,"14"
"2166","Libya",2013,20.05,"14"
"2326","Libya",2014,20.004,"14"
"2486","Libya",2015,20.004,"14"
"2646","Libya",2016,20.004,"14"
"2806","Libya",2017,20.01,"14"
"2966","Libya",2018,20.008,"14"
"3126","Libya",2019,20.01,"14"
"87","Lithuania",2000,46.162646,"14"
"247","Lithuania",2001,46.162646,"14"
"407","Lithuania",2002,46.162646,"14"
"567","Lithuania",2003,46.162646,"14"
"727","Lithuania",2004,49.39384,"14"
"887","Lithuania",2005,50.137738,"14"
"1047","Lithuania",2006,50.617738,"14"
"1207","Lithuania",2007,50.501738,"14"
"1367","Lithuania",2008,50.683738,"14"
"1527","Lithuania",2009,50.535764,"14"
"1687","Lithuania",2010,50.857764,"14"
"1847","Lithuania",2011,50.161764,"14"
"2007","Lithuania",2012,50.1507055635633,"14"
"2167","Lithuania",2013,53.018802,"14"
"2327","Lithuania",2014,52.328445,"14"
"2487","Lithuania",2015,52.79578,"14"
"2647","Lithuania",2016,52.7963726994799,"14"
"2807","Lithuania",2017,52.798504,"14"
"2967","Lithuania",2018,53.296504,"14"
"3127","Lithuania",2019,52.922504,"14"
"88","Madagascar",2000,30.773092,"14"
"248","Madagascar",2001,30.773092,"14"
"408","Madagascar",2002,30.773092,"14"
"568","Madagascar",2003,30.773092,"14"
"728","Madagascar",2004,30.773092,"14"
"888","Madagascar",2005,30.773092,"14"
"1048","Madagascar",2006,30.971864,"14"
"1208","Madagascar",2007,31.136658,"14"
"1368","Madagascar",2008,31.423918,"14"
"1528","Madagascar",2009,31.565742,"14"
"1688","Madagascar",2010,31.522134,"14"
"1848","Madagascar",2011,32.264588,"14"
"2008","Madagascar",2012,31.6894757529251,"14"
"2168","Madagascar",2013,31.991746,"14"
"2328","Madagascar",2014,32.018291,"14"
"2488","Madagascar",2015,32.244536,"14"
"2648","Madagascar",2016,32.0544943736991,"14"
"2808","Madagascar",2017,33.409288,"14"
"2968","Madagascar",2018,33.397288,"14"
"3128","Madagascar",2019,33.825288,"14"
"89","Malaysia",2000,27.591094,"14"
"249","Malaysia",2001,27.591094,"14"
"409","Malaysia",2002,27.591094,"14"
"569","Malaysia",2003,27.591094,"14"
"729","Malaysia",2004,27.591094,"14"
"889","Malaysia",2005,27.591094,"14"
"1049","Malaysia",2006,27.597094,"14"
"1209","Malaysia",2007,27.141094,"14"
"1369","Malaysia",2008,27.525094,"14"
"1529","Malaysia",2009,27.389094,"14"
"1689","Malaysia",2010,27.639094,"14"
"1849","Malaysia",2011,27.431094,"14"
"2009","Malaysia",2012,27.928410967547,"14"
"2169","Malaysia",2013,27.868928,"14"
"2329","Malaysia",2014,27.9323772426633,"14"
"2489","Malaysia",2015,27.512612,"14"
"2649","Malaysia",2016,27.9800920504036,"14"
"2809","Malaysia",2017,27.676398,"14"
"2969","Malaysia",2018,27.966398,"14"
"3129","Malaysia",2019,27.988398,"14"
"90","Maldives",2000,28.590542,"14"
"250","Maldives",2001,28.590542,"14"
"410","Maldives",2002,28.590542,"14"
"570","Maldives",2003,28.590542,"14"
"730","Maldives",2004,28.590542,"14"
"890","Maldives",2005,28.590542,"14"
"1050","Maldives",2006,29.660542,"14"
"1210","Maldives",2007,28.666542,"14"
"1370","Maldives",2008,28.878542,"14"
"1530","Maldives",2009,28.988542,"14"
"1690","Maldives",2010,28.750542,"14"
"1850","Maldives",2011,29.712542,"14"
"2010","Maldives",2012,29.7120133195725,"14"
"2170","Maldives",2013,29.01944,"14"
"2330","Maldives",2014,29.048899,"14"
"2490","Maldives",2015,29.286358,"14"
"2650","Maldives",2016,28.8569358935655,"14"
"2810","Maldives",2017,28.950262,"14"
"2970","Maldives",2018,28.984262,"14"
"3130","Maldives",2019,30.250262,"14"
"91","Malta",2000,44.962834,"14"
"251","Malta",2001,44.962874,"14"
"411","Malta",2002,45.002958,"14"
"571","Malta",2003,45.70355,"14"
"731","Malta",2004,45.705848,"14"
"891","Malta",2005,45.777198,"14"
"1051","Malta",2006,45.785534,"14"
"1211","Malta",2007,45.778384,"14"
"1371","Malta",2008,45.764396,"14"
"1531","Malta",2009,45.764396,"14"
"1691","Malta",2010,46.240124,"14"
"1851","Malta",2011,46.240124,"14"
"2011","Malta",2012,46.2356555427597,"14"
"2171","Malta",2013,46.452044,"14"
"2331","Malta",2014,46.276601,"14"
"2491","Malta",2015,46.2590879195911,"14"
"2651","Malta",2016,54.7098147124821,"14"
"2811","Malta",2017,54.698186,"14"
"2971","Malta",2018,54.696186,"14"
"3131","Malta",2019,54.696186,"14"
"92","Marshall Islands",2000,2.167892,"14"
"252","Marshall Islands",2001,2.167892,"14"
"412","Marshall Islands",2002,3.167904,"14"
"572","Marshall Islands",2003,3.167904,"14"
"732","Marshall Islands",2004,3.348892,"14"
"892","Marshall Islands",2005,3.348892,"14"
"1052","Marshall Islands",2006,3.537032,"14"
"1212","Marshall Islands",2007,3.787032,"14"
"1372","Marshall Islands",2008,3.397032,"14"
"1532","Marshall Islands",2009,3.407032,"14"
"1692","Marshall Islands",2010,3.458666,"14"
"1852","Marshall Islands",2011,3.438666,"14"
"2012","Marshall Islands",2012,3.98404530601618,"14"
"2172","Marshall Islands",2013,4.225548,"14"
"2332","Marshall Islands",2014,4.202678,"14"
"2492","Marshall Islands",2015,3.851808,"14"
"2652","Marshall Islands",2016,3.57561158010941,"14"
"2812","Marshall Islands",2017,3.911382,"14"
"2972","Marshall Islands",2018,4.025382,"14"
"3132","Marshall Islands",2019,4.109382,"14"
"93","Martinique",2000,11.083126,"14"
"253","Martinique",2001,11.083126,"14"
"413","Martinique",2002,11.083284,"14"
"573","Martinique",2003,11.083318,"14"
"733","Martinique",2004,11.098202,"14"
"893","Martinique",2005,11.099024,"14"
"1053","Martinique",2006,9.805024,"14"
"1213","Martinique",2007,8.751024,"14"
"1373","Martinique",2008,9.697024,"14"
"1533","Martinique",2009,8.953024,"14"
"1693","Martinique",2010,19.452644,"14"
"1853","Martinique",2011,22.222644,"14"
"2013","Martinique",2012,20.724644,"14"
"2173","Martinique",2013,20.442644,"14"
"2333","Martinique",2014,20.170644,"14"
"2493","Martinique",2015,20.190644,"14"
"2653","Martinique",2016,21.248644,"14"
"2813","Martinique",2017,21.363078,"14"
"2973","Martinique",2018,21.757078,"14"
"3133","Martinique",2019,20.765078,"14"
"94","Mauritania",2000,38.978068,"14"
"254","Mauritania",2001,38.978068,"14"
"414","Mauritania",2002,38.978068,"14"
"574","Mauritania",2003,38.978068,"14"
"734","Mauritania",2004,38.978068,"14"
"894","Mauritania",2005,38.978068,"14"
"1054","Mauritania",2006,38.638068,"14"
"1214","Mauritania",2007,36.404068,"14"
"1374","Mauritania",2008,39.406068,"14"
"1534","Mauritania",2009,37.514068,"14"
"1694","Mauritania",2010,42.170068,"14"
"1854","Mauritania",2011,40.296068,"14"
"2014","Mauritania",2012,38.150068,"14"
"2174","Mauritania",2013,37.334068,"14"
"2334","Mauritania",2014,37.412068,"14"
"2494","Mauritania",2015,37.508068,"14"
"2654","Mauritania",2016,39.906068,"14"
"2814","Mauritania",2017,38.340068,"14"
"2974","Mauritania",2018,37.158068,"14"
"3134","Mauritania",2019,38.588068,"14"
"95","Mauritius",2000,2.240756,"14"
"255","Mauritius",2001,2.240756,"14"
"415","Mauritius",2002,2.240756,"14"
"575","Mauritius",2003,2.240756,"14"
"735","Mauritius",2004,2.485128,"14"
"895","Mauritius",2005,2.485128,"14"
"1055","Mauritius",2006,2.285128,"14"
"1215","Mauritius",2007,4.017806,"14"
"1375","Mauritius",2008,3.059806,"14"
"1535","Mauritius",2009,2.983806,"14"
"1695","Mauritius",2010,3.315806,"14"
"1855","Mauritius",2011,3.073806,"14"
"2015","Mauritius",2012,2.745806,"14"
"2175","Mauritius",2013,3.241806,"14"
"2335","Mauritius",2014,2.885806,"14"
"2495","Mauritius",2015,2.865806,"14"
"2655","Mauritius",2016,2.891806,"14"
"2815","Mauritius",2017,2.875806,"14"
"2975","Mauritius",2018,3.467806,"14"
"3135","Mauritius",2019,3.663806,"14"
"96","Mexico",2000,43.174996,"14"
"256","Mexico",2001,43.174996,"14"
"416","Mexico",2002,43.612574,"14"
"576","Mexico",2003,43.613938,"14"
"736","Mexico",2004,45.583304,"14"
"896","Mexico",2005,47.247878,"14"
"1056","Mexico",2006,47.099138,"14"
"1216","Mexico",2007,47.1188,"14"
"1376","Mexico",2008,47.736694,"14"
"1536","Mexico",2009,48.379896,"14"
"1696","Mexico",2010,48.122398,"14"
"1856","Mexico",2011,48.044942,"14"
"2016","Mexico",2012,48.5926032494336,"14"
"2176","Mexico",2013,48.654646,"14"
"2336","Mexico",2014,48.96899,"14"
