Country,CountryCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Mali,,5.77033,5.77033,8.05706,8.05706,33.77388,33.77388,33.77388,33.77388,33.77388,33.77388,33.77388,33.77388,33.77388,33.77388,33.77388,33.77388,33.77388,33.77388,33.77388
Malta,,77.64625,77.64625,77.64625,97.0383,99.27645,99.27645,99.27645,99.27645,99.27645,99.27645,99.27645,99.27645,99.27645,99.27645,99.27645,99.27645,99.27645,99.27645,99.27645
Marshall Islands,,0,0,6.12413,6.12413,7.91131,7.91131,9.57808,9.57808,9.57808,9.57808,12.77741,12.77741,14.67042,15.04333,15.04333,15.04333,15.04333,15.04333,15.04333
Martinique,,65.42749,65.42749,65.42749,65.42749,65.45857,65.45928,65.45928,65.45928,65.45928,65.45928,65.45928,65.45928,65.45928,65.45928,65.45931,65.45931,65.45931,65.45931,65.45931
Mauritania,,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379,14.62379
Mauritius,,8.50195,8.50195,8.50195,8.50195,8.50195,8.50195,8.50195,8.57498,8.57498,8.57498,8.57498,9.31043,9.31043,9.31043,9.31043,9.31043,9.31043,9.31043,9.31043
Mayotte,,7.93626,7.93626,15.62851,15.62851,15.62851,15.62851,15.62851,30.84817,30.84817,53.92438,54.08633,54.08633,54.08633,54.08633,54.08633,54.08633,54.08633,54.08633,54.08633
Mexico,,17.46233,17.50601,18.78516,18.8762,22.39861,24.76549,25.58857,26.43002,27.38544,28.61311,28.69928,29.23385,29.36802,30.10952,30.11083,30.11374,31.72958,31.73272,31.73272
Micronesia (Federated States of),,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579,0.02579
Mongolia,,33.10817,33.10817,33.10817,33.10982,36.45299,36.45299,36.45299,36.45299,36.45299,36.45299,39.09234,40.48234,41.98234,41.98234,41.98234,41.98234,41.98234,43.66976,43.66976
Montenegro,,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665,12.48665
Montserrat,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.62732,30.62732,30.62732,30.62732,30.62732
Morocco,,4.69454,4.69454,4.69454,9.22585,14.24548,18.08304,19.39769,19.39769,21.18988,21.2102,21.2102,21.2102,51.87826,51.87826,51.87826,51.87826,51.87826,51.87826,51.87828
Mozambique,,17.14832,17.14832,17.14832,17.14832,17.36176,17.36176,17.36176,17.36176,17.36176,17.36176,17.36176,21.70958,26.05741,26.05741,26.05741,26.05741,26.05741,26.05741,26.05741
Myanmar,,14.904,17.38011,19.12898,20.22522,23.52568,25.87343,25.87343,25.87343,25.87343,25.87343,26.79093,26.79093,26.79093,26.79093,26.79093,26.79093,27.16307,27.50522,27.50524
Namibia,,30.81152,38.86135,38.86135,42.73865,42.73865,43.72048,47.28344,50.75754,51.63074,63.65327,74.00635,81.48125,83.48793,83.53277,83.53277,83.53277,83.53277,83.53277,83.53277
Nauru,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,,38.01884,38.01884,38.70972,41.53694,44.20527,45.28682,48.84711,48.84711,48.85082,51.94846,52.26856,52.26856,52.26856,52.26856,52.26856,52.26856,52.27161,52.27161,52.27161
Netherlands,,87.91009,87.91009,89.92426,90.27225,90.40792,90.40792,90.59932,90.59932,90.60709,90.61705,90.61709,90.61709,90.61709,90.61709,90.61713,90.61713,90.61713,90.61713,90.61713
New Caledonia,,11.61064,11.61064,11.61064,11.61064,11.61064,11.61064,11.61064,11.61064,51.97703,53.45098,53.45098,53.45098,53.45098,53.45098,64.87955,64.87955,64.87955,64.87955,64.87955
New Zealand,,37.45237,37.51407,39.92015,39.98872,40.04995,40.23926,40.78447,40.91292,41.29818,41.77862,42.07979,42.1899,42.24544,42.35111,42.38483,42.98186,43.02055,43.02131,43.02131
Nicaragua,,72.38886,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238,73.67238
Niger,,12.40977,25.25906,25.25906,25.25906,25.61826,38.11826,38.11826,38.11826,38.11826,38.11826,38.11826,38.11826,46.32463,46.32463,46.32463,46.32463,46.32463,46.32463,46.32463
Nigeria,,66.09769,66.09769,66.09769,66.09769,66.09769,66.09769,66.09769,66.09769,79.62255,79.62255,79.62255,79.62255,79.62255,79.62255,79.62255,79.62255,79.62255,79.62255,79.62255
Niue,,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706,95.27706
Norfolk Island,,74.87543,74.87543,74.87543,74.87543,74.87543,74.87543,74.87543,74.87543,74.87543,74.87543,74.87543,74.87543,97.87352,97.87352,97.87352,97.87352,97.87352,97.87352,97.87352
North Macedonia,,22.95805,22.95805,23.11702,23.34566,23.34566,23.34566,23.5451,23.55445,23.55445,23.55445,23.55445,23.55445,23.55445,23.55445,23.55445,23.55445,23.55445,23.55445,23.55445
Northern Africa,,14.6673,16.4066,16.4066,18.9559,21.47306,22.58916,23.24184,25.66451,26.18574,26.61506,26.91932,27.01075,39.07502,39.81737,39.81737,39.81737,40.09697,40.09697,40.09697
Northern Africa and Western Asia,,11.17888,11.82797,12.03194,13.30392,14.33445,14.89694,15.46461,16.8007,17.99676,18.59916,18.80776,19.14784,22.11085,22.7594,23.18337,23.18337,23.54553,23.54553,23.54553
Northern America,,33.22922,33.50461,34.58115,34.98284,35.09132,36.12974,36.26603,36.66477,37.79514,37.99422,38.91187,39.26452,39.43482,39.49959,39.52435,39.57053,39.69875,40.03836,40.03836
Northern Mariana Islands,,1.28536,6.24944,6.24944,6.24944,6.24944,6.24944,6.24944,6.24944,6.24944,40.58681,40.58681,40.58681,40.58681,40.58681,40.58681,40.58681,40.58681,40.58681,40.58681
Norway,,38.70847,38.70847,44.53933,46.66543,46.82607,46.84225,48.28897,48.29064,48.31301,48.87799,48.9283,49.06292,49.06292,49.99732,50.07842,50.08045,51.25746,51.25746,51.25746
Oceania,,22.17085,22.73751,23.95399,24.46563,24.90839,25.09935,26.08361,26.517,29.10131,31.14634,31.61985,32.50391,33.07144,33.7544,35.3373,35.62489,36.2355,36.29892,36.29913
Oceania (exc. Australia and New Zealand),,7.54147,8.22137,8.75052,9.16935,9.58858,9.59191,10.14914,10.27143,14.9716,16.65206,16.66067,16.66067,16.71186,16.72381,17.9622,17.9622,18.59373,18.73563,18.73563
Oman,,7.5682,7.5682,7.5682,7.5682,7.5682,7.5682,7.5682,7.5682,7.5682,7.5682,7.5682,7.99745,7.99745,11.08985,11.08985,11.08985,11.08985,11.08985,11.08985
Pakistan,,34.9942,35.44586,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459,36.64459
Panama,,35.01405,36.92515,36.92515,37.33886,37.33886,37.33886,37.33886,37.33886,37.33886,37.33886,38.33937,38.33937,38.33937,38.33937,38.33937,38.33937,38.33937,38.33937,38.33937
Papua New Guinea,,7.11807,7.11807,7.3304,7.52141,7.52141,7.52141,7.52255,7.52255,7.52255,7.52255,7.52255,7.52255,7.52255,7.52255,7.52255,7.52255,7.52255,7.52255,7.52255
Paraguay,,18.0241,25.7807,25.7807,29.33569,29.41757,32.12746,32.19358,32.32111,32.32111,36.11439,36.15656,36.15656,36.15656,36.16314,36.23882,36.25375,36.25375,36.25375,36.25375
Peru,,13.83623,17.16292,17.28518,17.4834,17.98747,19.65704,20.59711,18.88925,19.15617,20.38804,20.5751,19.64272,19.74596,19.97034,19.97034,19.53886,19.40396,19.12416,19.12416
Philippines,,28.69238,30.16038,32.08389,33.92353,36.53734,37.31934,37.31934,39.85357,39.85357,40.61576,40.61576,40.7078,40.7078,40.7078,40.88646,40.88646,40.88646,40.88646,40.88646
Pitcairn,,16.33091,16.33091,16.33091,16.33091,16.33091,16.33091,16.33091,16.33091,16.33091,16.33091,16.33091,16.33091,16.33091,16.33091,16.33091,16.33091,56.60542,56.60542,56.60542
Poland,,53.99531,60.13525,61.35752,63.13087,72.97565,72.9896,73.00158,82.47046,87.19581,87.34637,87.34637,87.34686,87.57628,87.57628,87.57746,87.57746,87.57746,87.57746,87.57746
Portugal,,58.38792,58.57162,58.57162,58.71466,59.65784,62.18479,62.49897,62.49897,71.2681,71.34973,71.34973,73.98542,74.04776,74.04776,74.04902,74.05106,74.05106,74.05106,74.05106
Puerto Rico,,32.68987,33.98375,33.98375,33.98375,33.98375,33.98375,33.98375,33.98375,33.98375,33.98375,33.98375,33.98375,33.98375,33.98375,33.98375,33.98375,33.98375,33.98375,33.98375
Qatar,,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118,33.29118
Republic of Korea,,22.06639,22.06639,22.06892,23.96844,23.97495,23.97501,27.84584,27.846,31.58825,32.09984,32.1026,32.23177,32.23177,32.24285,32.24285,32.30321,32.30321,32.45863,32.45863
Republic of Moldova,,18.11943,18.11943,18.11943,18.11943,18.11943,23.60845,23.60845,23.60845,23.60845,23.60845,23.60845,23.60845,23.60845,23.60845,23.60845,23.60845,23.60845,23.60845,23.60845
Réunion,,0.58364,0.58364,0.58364,0.58364,0.58364,0.58364,1.9867,43.62206,45.82389,45.82389,45.87837,45.87837,45.87837,45.87837,45.87837,45.87845,45.87845,45.87845,45.87845
Romania,,12.86625,12.89687,12.89687,12.89687,12.89687,14.83715,35.10285,63.58903,64.9806,64.9806,64.9806,75.97475,76.39493,77.23484,77.23484,77.23484,77.29112,77.29112,77.29112
Russian Federation,,27.22308,27.22517,27.24095,27.25645,27.25654,27.25654,27.25654,27.25654,27.25654,27.39625,27.39625,27.39625,27.39625,27.39625,27.39625,27.39625,27.39625,27.39625,27.39625
Rwanda,,40.86962,40.86962,40.86962,40.86962,40.86962,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675,46.51675
Saint Barthélemy,,23.26431,23.26431,23.26431,23.26431,23.26431,23.26431,23.26431,23.29325,23.29325,23.29325,62.2902,62.2902,62.2902,62.2902,62.2902,62.2902,62.2902,62.2902,62.2902
Saint Helena,,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,34.44182,34.44182,51.10848,54.84923,54.84923,54.84923,54.84923
Saint Kitts and Nevis,,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138,29.20138
Saint Lucia,,23.16454,23.16454,23.16454,23.16454,40.31896,40.31896,40.31896,46.04604,46.04604,46.04604,46.04604,46.04604,46.04604,46.04604,46.04604,46.04604,46.04604,46.04604,46.04604
Saint Martin (French Part),,29.20943,29.20943,29.20943,29.20943,29.20943,29.20943,58.36993,58.82162,58.82162,58.82162,58.82162,58.82162,58.88465,58.88465,58.88465,58.88465,58.88465,58.88465,58.88465
Saint Vincent and the Grenadines,,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069,42.83069
Samoa,,16.62016,16.62016,16.62016,31.72151,31.72151,31.72151,31.72151,31.72151,31.72151,31.72151,31.72151,31.72151,31.72151,31.72151,31.72151,31.72151,37.08219,37.08219,37.08219
Sao Tome and Principe,,0,0,0,0,0,0,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806,76.34806
Saudi Arabia,,20.97611,20.97611,23.05944,23.05944,23.05944,23.05944,23.05944,23.05944,23.05944,23.05944,23.05944,23.05944,23.05944,23.05944,23.05944,23.05944,23.05944,23.05944,23.05944
Senegal,,37.8863,37.8863,37.8863,37.8863,39.96979,39.96979,39.96979,39.96979,39.96979,39.96979,39.96979,39.96979,39.96979,40.2422,40.2422,40.2422,40.2422,42.96269,42.96269
Serbia,,19.86659,22.34238,22.34238,22.34238,22.42116,23.52636,25.16355,25.27366,25.7229,25.73401,25.73401,25.73401,26.03796,27.49301,27.77601,29.46831,29.53006,29.53006,29.53006
Seychelles,,18.87979,18.87979,18.87979,18.87979,18.87979,18.87979,18.87979,18.87979,18.87979,18.87979,19.18953,19.18953,19.18953,19.18953,19.18953,19.18953,19.18953,19.18953,19.18953
Sierra Leone,,56.12914,56.12914,56.12914,56.12914,56.12914,56.12914,56.12914,56.12914,56.12914,56.12914,65.11586,65.11586,68.78427,68.78427,68.78427,68.78427,68.78427,68.78427,68.78427
Singapore,,18.97447,18.97447,21.14344,21.14344,21.14344,21.14344,21.14344,21.14344,21.14344,21.14344,21.14344,21.14344,21.14344,21.14344,21.14344,21.14344,21.14344,21.14344,21.14344
Sint Maarten (Dutch part),,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411,6.37411
Slovakia,,34.25313,34.26448,36.19775,36.19775,72.06867,72.06867,72.06867,75.28532,75.28532,75.28535,75.28536,82.60934,82.60941,82.60941,82.60941,82.60941,82.60941,82.70066,82.70066
Slovenia,,14.00418,14.00418,17.01288,19.71939,82.64703,82.64703,82.64703,82.64703,82.65868,82.65868,82.65868,82.65868,82.65868,85.09834,85.09834,85.09834,85.09847,85.09847,85.09847
Small island developing States (SIDS),,11.97219,13.38356,14.16031,14.51085,16.92283,17.55034,18.49765,19.0966,21.45407,22.34556,23.20783,23.36791,23.67644,23.9294,24.65931,25.29505,25.35649,25.41437,25.41437
Solomon Islands,,3.70728,3.70728,6.57137,6.61461,6.65032,6.70385,6.71685,7.82263,8.98989,8.98989,8.98989,8.98989,8.98989,8.98989,8.98989,8.98989,8.98989,8.98989,8.98989
Somalia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,,26.1087,26.16955,26.18032,26.18975,27.61402,28.2245,28.22633,28.74302,28.74424,28.77294,28.83486,28.8854,28.90976,29.60145,29.92763,30.31036,30.62758,30.69961,30.69961
South Georgia and the South Sandwich Islands,,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100
South Sudan,,29.84736,29.84736,29.84736,29.84736,29.84736,29.84736,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638,33.59638
South-Eastern Asia,,22.52475,23.67109,24.82706,25.74196,27.41295,27.85403,28.514,29.78596,30.10631,32.00413,32.24809,33.05793,33.41469,34.19703,34.92559,35.06228,35.4043,35.81801,35.85543
Southern Asia,,27.08901,27.52034,28.06464,28.28281,28.40612,28.46129,28.58799,28.59217,28.80132,29.28011,29.66699,29.69717,31.75906,31.90046,31.99058,31.99058,31.99497,31.99497,31.99497
Spain,,45.9716,49.54804,50.14606,51.80317,52.71429,53.0927,54.08335,54.23541,54.25016,54.64134,54.67812,54.84942,54.85056,54.86329,56.60252,56.60722,56.60825,56.60825,56.60825
Sri Lanka,,35.94057,36.02838,36.02838,36.02838,36.02838,36.02838,36.02838,36.07726,37.58458,39.25833,41.16575,41.5151,42.02018,43.67398,43.67398,43.67398,43.67398,43.67398,43.67398
State of Palestine,,5.99018,5.99018,6.27739,6.27739,6.27739,6.27739,6.27739,6.77745,7.83378,8.11914,8.11914,8.11914,8.11914,8.60146,8.60146,8.60146,8.60146,8.60146,8.60146
Sub-Saharan Africa,,31.45816,31.86943,32.63109,33.26919,33.94618,34.75559,36.62648,38.45129,39.01391,39.53083,40.01024,40.31265,41.02534,41.18566,41.35626,41.47255,41.59544,41.92448,41.92448
Sudan,,9.09088,9.09088,9.09088,9.09088,9.09088,9.09088,9.09088,9.09088,9.09088,18.6179,18.6179,18.6179,18.6179,18.6179,18.6179,18.6179,24.9977,24.9977,24.9977
Suriname,,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976,51.18976
Svalbard and Jan Mayen Islands,,32.67624,32.67624,38.92128,63.11852,63.11852,63.11852,63.11852,63.11852,63.11852,63.11862,67.67367,67.67367,67.68897,67.68897,67.68897,67.68897,67.68897,67.68897,67.68897
Sweden,,55.01613,56.62225,56.65009,56.68776,56.69775,56.70765,56.72731,56.88361,57.43373,57.43601,57.5015,57.64165,57.64612,57.64639,57.65592,57.69473,58.36973,58.36973,58.36973
Switzerland,,23.98969,28.39843,28.39843,28.46319,28.46319,28.50534,28.50534,28.62577,28.62577,34.71399,35.2153,35.2153,35.23282,35.23282,35.23282,35.23282,35.23282,35.23282,35.23282
Syrian Arab Republic,,0.55418,0.55418,0.87884,0.87884,0.87884,0.87884,0.87884,0.87884,0.87884,0.87884,0.87884,0.87884,0.87884,0.87884,0.87884,0.87884,0.87884,0.87884,0.87884
Tajikistan,,17.52095,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.30554,20.83403,20.83403,20.83403,20.83403,20.83403,20.83403
Thailand,,66.8091,67.28735,67.57411,67.57411,67.57411,67.57411,67.57411,68.60975,69.66238,70.57193,70.57193,70.57193,70.57193,71.2802,71.2802,71.2802,71.2802,71.2802,71.2802
Timor-Leste,,14.33718,14.33718,14.33718,14.33718,14.33718,14.33718,14.33718,29.71187,33.55535,33.55535,33.55535,33.55535,33.55535,33.55535,33.55535,33.55535,33.55535,33.55535,33.55535
Togo,,75.00298,75.00298,75.00298,75.00298,75.00298,75.00298,75.00298,75.00298,96.98424,96.98424,96.98424,96.98424,96.98424,96.98424,96.98424,96.98424,96.98424,96.98424,96.98424
Tokelau,,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354,7.76354
Tonga,,0.70561,9.30605,9.30605,9.30605,9.30605,9.30605,9.30605,9.30605,9.30605,9.30605,9.30605,9.30605,9.30605,9.30605,9.30605,9.30605,9.30605,9.30605,9.30605
Trinidad and Tobago,,27.47885,27.47885,27.47885,27.47885,27.47885,40.66584,40.66584,40.66584,40.66584,40.66584,40.66584,40.66584,40.66584,40.66584,40.66584,40.66584,40.66584,40.66584,40.66584
Tunisia,,14.2997,15.59579,15.59579,15.59579,15.59579,15.59579,15.59579,24.67176,24.67176,24.69382,25.58841,25.58841,37.36995,40.15099,40.15099,40.15099,40.15099,40.15099,40.15099
Turkey,,2.06678,2.06678,2.06678,2.06678,2.06678,2.2711,2.2711,2.2711,2.2711,2.41733,2.41733,2.41733,2.41733,2.47285,2.47285,2.47285,2.47285,2.47285,2.47285
Turkmenistan,,14.15557,14.15557,14.15557,14.15557,14.15557,14.15557,14.15557,14.15557,14.35034,14.35034,14.35034,14.35034,14.35034,14.35034,14.35034,14.35034,14.35034,14.35034,14.35034
Turks and Caicos Islands,,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558,27.9558
Uganda,,62.81234,62.81234,62.98353,62.98353,64.49864,64.49864,75.69743,75.69743,75.7315,75.7315,75.7315,75.7315,75.7315,75.7315,75.7315,75.7315,75.7315,75.7315,75.7315
Ukraine,,23.41406,23.41406,23.41406,23.41406,23.4306,23.4306,23.4306,23.4306,23.4306,23.4306,23.4306,23.4306,23.75655,23.83216,23.83216,23.83216,23.83216,23.83216,23.83216
United Arab Emirates,,0,4.34783,4.34783,4.34783,8.69565,8.69565,8.69565,17.39131,17.39131,26.08593,30.43376,30.43376,30.43376,40.9838,49.67945,49.67945,57.90329,57.90329,57.90329
United Kingdom of Great Britain and Northern Ireland,,77.46461,79.35007,79.72159,80.68973,80.68993,81.37831,81.93443,81.98913,82.07293,82.34021,83.54083,83.68318,83.6849,83.68491,83.82177,83.82177,83.82177,84.18668,84.2875
United Republic of Tanzania,,53.96121,54.91465,56.41321,56.41321,58.37862,59.18703,60.68648,62.57132,62.57132,63.71738,63.95433,63.95433,63.95433,63.95433,63.95433,63.95433,63.95433,63.95433,63.95433
United States Minor Outlying Islands,,60,80,80,80,80,80,80,80,80,100,100,100,100,100,100,100,100,100,100
United States of America,,42.30545,42.54641,44.25382,44.62184,44.83406,45.25126,45.44061,46.09274,47.24965,47.41028,47.72706,47.90403,48.21602,48.28276,48.29325,48.29325,48.29325,48.29325,48.29325
United States Virgin Islands,,24.20634,25.65597,25.65597,39.96912,39.96912,39.96912,39.96912,39.96912,39.96912,39.96912,39.96912,46.31373,46.31373,46.31373,46.31373,46.31373,46.31373,46.31373,46.31373
Uruguay,,10.18174,10.18174,10.18174,10.18174,10.37523,10.37523,11.54927,11.54927,11.75049,11.97114,20.72087,20.74888,20.74888,20.74888,20.74888,20.80064,20.80064,20.80064,20.80064
Uzbekistan,,10.69163,11.30107,11.30107,11.30107,11.30107,11.30107,11.30107,11.30107,15.467,15.467,15.467,15.467,15.467,15.467,15.467,15.467,15.46719,15.46719,15.46719
Vanuatu,,6.12362,6.38703,6.38703,6.38703,6.38703,6.38703,6.38703,6.38703,6.38703,6.38703,6.38703,6.38703,6.38703,6.38703,6.38703,6.38703,6.38703,6.38703,6.38703
Venezuela (Bolivarian Republic of),,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456,66.46456
Viet Nam,,11.58452,16.40856,22.6922,25.57279,28.26235,28.26882,30.65536,30.83631,30.83631,30.9573,30.9573,32.40321,33.0967,36.95982,40.83727,41.06373,41.06373,41.06373,41.06373
Wallis and Futuna Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Asia,,10.02511,10.32605,10.59774,11.46182,12.01748,12.40282,12.94321,14.00966,15.42262,16.0844,16.22818,16.63698,16.69249,17.31214,17.87149,17.87149,18.26002,18.26002,18.26002
World,,33.06615,34.24763,35.24124,36.16541,38.38894,39.19645,40.43627,41.7387,42.46974,43.13863,43.64261,44.07651,44.67912,45.26454,45.60219,45.76142,45.91501,46.06558,46.08606
Yemen,,20.03613,20.03613,20.03613,20.03613,20.03613,20.03613,20.03613,21.12979,31.07907,31.07907,31.07907,31.07907,31.07907,31.07907,31.07907,31.07907,31.07907,31.07907,31.07907
Zambia,,46.001,46.001,46.001,46.001,46.001,47.43035,47.43035,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064,48.36064
Zimbabwe,,67.48278,67.48278,80.72575,80.72575,80.72575,80.72575,80.72575,80.72575,80.72575,80.72575,80.72575,80.72575,80.72575,85.87561,85.87561,85.87561,85.87561,85.87561,85.87561
